trade_month,symbol,source_rows,dense_rows,multiplier,file_path,bytes
2026-01,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2424039
2026-02,HDFCBANK,7476,59808,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-02\symbol=HDFCBANK\part-00000.parquet,2172714
2026-03,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-03\symbol=HDFCBANK\part-00000.parquet,2377962
2026-04,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-04\symbol=HDFCBANK\part-00000.parquet,2413438
2026-05,HDFCBANK,7848,62784,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-05\symbol=HDFCBANK\part-00000.parquet,2317908
2026-06,HDFCBANK,8198,65584,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-06\symbol=HDFCBANK\part-00000.parquet,2378740
2026-07,HDFCBANK,8587,68696,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-07\symbol=HDFCBANK\part-00000.parquet,2522534
2026-08,HDFCBANK,7841,62728,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,2281300
2026-09,HDFCBANK,8208,65664,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet,2420535
2026-10,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet,2358987
2026-11,HDFCBANK,7858,62864,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,2286056
2026-12,HDFCBANK,5230,41840,8,raw_synthetic_l2_phase105_source_mid_volatility_scale\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,1553977
