trade_date,symbol,candidate_start_row,horizon_ticks,rule_id,top_count,signal_side,entry_price,exit_price,quantity,l1_imbalance,l25_imbalance,source_event_l25_ofi_1,deep_pressure_rank,is_market_shock_day,is_symbol_shock,gross_pnl_inr,zerodha_total_charges_inr,adverse_slippage_inr,net_pnl_inr,forward_return_bps,label_side,charge_brokerage,charge_stt,charge_transaction_charge,charge_sebi_charge,charge_stamp_duty,charge_gst,scenario_id
2026-03-13,HDFCBANK,20000,480,deep_l25_fade,10,long,833.4525,833.3438,119,-0.6024442846872753,-0.6020143884892086,-638.0,0.9,1,0,-12.935300000011921,82.5948591303382,19.8361695,-115.36632863035011,-1.3042134974698487,short,40.0,25.0,6.08930692279,0.1983487597,2.975425425,8.3317780228482,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,HDFCBANK,10000,480,deep_l25_fade,10,long,833.745,832.6238,119,-0.5583405358686258,-0.5592848904267589,1427.0,0.8999999999999999,1,0,-133.42280000000028,82.5940004186032,19.843131,-235.85993141860348,-13.447756808137312,short,40.0,25.0,6.08774513704,0.1982978872,2.97646965,8.3314877443632,horizon_480_deep_l25_fade_top10_cost200
2026-03-30,HDFCBANK,20000,480,deep_l25_fade,10,long,820.4225,820.2987,121,-0.5689084895259096,-0.5698940553266627,544.0,0.8428571428571429,1,0,-14.979799999986426,82.6042445570712,19.8542245,-117.43826905705762,-1.508978605535077,short,40.0,25.0,6.094787041640001,0.19852726520000002,2.978133675,8.3327965752312,horizon_480_deep_l25_fade_top10_cost200
2026-03-30,HDFCBANK,10000,480,deep_l25_fade,10,long,821.27,820.4225,121,-0.5714285714285714,-0.5713856778261522,258.0,0.7285714285714285,1,0,-102.54750000000058,82.611717208255,19.874734,-205.0339512082556,-10.319383394011329,short,40.0,25.0,6.098395129749999,0.19864479249999997,2.9812101,8.333467186005,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,ICICIBANK,5000,480,deep_l25_fade,10,long,1412.2125,1411.5975,70,-0.357338195077484,-0.3574556069082948,1429.0,0.7285714285714285,1,0,-43.04999999998836,82.55956683020001,19.770975,-145.38054183018838,-4.354868690087427,short,40.0,25.0,6.0683676900000005,0.1976667,2.9656462500000003,8.3278861902,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,HCLTECH,5000,480,deep_l25_fade,10,long,1239.28,1238.23,80,-0.2794759825327511,-0.2786713286713286,1499.0,0.6714285714285715,1,0,-84.0,82.58817112479998,19.82848,-186.4166511248,-8.4726615454131,short,40.0,25.0,6.08476456,0.19820079999999998,2.974272,8.3309337648,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,HCLTECH,20000,480,deep_l25_fade,10,long,1237.27,1238.7925,80,-0.3369486623282718,-0.334715925532941,-762.0,0.6571428571428571,1,0,121.79999999998836,82.57901551,19.79632,19.424664489988352,12.305317351912166,long,40.0,25.0,6.0812095,0.19808499999999998,2.9694480000000003,8.330273009999999,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,HCLTECH,10000,480,deep_l25_fade,10,long,1238.6125,1237.5775,80,-0.3263727764887857,-0.3251134956665291,-781.0,0.6571428571428571,1,0,-82.79999999998836,82.5826190512,19.817800000000002,-185.20041905118836,-8.35612429230354,short,40.0,25.0,6.08152264,0.1980952,2.97267,8.330331211199999,horizon_480_deep_l25_fade_top10_cost200
2026-03-30,RELIANCE,10000,480,deep_l25_fade,10,short,1300.8525,1299.735,76,0.4446978335233751,0.4437680718307715,-332.0,0.6285714285714286,1,0,84.93000000000757,82.5564915779,19.772958,-17.399449577892437,-8.59052044716704,short,40.0,25.0,6.067690754999999,0.19764464999999995,2.9633958,8.3277603729,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,INFY,10000,480,deep_l25_fade,10,long,1121.4775,1121.455,89,-0.9254790631653655,-0.2321749834295994,-998.0,0.6142857142857143,1,0,-2.0025000000023283,82.66136777045499,19.9622995,-104.62616727045732,-0.2006281891525811,short,40.0,25.0,6.12836446975,0.19962099249999998,2.994344925,8.339037383205,horizon_480_deep_l25_fade_top10_cost200
2026-03-13,HDFCBANK,20000,480,deep_l25_fade,20,long,833.4525,833.3438,119,-0.6024442846872753,-0.6020143884892086,-638.0,0.9,1,0,-12.935300000011921,82.5948591303382,19.8361695,-115.36632863035011,-1.3042134974698487,short,40.0,25.0,6.08930692279,0.1983487597,2.975425425,8.3317780228482,horizon_480_deep_l25_fade_top20_cost200
2026-03-13,HDFCBANK,10000,480,deep_l25_fade,20,long,833.745,832.6238,119,-0.5583405358686258,-0.5592848904267589,1427.0,0.8999999999999999,1,0,-133.42280000000028,82.5940004186032,19.843131,-235.85993141860348,-13.447756808137312,short,40.0,25.0,6.08774513704,0.1982978872,2.97646965,8.3314877443632,horizon_480_deep_l25_fade_top20_cost200
2026-03-30,HDFCBANK,20000,480,deep_l25_fade,20,long,820.4225,820.2987,121,-0.5689084895259096,-0.5698940553266627,544.0,0.8428571428571429,1,0,-14.979799999986426,82.6042445570712,19.8542245,-117.43826905705762,-1.508978605535077,short,40.0,25.0,6.094787041640001,0.19852726520000002,2.978133675,8.3327965752312,horizon_480_deep_l25_fade_top20_cost200
2026-03-30,HDFCBANK,10000,480,deep_l25_fade,20,long,821.27,820.4225,121,-0.5714285714285714,-0.5713856778261522,258.0,0.7285714285714285,1,0,-102.54750000000058,82.611717208255,19.874734,-205.0339512082556,-10.319383394011329,short,40.0,25.0,6.098395129749999,0.19864479249999997,2.9812101,8.333467186005,horizon_480_deep_l25_fade_top20_cost200
