metric,value,description
phase482_real_l2_capacity_sensitivity_complete,1,Phase482 complete if all gates pass
phase482_thesis_id,P482_REAL_L2_CAPACITY_SENSITIVITY,Phase482 thesis
phase482_capacity_policy_rows,6,Policies executed
phase482_best_feasible_policy_id,P481_BASELINE_MAX2_CONCURRENT,Best capital-feasible primary policy
phase482_best_feasible_selected_trades,25,Best feasible selected trades
phase482_best_feasible_net_pnl_inr,992.9649840110019,Best feasible net PnL
phase482_best_feasible_annualized_return_pct,7.149347884879213,Best feasible annualized return
phase482_best_feasible_event_floor_met,0,Best feasible event floor
phase482_best_feasible_above12,0,Best feasible above 12 percent
phase482_best_feasible_beats_side_flip,1,Best feasible side-flip dominance
phase482_best_any_primary_policy_id,P481_ALL_READY_DIAGNOSTIC,Best primary policy including diagnostic-only
phase482_best_any_primary_selected_trades,34,Best any selected trades
phase482_best_any_primary_annualized_return_pct,37.95341550890555,Best any annualized return
phase482_cost200_acceptance_candidate_rows,0,Capital-feasible accepted primary rows
phase482_strategy_promotion_allowed,0,No promotion
phase482_paper_or_live_acceptance_allowed,0,No paper/live
phase482_deployable_profitability_claim_allowed,0,No deployable claim
phase482_hard_gate_pass_rows,9,Passed hard gates
phase482_hard_gate_rows,9,Hard gates
phase482_next_best_action,interpret_phase482_capacity_sensitivity_or_add_materially_new_real_l2_signal_no_paper_live,Recommended next action
