event_id,event_time_ist,event_type,symbol,source_tick_rows,relative_second_min,relative_second_max,min_last_price,max_last_price,pre900_l1_spread_avg,pre900_microprice_minus_mid_avg,pre900_l1_queue_imbalance_avg,pre900_depth_l1_l5_qty_imbalance_avg,pre900_depth_l2_l5_qty_imbalance_avg,pre900_depth_l1_l5_order_imbalance_avg,pre900_depth_l2_l5_order_imbalance_avg,pre900_bid_depth_slope_l1_l5_avg,pre900_ask_depth_slope_l1_l5_avg,pre900_l2_l5_depth_share_avg,pre900_depth_pressure_avg,pre900_depth_l2_l5_pressure_avg,pre300_l1_spread_avg,pre300_microprice_minus_mid_avg,pre300_l1_queue_imbalance_avg,pre300_depth_l1_l5_qty_imbalance_avg,pre300_depth_l2_l5_qty_imbalance_avg,pre300_depth_l1_l5_order_imbalance_avg,pre300_depth_l2_l5_order_imbalance_avg,pre300_l2_l5_depth_share_avg,pre300_depth_pressure_avg,pre300_depth_l2_l5_pressure_avg,event_l1_mid,event_l1_spread,event_l1_microprice,event_l1_queue_imbalance,event_depth_l1_l5_qty_imbalance,event_depth_l2_l5_qty_imbalance,event_depth_l1_l5_order_imbalance,event_depth_l2_l5_order_imbalance,event_l2_l5_depth_share,event_depth_pressure,event_depth_l2_l5_pressure,target_post_60s_mid_return_bps,target_post_300s_mid_return_bps,target_post_900s_mid_return_bps,target_post_1800s_mid_return_bps,target_post_300s_depth_pressure_shift
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,ADANIPORTS,89200,-900,1800,1811.484,1866.516,0.399999999999976,0.04173922365284191,0.20869611826402854,0.9069075594807787,0.85772671386084,0.896379522935108,0.8282945437283985,0.09999999999999493,0.09999999999998162,0.8823556744162349,2.26726889870222,2.144316784652075,0.3999999999999817,0.042003867401417,0.2100193370069411,0.9070654987763798,0.8579629594809358,0.8967475914240447,0.8302531066562016,0.8823585344037985,2.267663746941073,2.1449073987024616,1862.0,0.40000000000009095,1862.04427480916,0.22137404580152673,0.9084106554923675,0.8599050203527816,0.8974358974358975,0.8235294117647058,0.8823705477401975,2.2710266387304023,2.1497625508814653,-39.742212674543985,-39.742212674543985,-39.742212674543985,-4.833512352309834,7.023755982515922e-05
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,AXISBANK,88385,-900,1800,1342.992,1364.108,0.20000000000003793,0.0021888201659020596,0.021888201660105445,0.8849415540698579,0.8240068622410196,0.8877487910169425,0.8181290095876435,0.09999999999998158,0.09999999999999044,0.8823667828671985,4.424707770348159,4.12003431120444,0.20000000000003865,0.0022262384248915913,0.02226238425034927,0.8849850662669748,0.8240810301591267,0.8880575243890619,0.8188672312270665,0.8823662750135367,4.424925331333944,4.120405150794854,1354.4,0.20000000000004547,1354.4023622047243,0.023622047244094488,0.885149737573325,0.8240027991602519,0.8888888888888888,0.8125,0.8823711021920346,4.425748687865619,4.120013995800322,14.766686355581806,33.22504430005907,33.22504430005907,45.77672770230226,0.0003448323421686439
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BAJAJ-AUTO,91477,-900,1800,10423.3801,10584.12,3.0,0.14365227195211266,0.09576818130131538,0.8936240721629536,0.8356574053363262,0.8887499911624516,0.8187485632112188,0.5,0.5,0.8823574841390595,0.29787469072097056,0.2785524684454206,3.0,0.1424370370082217,0.0949580246720638,0.8935294795161821,0.8355467157767396,0.8887684353724599,0.8195861199773847,0.8823582771150797,0.29784315983872417,0.2785155719255797,10532.5,3.0,10532.665809768638,0.11053984575835475,0.8953576289127476,0.8382176520994001,0.8947368421052632,0.8181818181818182,0.8823529411764706,0.2984525429709159,0.2794058840331334,-2.848326608117731,-2.848326608117731,-3.323047709470686,-3.323047709470686,-9.31760971167872e-06
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BANKBEES,89941,-900,1800,595.9616,599.6984,0.20999999999999003,0.034472292288222794,0.32830754560220554,0.9209792178466008,0.879169771117606,0.8970949776292194,0.8819026353357775,0.010000000000009146,0.010000000000009146,0.8823556775453877,4.385615323080021,4.186522719607948,0.20999999999996677,0.03445004322285925,0.3280956497416502,0.9209543200727045,0.8791511857451889,0.897061353323925,0.8818582224831766,0.882355730624908,4.385496762251727,4.186434217834826,598.72,0.21000000000003638,598.7543484042553,0.3271276595744681,0.9208385481852316,0.8790780141843971,0.8947368421052632,0.8787878787878788,0.8823529411764706,4.384945467547962,4.186085781829737,0.0,0.0,0.0,-15.032068412615095,-0.0001048826102971745
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BHARTIARTL,90809,-900,1800,1929.788,1956.112,0.29999999999997884,0.01197340710776815,0.07982271405215796,0.8917375959832933,0.834340139117128,0.896057239434139,0.8207678728189493,0.1000000000000008,0.10000000000001955,0.8823461535932333,2.972458653277818,2.781133797057517,0.29999999999995447,0.012027685410706843,0.08018456940508246,0.8917819071143712,0.8344137407462262,0.8963373813196922,0.8213227216181792,0.8823480431765868,2.9726063570484063,2.7813791358211923,1944.4,0.2999999999999545,1944.4113874345546,0.07591623036649214,0.8912675188664716,0.8338278931750742,0.8918918918918919,0.8125,0.882334822116125,2.9708917295553556,2.779426310584002,11.82884180209693,11.82884180209693,-5.142974696564493,9.257354453814683,0.00016009048108234225
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BPCL,82486,-900,1800,311.648,314.552,0.05000000000000372,-0.0013090790617775305,-0.05236316247114139,0.8761949785133637,0.8105063216139896,0.852787069174582,0.8141228061407152,0.05000000000000675,0.05000000000000675,0.882355263310686,17.523899570267023,16.210126432280315,0.05000000000000348,-0.0012993612234603689,-0.0519744489384695,0.876238352046987,0.8105682567688184,0.8507050076993086,0.8131396757396613,0.8823530331511129,17.524767040938183,16.211365135375775,313.20000000000005,0.05000000000001137,313.19877577319585,-0.04896907216494845,0.8765918738629472,0.811340206185567,0.8421052631578947,0.8181818181818182,0.8823529411764706,17.531837477254957,16.22680412370765,3.192848020431323,9.578544061301228,0.0,0.0,0.0003396476076744648
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,BRITANNIA,86702,-900,1800,5485.9201,5513.08,2.0,0.01344027213393803,0.013440272133924703,0.8839364121526926,0.822330373732928,0.8870674172134667,0.8173146651920571,0.5,0.5,0.8823552599097543,0.4419682060763463,0.411165186866464,2.0,0.01574073800369883,0.01574073800368324,0.884211966058166,0.8226763982218269,0.8871870691091366,0.8178895344717645,0.8823602539553682,0.442105983029083,0.41133819911091346,5486.5,2.0,5486.5,0.0,0.8823529411764706,0.82,0.8571428571428571,0.8333333333333334,0.8823529411764706,0.4411764705882353,0.41,32.80780096600747,32.80780096600747,-0.9113278046113187,32.80780096600747,-6.896656151145208e-05
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,CIPLA,90296,-900,1800,1417.184,1424.616,0.39999999999995334,0.11356879308392329,0.5678439654197969,0.9491549675416141,0.9223177355744505,0.9484798245806716,0.8830071087002433,0.10000000000000457,0.09999999999999452,0.8823456688601392,2.372887418854117,2.305794338936178,0.3999999999999808,0.11361044416299547,0.5680522208152022,0.9491793908354467,0.9223599785851295,0.9481764465299148,0.8826315704147646,0.8823454909447491,2.3729484770887788,2.3058999464629033,1419.7,0.40000000000009095,1419.8130208333332,0.5651041666666666,0.9488357843137255,0.921875,0.9487179487179487,0.8823529411764706,0.8823529411764706,2.3720894607837746,2.304687499999476,8.452489962668489,8.452489962668489,8.452489962668489,3.521870817778404,7.809439719741462e-05
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,DRREDDY,83766,-900,1800,1248.288,1263.712,0.2999999999999965,0.030963904561972577,0.2064260304130944,0.9066382365219765,0.8570943716534392,0.897151970713856,0.8229388306934201,0.10000000000000822,0.09999999999999269,0.8823528131903459,3.0221274550733894,2.8569812388447984,0.2999999999999678,0.031000248006715088,0.20666832004463936,0.9066672650758884,0.8571516241640371,0.8975704290093449,0.8237630413070456,0.8823534745727124,3.0222242169199216,2.8571720805470444,1260.8000000000002,0.2999999999999545,1260.8319796954315,0.2131979695431472,0.9074488729661143,0.8582304178649974,0.8974358974358975,0.8235294117647058,0.8823705030601582,3.024829576554173,2.8607680595504252,-16.65609137056126,-16.65609137056126,-16.65609137056126,-3.9657360406091366,1.3627681011207926e-05
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,synthetic_calendar_rbi_policy_like,GOLDBEES,90748,-900,1800,118.9196,119.6304,0.009999999999996977,-0.0010122436324533704,-0.2024487264916153,0.8585317043476044,0.783619425142974,0.8440828646799391,0.761051091585385,0.010000000000001178,0.010000000000003242,0.882349818724487,85.85317043474029,78.36194251427702,0.009999999999998172,-0.0010093137992158833,-0.20186275984427565,0.8585997311466769,0.7837142163668982,0.8444011759906295,0.7616111562547967,0.8823490593451239,85.85997311464612,78.37142163666839,119.08,0.009999999999990905,119.07898666666668,-0.20266666666666666,0.8585098039215686,0.7834666666666666,0.8421052631578947,0.7575757575757576,0.8823529411764706,85.85098039215686,78.34666666666666,0.0,14.276116896204377,-10.917030567686401,16.795431642593453,0.003550467835083282
