horizon_ticks,term,coefficient,train_mean,train_std
480,intercept,0.003727850326139314,0.0,1.0
480,spread_bps,-0.10799440099128813,2.0255407718342937,0.8338739436975171
480,l1_imbalance,0.06487240341991155,-0.1603537438326993,0.47266783721643163
480,l25_imbalance,0.022216866351467673,-0.13644106707815995,0.30495919201611166
480,volume_delta_lookback,0.040526937180876674,311.11301369863014,68.88640317923716
480,l1_l5_bid_depth_slope,0.009344515548312681,126.37020547945207,52.882351841225336
480,l1_l5_ask_depth_slope,0.024152083948740896,161.90967465753425,56.034250630572096
480,l1_l5_depth_concentration,-0.09790024789552966,0.11764690149477397,1.3964725340262666e-05
480,l25_order_imbalance,0.0375787237599087,-0.11828306608544288,0.26092195395692563
480,microprice_l1_minus_mid_bps,-0.015087880079914153,-0.17694999369800749,0.511967108240022
480,microprice_l25_minus_mid_bps,-0.05531428748132473,-0.39816402674322304,0.8782243647961674
480,spread_mean_lookback_bps,-0.10798570768050314,2.0255407718342933,0.833873943697517
480,trade_qty_sum_lookback,0.04053134661885332,326.66866438356163,72.33072333819901
480,trade_qty_accel_lookback,0.04052912669390778,15.555650684931507,3.4443201589618577
480,minute_of_day,0.03485217969155571,736.1275684931506,418.69878136191267
480,source_event_mid_return_1,0.05380868915209522,0.06440829314305639,1.921342909392942
480,source_event_mid_return_3,-0.012578915587084396,0.11400761069489389,4.395932024709061
480,source_event_mid_return_5,-0.2013026103283628,0.35297661101793026,9.002317922203856
480,source_event_l1_ofi_1,-0.0334752228200869,44.83904109589041,245.11686082783902
480,source_event_l1_ofi_3,0.0722665857638578,40.48116438356164,225.8529941968565
480,source_event_l25_ofi_1,0.013724234311245863,3.8510273972602738,185.9949597904137
480,source_event_l25_ofi_3,0.03556999219995324,-3.004280821917808,179.48055514025853
480,source_event_l25_replenishment_count_5,-0.11963762070705902,1.8998287671232876,1.285882234640573
480,source_event_l25_withdrawal_count_5,-0.052301359034726914,1.7799657534246576,1.2269976717575322
480,source_event_spread_change_3_bps,0.0566093445558499,-3.880212969675816e-06,0.0012933825187560742
480,source_event_spread_vol_5_bps,0.20271852164901857,0.0003434011676035554,0.0006071394136864095
960,intercept,-0.009181465077381578,0.0,1.0
960,spread_bps,-0.16030495675278014,2.025033985190632,0.8330320135618322
960,l1_imbalance,0.0452716671947135,-0.16171922085440008,0.4724977639009208
960,l25_imbalance,0.00675335985703691,-0.13711289189033649,0.30495358023742225
960,volume_delta_lookback,0.0512690927773501,311.12820512820514,68.89302229333576
960,l1_l5_bid_depth_slope,0.012690819584784206,126.34247863247865,52.902878589800295
960,l1_l5_ask_depth_slope,0.045636515465603114,161.9441025641026,56.01108043848928
960,l1_l5_depth_concentration,-0.058279218948889044,0.11764687524762506,1.39431834966718e-05
960,l25_order_imbalance,-0.01172315484922391,-0.11874786472333534,0.2608451330933324
960,microprice_l1_minus_mid_bps,0.02969811739240769,-0.17764429897704392,0.5115949579840743
960,microprice_l25_minus_mid_bps,-0.04466161149302719,-0.39973641093475704,0.8776585175951793
960,spread_mean_lookback_bps,-0.16030494073059817,2.025033985190632,0.8330320135618322
960,trade_qty_sum_lookback,0.05126740767290435,326.68461538461537,72.33767340800256
960,trade_qty_accel_lookback,0.05126518515137189,15.556410256410256,3.4446511146667884
960,minute_of_day,0.16315959151031756,735.2863247863248,419.65945400330975
