trade_date,symbol,candidate_start_row,horizon_ticks,top_fraction,signal_side,probability,confidence,entry_price,exit_price,quantity,gross_pnl_inr,zerodha_total_charges_inr,adverse_slippage_inr,net_pnl_inr,forward_return_bps,label_side,charge_brokerage,charge_stt,charge_transaction_charge,charge_sebi_charge,charge_stamp_duty,charge_gst,holdout_days,scenario_id
2026-03-20,INFY,5000,480,0.05,long,0.8696591919396877,0.36965919193968766,1098.74,1099.04,91,27.30000000000291,82.68068463988001,19.997068,-75.3777526398771,2.7304002766801476,long,40.0,25.0,6.139937986,0.19999797999999996,2.9995602,8.341188473879999,22,horizon_480_top_0.05_cost200
2026-03-20,HCLTECH,5000,480,0.05,long,0.7758489648856783,0.27584896488567834,1217.865,1217.685,82,-14.760000000009313,82.6664909306,19.972986000000002,-117.39947693060932,-1.4779963296429708,short,40.0,25.0,6.13125357,0.1997151,2.9959479000000004,8.339574360599999,22,horizon_480_top_0.05_cost200
2026-03-18,AXISBANK,20000,480,0.05,short,0.24843887284264798,0.251561127157352,1316.0,1316.4650000000001,75,-34.87500000001455,82.54729518425,19.740000000000002,-137.16229518426456,3.533434650457033,long,40.0,25.0,6.0612506625,0.19743487499999998,2.9620462500000007,8.32656339675,22,horizon_480_top_0.05_cost200
2026-03-20,AXISBANK,5000,480,0.05,long,0.7504753780792588,0.2504753780792588,1316.8525,1316.9050000000002,75,3.937500000014552,82.551793103375,19.7527875,-98.36708060336045,0.3986779081198271,long,40.0,25.0,6.0642266437500005,0.1975318125,2.9629181250000003,8.327116522125001,22,horizon_480_top_0.05_cost200
2026-03-20,ICICIBANK,5000,480,0.05,long,0.747751868931239,0.24775186893123902,1399.8225,1399.65,71,-12.247499999997672,82.61653377678499,19.877479500000003,-114.74151327678267,-1.2322990950631236,short,40.0,25.0,6.10201020825,0.1987625475,2.9816219250000002,8.334139096035,22,horizon_480_top_0.05_cost200
2026-03-26,HCLTECH,5000,480,0.05,short,0.2724577559892955,0.2275422440107045,1219.2849999999999,1219.915,82,-51.66000000000349,82.6827295464,19.996274,-154.3390035464035,5.166962605134232,long,40.0,25.0,6.14044208,0.20001439999999998,3.0009909,8.3412821664,22,horizon_480_top_0.05_cost200
2026-03-13,TCS,20000,480,0.05,long,0.7047824394059036,0.20478243940590357,2194.9300000000003,2200.4275,45,247.38749999998254,82.56172891902499,19.75437,145.07140108095757,25.046356831422827,long,40.0,25.0,6.07218638625,0.1977910875,2.9631555,8.328595945275,22,horizon_480_top_0.05_cost200
2026-03-12,RELIANCE,5000,480,0.05,long,0.6833179210089387,0.18331792100893873,1307.3449999999998,1307.4050000000002,76,4.5600000000267755,82.61410432600002,19.871644,-97.92574832597325,0.45894541991899757,long,40.0,25.0,6.1007347,0.19872099999999998,2.9807466,8.333902026,22,horizon_480_top_0.05_cost200
2026-03-13,ICICIBANK,20000,480,0.05,long,0.6825173737650579,0.18251737376505794,1412.43,1412.655,70,15.749999999985448,82.5633620657,19.774020000000004,-86.58738206571456,1.5929992990796644,long,40.0,25.0,6.071107665,0.19775595,2.9661030000000004,8.3283954507,22,horizon_480_top_0.05_cost200
2026-03-25,HCLTECH,10000,480,0.05,short,0.31783582575695396,0.18216417424304604,1222.4325,1221.5475000000001,81,71.68499999998312,82.57334121128,19.803406499999998,-30.691747711296873,-7.239663539702712,short,40.0,25.0,6.077445066,0.19796238,2.968360425,8.32957334028,22,horizon_480_top_0.05_cost200
2026-03-27,INFY,5000,480,0.05,short,0.3201141536852293,0.17988584631477073,1104.0225,1103.3249999999998,90,62.77500000002328,82.61010115265,19.872405000000004,-39.70750615262672,-6.317806022977051,short,40.0,25.0,6.0989011425,0.198661275,2.9789774999999996,8.333561235149999,22,horizon_480_top_0.05_cost200
2026-03-30,HCLTECH,5000,480,0.05,short,0.3246559546835639,0.1753440453164361,1223.9650000000001,1223.1475,81,66.21749999999884,82.58672032917502,19.828233,-36.197453329176184,-6.679112556323988,short,40.0,25.0,6.085234653750001,0.1982161125,2.9722484250000005,8.331021137925,22,horizon_480_top_0.05_cost200
2026-03-24,TCS,5000,480,0.05,long,0.6748741456007389,0.17487414560073888,2176.1425,2175.25,45,-40.16249999999127,81.46236082847501,19.585282499999998,-141.21014332846627,-4.101293918022038,short,40.0,24.0,6.0114487387499995,0.19581266249999996,2.937792375,8.317307052225,22,horizon_480_top_0.05_cost200
2026-03-06,ICICIBANK,5000,480,0.05,long,0.6724972640212171,0.17249726402121712,1402.15,1401.1599999999999,71,-70.2900000000227,82.63168308406,19.91053,-172.8322130840827,-7.060585529367303,short,40.0,25.0,6.110374807,0.19903501,2.9865795000000004,8.33569376706,22,horizon_480_top_0.05_cost200
2026-03-06,INFY,5000,480,0.05,long,0.6689234034676268,0.1689234034676268,1102.245,1101.225,90,-91.80000000000291,82.5941313938,19.84041,-194.2345413938029,-9.253841024454472,short,40.0,25.0,6.088187609999999,0.19831229999999997,2.9760614999999997,8.3315699838,22,horizon_480_top_0.05_cost200
2026-03-16,INFY,10000,480,0.05,short,0.33216774308749797,0.16783225691250203,1102.8400000000001,1102.96,90,-10.80000000000291,82.60390593199999,19.85112,-113.2550259320029,1.0880998150220418,long,40.0,25.0,6.0946254,0.198522,2.9779920000000004,8.332766531999999,22,horizon_480_top_0.05_cost200
2026-03-30,INFY,20000,480,0.05,short,0.33904668322344145,0.16095331677655855,1107.645,1107.9675,90,-29.02499999999418,82.65046035575,19.937610000000003,-131.61307035574418,2.9115826821769693,long,40.0,25.0,6.1217373375,0.199405125,2.99151225,8.33780564325,22,horizon_480_top_0.05_cost200
2026-03-03,RELIANCE,20000,480,0.05,long,0.6579914572783899,0.15799145727838992,1291.7199999999998,1292.0124999999998,77,22.52249999999185,82.625699737915,19.892488,-79.99568773792315,2.2644226302915356,long,40.0,25.0,6.107685256749999,0.19894740249999995,2.9838731999999997,8.335193878664999,22,horizon_480_top_0.05_cost200
2026-03-13,HCLTECH,20000,480,0.05,long,0.6558547594338884,0.15585475943388838,1237.27,1238.7925,80,121.79999999998836,82.57901551,19.79632,19.424664489988352,12.305317351912166,long,40.0,25.0,6.0812095,0.19808499999999998,2.9694480000000003,8.330273009999999,22,horizon_480_top_0.05_cost200
2026-03-06,RELIANCE,5000,480,0.05,long,0.655423746635997,0.155423746635997,1297.0974999999999,1296.9625,77,-10.394999999989523,82.66786766871999,19.9753015,-113.03816916870952,-1.040785291774624,short,40.0,25.0,6.132098434,0.19974261999999998,2.996295225,8.33973138972,22,horizon_480_top_0.05_cost200
2026-03-30,HCLTECH,10000,480,0.05,short,0.3475253979166349,0.1524746020833651,1224.1375,1223.065,81,86.87249999999767,82.58679254391501,19.8310275,-15.54532004391734,-8.761270690588196,short,40.0,25.0,6.08545845675,0.19822340249999998,2.97204795,8.331062734664998,22,horizon_480_top_0.05_cost200
2026-03-27,HDFCBANK,5000,480,0.05,short,0.35125360102577324,0.14874639897422676,817.5699999999999,817.5138,122,6.856400000004214,82.65385775198159,19.948708,-95.74616575197737,-0.6874029135118683,short,40.0,25.0,6.124042864519999,0.19948022359999995,2.9921005079999996,8.338234155861599,22,horizon_480_top_0.05_cost200
2026-03-16,INFY,5000,480,0.05,short,0.35132377371207557,0.14867622628792443,1102.9975,1102.9524999999999,90,4.05000000000291,82.604390663,19.853955,-98.40834566299709,-0.40797916586458954,short,40.0,25.0,6.09503985,0.1985355,2.97797175,8.332843562999999,22,horizon_480_top_0.05_cost200
2026-03-16,INFY,20000,480,0.05,short,0.355377580346754,0.14462241965324601,1102.9675000000002,1103.02,90,-4.724999999991269,82.60469915825,19.853415000000002,-107.18311415824127,0.4759886397358191,long,40.0,25.0,6.0951434625,0.198538875,2.978154,8.332862820749998,22,horizon_480_top_0.05_cost200
