gate_id,passed,observed_value,required_value,severity
P474_PHASE473_PRECOMMIT_USED,True,1,1,hard
P474_LARGER_HORIZONS_USED,True,480;960;1800,480;960;1800,hard
P474_MATRIX_ROWS_PRESENT_ALL_HORIZONS,True,3,3,hard
P474_FULL_DEPTH_FEATURES_USED,True,10,>=10,hard
P474_FEWER_TRADE_SCENARIOS_USED,True,0.05;0.1;0.2,0.05;0.10;0.20,hard
P474_COST200_INCLUDED,True,2.0,2.0,hard
P474_FIXED_CAPITAL_USED,True,100000.0,100000.0,hard
P474_ALL_MODELS_HAVE_POSITIVE_AUC_LIFT,True,checked,all>0,hard
P474_POSITIVE_NET_SCENARIO_EXISTS,False,0,>0,hard
P474_ABOVE_12PCT_ANNUALIZED_SCENARIO_EXISTS,False,0,>0,hard
P474_BEST_TRADE_COUNT_GE_10,True,31,>=10,hard
P474_NO_PAPER_LIVE_OR_CLAIM,True,synthetic_replay_only;paper=0;live=0,no_paper_live,hard
