window_name,symbol,rows,window_seconds,event_rate_per_second,coverage_fraction,forward_fill_fraction,median_gap_ms,p95_gap_ms,dense_1s_ready,event_driven_1s_ready,readiness_status
open_0915_0920,HCLTECH,445,300.0,1.4833333333333334,0.7366666666666667,0.2633333333333333,500.0,1251.0,False,True,event_driven_1s_ready
open_0915_0920,LT,433,300.0,1.4433333333333334,0.7266666666666667,0.2733333333333333,500.0,1251.0,False,True,event_driven_1s_ready
open_0915_0920,ONGC,425,300.0,1.4166666666666667,0.74,0.26,500.0,1250.85,False,True,event_driven_1s_ready
open_0915_0920,MARUTI,420,300.0,1.4,0.74,0.26,501.0,1508.9999999999118,False,True,event_driven_1s_ready
open_0915_0920,INFY,416,300.0,1.3866666666666667,0.7433333333333333,0.2566666666666667,500.0,1550.6999999999546,False,True,event_driven_1s_ready
open_0915_0920,TCS,413,300.0,1.3766666666666667,0.7466666666666667,0.2533333333333333,500.0,1476.6499999999944,False,True,event_driven_1s_ready
open_0915_0920,HDFCBANK,413,300.0,1.3766666666666667,0.7433333333333333,0.2566666666666667,500.0,1251.45,False,True,event_driven_1s_ready
open_0915_0920,SBIN,352,300.0,1.1733333333333331,0.6266666666666667,0.3733333333333333,501.0,4044.5,False,True,event_driven_1s_ready
open_0915_0920,BHARTIARTL,350,300.0,1.1666666666666667,0.6266666666666667,0.3733333333333333,500.0,4175.799999999995,False,True,event_driven_1s_ready
open_0915_0920,WIPRO,349,300.0,1.163333333333333,0.6266666666666667,0.3733333333333333,500.0,4012.35,False,True,event_driven_1s_ready
open_0915_0920,M&M,347,300.0,1.1566666666666667,0.6233333333333333,0.3766666666666667,500.5,4085.5,False,True,event_driven_1s_ready
open_0915_0920,ICICIBANK,345,300.0,1.15,0.6233333333333333,0.3766666666666667,500.0,4122.95,False,True,event_driven_1s_ready
open_0915_0920,ITC,289,300.0,0.9633333333333334,0.5133333333333333,0.4866666666666667,500.0,4533.249999999994,False,False,not_1s_ready
open_0915_0920,DRREDDY,287,300.0,0.9566666666666668,0.5333333333333333,0.4666666666666667,501.0,4572.75,False,False,not_1s_ready
open_0915_0920,ADANIPORTS,211,300.0,0.7033333333333334,0.42,0.5800000000000001,636.5,6214.749999999985,False,False,not_1s_ready
open_0915_0920,GOLDBEES,205,300.0,0.6833333333333333,0.4033333333333333,0.5966666666666667,749.0,6414.0499999999965,False,False,not_1s_ready
open_0915_0920,AXISBANK,203,300.0,0.6766666666666666,0.4133333333333333,0.5866666666666667,749.0,7664.349999999997,False,False,not_1s_ready
open_0915_0920,SUNPHARMA,203,300.0,0.6766666666666666,0.4066666666666667,0.5933333333333333,749.0,7896.299999999998,False,False,not_1s_ready
open_0915_0920,BAJAJ-AUTO,191,300.0,0.6366666666666667,0.4066666666666667,0.5933333333333333,750.0,7588.399999999994,False,False,not_1s_ready
open_0915_0920,RELIANCE,186,300.0,0.62,0.4033333333333333,0.5966666666666667,997.0,6728.799999999985,False,False,not_1s_ready
open_0915_0920,BPCL,185,300.0,0.6166666666666667,0.39,0.61,751.0,7600.899999999998,False,False,not_1s_ready
open_0915_0920,KOTAKBANK,144,300.0,0.48,0.2966666666666667,0.7033333333333334,750.0,8224.100000000002,False,False,not_1s_ready
open_0915_0920,NIFTYBEES,127,300.0,0.4233333333333333,0.29,0.71,1000.0,7625.0,False,False,not_1s_ready
open_0915_0920,JUNIORBEES,117,300.0,0.39,0.29,0.71,1070.5,7202.0,False,False,not_1s_ready
open_0915_0920,CIPLA,62,300.0,0.2066666666666666,0.19,0.81,4973.0,8749.0,False,False,not_1s_ready
open_0915_0920,BRITANNIA,62,300.0,0.2066666666666666,0.1833333333333333,0.8166666666666667,4770.0,9001.0,False,False,not_1s_ready
open_0915_0920,TECHM,61,300.0,0.2033333333333333,0.1833333333333333,0.8166666666666667,4454.0,9091.1,False,False,not_1s_ready
open_0915_0920,HINDUNILVR,61,300.0,0.2033333333333333,0.1666666666666666,0.8333333333333334,4437.5,9602.65,False,False,not_1s_ready
open_0915_0920,ITBEES,60,300.0,0.2,0.1866666666666666,0.8133333333333334,5001.0,8985.8,False,False,not_1s_ready
open_0915_0920,NESTLEIND,60,300.0,0.2,0.18,0.8200000000000001,4915.0,9077.699999999992,False,False,not_1s_ready
open_0915_0920,ULTRACEMCO,58,300.0,0.1933333333333333,0.1733333333333333,0.8266666666666667,4999.0,10052.799999999996,False,False,not_1s_ready
open_0915_0920,BANKBEES,56,300.0,0.1866666666666666,0.1833333333333333,0.8166666666666667,5072.0,9931.4,False,False,not_1s_ready
