gate_id,passed,observed_value,required_value,severity
P329_PHASE328_COMPLETE,True,1,1,hard
P329_PHASE328_JOIN_BREADTH_OK,True,events=50;symbols=32;min_event_symbols=32;min_symbol_events=50,50_events_x_32_symbols,hard
P329_PHASE328_DEPTH_OK,True,141708530,all_joined_rows,hard
P329_PHASE328_BOOK_QUALITY_OK,True,crossed=0;bid_sort=0;ask_sort=0,0,hard
P329_FEATURE_CATALOG_NONEMPTY,True,23,>0,hard
P329_DEPTH_BEYOND_L1_FEATURES_PRESENT,True,14,>=9,hard
P329_TARGET_COLUMNS_SEPARATED,True,6,>=6,hard
P329_CONTRACT_ROWS_PRESENT,True,14,>=14,hard
P329_WORK_ORDER_ROWS_PRESENT,True,7,>=7,hard
P329_NO_STRATEGY_SEARCH_OPENED,True,strategy_search_allowed_now=0,0,hard
P329_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
