candidate_id,family_id,split,trade_month,trades,symbols,net_pnl_inr,gross_pnl_inr,cost_pnl_drag_inr,precision_cost_clear
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-07,4,1,-8876.02614754746,-8441.722888366687,434.3032591807718,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-08,7,1,-5481.529812298693,-4720.129315078515,761.4004972201797,0.42857142857142855
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-09,9,1,-12732.346166414114,-11753.506353403376,978.8398130107375,0.1111111111111111
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-11,10,1,2456.4640163005647,3543.9049250586163,1087.4409087580518,0.6
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-12,5,1,-21966.447050038525,-21423.70332546374,542.7437245747863,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-02,10,1,2456.4640163005647,3543.9049250586163,1087.4409087580518,0.6
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-03,5,1,-21966.447050038525,-21423.70332546374,542.7437245747863,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-04,14,1,7127.223790191079,8644.156265246871,1516.9324750557937,0.5
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-06,12,1,2484.796012402724,3786.8335610455442,1302.0375486428193,0.5833333333333334
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-08,7,1,-5481.529812298693,-4720.129315078515,761.4004972201797,0.42857142857142855
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-09,7,1,-8106.081251774071,-7344.274524261096,761.8067275129747,0.14285714285714285
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-11,4,1,4632.176405791023,5067.747845191894,435.5714394008715,1.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-12,3,1,-12262.570325111434,-11936.655804448128,325.9145206633072,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-02,4,1,4632.176405791023,5067.747845191894,435.5714394008715,1.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-03,3,1,-12262.570325111434,-11936.655804448128,325.9145206633072,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-04,9,1,5147.776064899821,6123.488063197602,975.7119982977821,0.4444444444444444
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-06,1,1,-1205.3966046997477,-1096.605744125334,108.79086057441353,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-07,1,1,-2241.703137050193,-2133.009624555615,108.69351249457806,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-08,7,1,-5481.529812298693,-4720.129315078515,761.4004972201797,0.42857142857142855
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-09,7,1,-8106.081251774071,-7344.274524261096,761.8067275129747,0.14285714285714285
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-11,6,1,8180.8484946279195,8834.18950372693,653.3410090990104,1.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,test,2026-12,3,1,-12262.570325111434,-11936.655804448128,325.9145206633072,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-02,6,1,8180.8484946279195,8834.18950372693,653.3410090990104,1.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-03,3,1,-12262.570325111434,-11936.655804448128,325.9145206633072,0.0
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-04,13,1,4587.453420949904,5996.326132432395,1408.8727114824924,0.46153846153846156
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,train,2026-06,10,1,90.83637850440664,1176.664069520106,1085.8276910156987,0.5
