candidate_id,family_id,direction_rule,requires_shock_bar,event_window_score_quantile,event_window_score_threshold,abs_bar_return_bps_quantile,abs_bar_return_bps_threshold,book_dislocation_score_quantile,book_dislocation_score_threshold,max_taker_round_trip_cost_floor_bps,train_months,test_months
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.95,72.36521885994138,0.95,166.60820764644035,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.95,72.36521885994138,0.975,215.81341333591465,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.975,89.97659767554299,0.95,166.60820764644035,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.975,89.97659767554299,0.975,215.81341333591465,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_CONTINUATION_E0_95_M0_95,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.95,72.36521885994138,0.95,166.60820764644035,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_CONTINUATION_E0_95_M0_975,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.95,72.36521885994138,0.975,215.81341333591465,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_CONTINUATION_E0_975_M0_95,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.975,89.97659767554299,0.95,166.60820764644035,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_SHOCK_CONTINUATION_E0_975_M0_975,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.975,89.97659767554299,0.975,215.81341333591465,0.0,0.0,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_BOOK_DISLOCATION_REVERSAL_E0_95_M0_95,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.95,72.36521885994138,0.95,166.60820764644035,0.95,2.63561274581108,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_BOOK_DISLOCATION_REVERSAL_E0_95_M0_975,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.95,72.36521885994138,0.975,215.81341333591465,0.95,2.63561274581108,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_BOOK_DISLOCATION_REVERSAL_E0_975_M0_95,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.975,89.97659767554299,0.95,166.60820764644035,0.95,2.63561274581108,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P92_BOOK_DISLOCATION_REVERSAL_E0_975_M0_975,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.975,89.97659767554299,0.975,215.81341333591465,0.95,2.63561274581108,10.905250801687464,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
