candidate_id,family_id,direction_rule,requires_shock_bar,event_window_score_quantile,event_window_score_threshold,abs_bar_return_bps_quantile,abs_bar_return_bps_threshold,book_dislocation_score_quantile,book_dislocation_score_threshold,max_taker_round_trip_cost_floor_bps,train_months,test_months,train_trades,train_symbols,train_days,train_net_pnl_inr,train_gross_pnl_inr,train_cost_pnl_drag_inr,train_precision_cost_clear,train_positive_months,train_max_day_trade_fraction,train_max_month_contribution_abs,train_max_symbol_contribution_abs,train_abs_gross_to_cost_drag_ratio,test_trades,test_symbols,test_days,test_net_pnl_inr,test_gross_pnl_inr,test_cost_pnl_drag_inr,test_precision_cost_clear,test_positive_months,test_max_day_trade_fraction,test_max_month_contribution_abs,test_max_symbol_contribution_abs,test_abs_gross_to_cost_drag_ratio,train_pass,test_pass,phase93_candidate_pass
P92_SHOCK_CONTINUATION_E0_95_M0_95,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.95,72.36521885994138,0.95,166.60820764644035,0.0,0.0,10.905250801687464,4,5,41,1,7,999.6539170812576,5448.8085741127115,4449.154657031451,0.4878048780487805,1,0.2926829268292683,20.888188646182865,1.0000000000000002,1.224684011714766,35,1,7,38990.42875450917,42795.156957253705,3804.728202744527,0.7142857142857143,4,0.22857142857142856,0.5355406510751465,1.0,11.247888068951566,False,False,False
P92_SHOCK_CONTINUATION_E0_95_M0_975,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.95,72.36521885994138,0.975,215.81341333591465,0.0,0.0,10.905250801687464,4,4,17,1,5,-3.963178752408112,1842.0256401839667,1845.9888189363744,0.5294117647058824,2,0.5294117647058824,2929.653696979952,1.0000000000000573,0.9978530862637125,21,1,6,16648.61861379851,18933.31179859584,2284.6931847973333,0.6190476190476191,3,0.3333333333333333,0.6973996794041365,1.0,8.28702598868887,False,False,False
P92_SHOCK_CONTINUATION_E0_975_M0_975,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.975,89.97659767554299,0.975,215.81341333591465,0.0,0.0,10.905250801687464,4,4,17,1,5,-3.963178752408112,1842.0256401839667,1845.9888189363744,0.5294117647058824,2,0.5294117647058824,2929.653696979952,1.0000000000000573,0.9978530862637125,21,1,6,16648.61861379851,18933.31179859584,2284.6931847973333,0.6190476190476191,3,0.3333333333333333,0.6973996794041365,1.0,8.28702598868887,False,False,False
P92_SHOCK_CONTINUATION_E0_975_M0_95,P92_SHOCK_CONTINUATION,side = sign(bar_return),True,0.975,89.97659767554299,0.95,166.60820764644035,0.0,0.0,10.905250801687464,4,5,32,1,7,-7544.479833491811,-4070.523901231303,3473.9559322605082,0.4375,1,0.34375,1.5389717435842123,0.9999999999999998,1.171725830898093,24,1,7,14688.723497626374,17299.879764616424,2611.15626699005,0.5833333333333334,4,0.2916666666666667,0.7904527092269835,0.9999999999999999,6.625371289845652,False,False,False
P92_BOOK_DISLOCATION_REVERSAL_E0_95_M0_95,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.95,72.36521885994138,0.95,166.60820764644035,0.95,2.63561274581108,10.905250801687464,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P92_BOOK_DISLOCATION_REVERSAL_E0_95_M0_975,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.95,72.36521885994138,0.975,215.81341333591465,0.95,2.63561274581108,10.905250801687464,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P92_BOOK_DISLOCATION_REVERSAL_E0_975_M0_95,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.975,89.97659767554299,0.95,166.60820764644035,0.95,2.63561274581108,10.905250801687464,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P92_BOOK_DISLOCATION_REVERSAL_E0_975_M0_975,P92_BOOK_DISLOCATION_REVERSAL,side = -sign(bar_return),False,0.975,89.97659767554299,0.975,215.81341333591465,0.95,2.63561274581108,10.905250801687464,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,0.0,0.0,0.0,0.0,0,,,,,False,False,False
P92_SHOCK_EXHAUSTION_REVERSAL_E0_975_M0_95,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.975,89.97659767554299,0.95,166.60820764644035,0.0,0.0,10.905250801687464,4,5,32,1,7,596.5679689707977,4070.523901231303,3473.9559322605082,0.53125,3,0.34375,20.55519398110979,0.9999999999999981,1.171725830898093,24,1,7,-19911.036031606473,-17299.879764616424,2611.15626699005,0.4166666666666667,1,0.2916666666666667,0.6158680194062237,1.0,6.625371289845652,False,False,False
P92_SHOCK_EXHAUSTION_REVERSAL_E0_95_M0_975,P92_SHOCK_EXHAUSTION_REVERSAL,side = -sign(bar_return),True,0.95,72.36521885994138,0.975,215.81341333591465,0.0,0.0,10.905250801687464,4,4,17,1,5,-3688.014459120338,-1842.0256401839667,1845.9888189363744,0.47058823529411764,2,0.5294117647058824,3.324978917798574,1.0,0.9978530862637125,21,1,6,-21218.004983393173,-18933.31179859584,2284.6931847973333,0.38095238095238093,1,0.3333333333333333,0.5779322954589301,1.0000000000000002,8.28702598868887,False,False,False
