metric,value,description
phase462_distributional_label_source_replacement_precommit_complete,1,Phase462 precommit completed
phase462_thesis_id,P462_DISTRIBUTIONAL_LABEL_SOURCE_REPLACEMENT_PRECOMMIT,Precommit thesis
phase462_selected_source_id,phase162_p159_distributional_full_year_l1_l5_replacement_for_flat_phase461_source,Selected replacement source
phase462_replacement_profile_id,P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE,Replacement profile
phase462_replacement_selected_files,21,Frozen selected files
phase462_replacement_files_present,21,Present files
phase462_execution_results_generated,0,Precommit only
phase462_strategy_pnl_generated,0,No strategy P&L
phase462_strategy_promotion_allowed,0,No promotion
phase462_paper_or_live_acceptance_allowed,0,No paper/live
phase462_deployable_profitability_claim_allowed,0,No deployable claim
phase462_phase463_allowed_next,1,Allows Phase463 label materialization only if all gates pass
phase462_hard_gate_pass_rows,12,Passed hard gates
phase462_hard_gate_rows,12,Hard gates
phase462_next_best_action,run_phase463_actual_move_label_materialization_on_phase162_distributional_l1_l5_no_pnl,Recommended next action
