gate_id,passed,observed_value,required_value,severity
P462_PHASE461_REPAIR_REQUESTED,True,pause_or_repair_synthetic_generator_non_flat_move_distribution_before_strategy_replay,repair_or_replace_after_flat_labels,hard
P462_PHASE461_ZERO_MOVE_CANDIDATES_CONFIRMED,True,0.0,0,hard
P462_PHASE162_DISTRIBUTIONAL_PROFILE_SELECTED,True,P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE,P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE,hard
P462_PHASE162_FULL_YEAR_SCOPE_COMPLETE,True,months=12;symbols=32,months>=12;symbols>=32,hard
P462_PHASE162_NO_MISSING_PARTITIONS,True,0,0,hard
P462_PHASE162_REALISM_AUDIT_PASSED,True,1,1,hard
P462_PHASE162_REPLAY_WAS_CLOSED,True,0,0,hard
P462_REPLACEMENT_PROFILE_ROOT_PRESENT,True,raw_synthetic_l2_phase162_distributional_full_year\profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE,exists,hard
P462_SELECTED_FILES_PRESENT,True,21,21,hard
P462_LABEL_ONLY_NEXT,True,run_phase463_actual_move_label_materialization_on_phase162_distributional_l1_l5_no_pnl,label_materialization_only,hard
P462_NO_STRATEGY_PNL,True,precommit_only,no_pnl,hard
P462_NO_PAPER_LIVE_OR_CLAIM,True,promotion=0;paper=0;claim=0,all_zero,hard
