gate_id,passed,observed_value,required_value,severity
P403_ATTACHMENT_PRESENT,True,1,1,hard
P403_ATTACHMENT_MATCHES_PASSIVE_CHARTER,True,passive=1;flatten=1,passive_aware_and_forced_flatten,hard
P403_PHASE300_EXECUTION_COMPLETE,True,1,1,hard
P403_PHASE300_NO_ACCEPTANCE_SURVIVOR,True,0,0,hard
P403_PHASE301_FALSIFIED,True,P301_PASSIVE_AWARE_EXECUTION_FALSIFIED,P301_PASSIVE_AWARE_EXECUTION_FALSIFIED,hard
P403_PHASE302_MATERIAL_NEW_REQUIRED,True,1,1,hard
P403_PHASE402_NOT_PROFITABLE_BY_USER_RULE,True,7.149347884879218,>12.0,hard
P403_PHASE402_SELECTED_FLOOR_NOT_MET,True,25,>=30,hard
P403_PHASE402_NO_ACCEPTANCE,True,0,0,hard
P403_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
