metric,value,description
phase403_passive_charter_current_state_addendum_complete,1,Phase403 addendum completed
phase403_selected_decision,P403_PASSIVE_AWARE_CHARTER_EXECUTED_AND_REMAINS_FALSIFIED,Current decision
phase403_attachment_performed_status,already_executed_phase300_phase301_phase302,Attached passive-aware charter route has already been performed and closed
phase403_phase300_cost200_acceptance_survivor_rows,0,Phase300 acceptance survivors
phase403_phase300_best_scheduled_event_rows,2,Phase300 best sparse events
phase403_phase402_primary_annualized_return_pct,7.149347884879218,Newest real-L2 retest annualized return
phase403_phase402_primary_capacity_selected_trades,25,Newest real-L2 selected trades
phase403_phase402_acceptance_candidate,0,Newest real-L2 acceptance
phase403_same_route_rescue_allowed,0,Do not rescue the passive-aware Phase300 stack
phase403_material_new_thesis_required,1,Required before next strategy search
phase403_strategy_replay_allowed,0,No replay opened by this addendum
phase403_strategy_promotion_allowed,0,No promotion
phase403_paper_or_live_acceptance_allowed,0,No paper/live
phase403_deployable_profitability_claim_allowed,0,No deployable claim
phase403_hard_gate_pass_rows,10,Passed hard gates
phase403_hard_gate_rows,10,Hard gates
phase403_next_best_action,precommit_material_new_full_depth_l2_thesis_or_stop_same_route_no_paper_live,Recommended next action
