metric,value,description
phase445_catalyst_continuation_interpretation_complete,1,Phase445 interpretation completed
phase445_selected_verdict,P445_CATALYST_CONTINUATION_POSITIVE_DIAGNOSTIC_NOT_ACCEPTED,Selected verdict
phase445_phase444_best_completed_round_trips,46,Phase444 best round trips
phase445_phase444_best_net_pnl_inr,1804.5673675401536,Phase444 best net P&L
phase445_phase444_best_annualized_return_pct,4.134099787455624,Phase444 best annualized return
phase445_phase444_acceptance_survivors,0,Phase444 survivors
phase445_strategy_promotion_allowed,0,No promotion
phase445_paper_or_live_acceptance_allowed,0,No paper/live
phase445_deployable_profitability_claim_allowed,0,No deployable claim
phase445_same_result_tuning_allowed,0,No same-result tuning
phase445_hard_gate_pass_rows,8,Passed hard gates
phase445_hard_gate_rows,8,Hard gates
phase445_next_best_action,precommit_catalyst_continuation_stability_repair_or_add_real_holdout,Recommended next action
