metric,value,description
phase296_full_year_sweep_complete,1,Phase296 full-year top-five-depth strategy family sweep completed
phase296_selected_route,P296_FULL_YEAR_TOP5_DEPTH_STRATEGY_FAMILY_SWEEP,Selected route
phase296_input_rows,3012294,Full-year event-state rows
phase296_input_trade_dates,252,Synthetic trading dates
phase296_input_symbols,32,Symbols
phase296_input_feed_profiles,5,Feed profiles
phase296_variant_rows,360,Profile-specific variants evaluated
phase296_scenario_rows,720,Cost200 fixed-capital scenarios evaluated
phase296_sparse_above12_scenario_rows,0,Above-12 sparse diagnostic rows
phase296_robust_portfolio_floor_scenario_rows,0,Robust floor rows
phase296_robust_portfolio_above12_scenario_rows,0,Robust above-12 rows
phase296_best_variant_id,P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,Best variant
phase296_best_strategy_family,P296_TOP5_PRESSURE_CONTINUATION,Best family
phase296_best_feed_profile,disconnect_scenario,Best feed profile
phase296_best_cost200_annualized_pct,2.906506686547222,Best fixed-capital annualized diagnostic
phase296_best_realized_net_pnl_inr,13263.820196544862,Best net P&L
phase296_best_scheduled_event_rows,6,Best scheduled events
phase296_best_observed_trade_dates,115,Best observed dates
phase296_best_initial_capital_inr,1000000.0,Fixed initial capital denominator
phase296_best_fixed_notional_inr,100000.0,Best fixed order notional
phase296_best_max_concurrent_positions,2,Best max concurrent positions
phase296_l1_only_variant_rows,0,L1-only variants
phase296_net_edge_live_mask_rows,0,Net edge live masks
phase296_annualized_denominator,fixed_initial_capital,Annualized denominator
phase296_strategy_replay_allowed,0,No replay
phase296_strategy_promotion_allowed,0,No promotion
phase296_paper_or_live_acceptance_allowed,0,No paper/live
phase296_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase296_hard_gate_pass_rows,11,Passed hard gates
phase296_hard_gate_rows,11,Hard gates
phase296_next_best_action,run_phase297_full_year_top5_depth_strategy_family_sweep_interpretation_no_paper_live,Recommended next milestone
