metric,value,description
phase450_depth_curvature_interpretation_complete,1,Phase450 interpretation completed
phase450_thesis_id,P450_DEPTH_CURVATURE_BREAK_REPAIR_INTERPRETATION,Interpretation thesis
phase450_selected_verdict,P450_DEPTH_CURVATURE_DYNAMIC_ROUTE_REJECTED_COST_AND_CONTROLS,Selected verdict
phase450_phase449_acceptance_survivor,0,Phase449 survivor status
phase450_same_source_rescue_allowed,0,No same-source rescue
phase450_strategy_promotion_allowed,0,No promotion
phase450_paper_or_live_acceptance_allowed,0,No paper/live
phase450_deployable_profitability_claim_allowed,0,No deployable claim
phase450_hard_gate_pass_rows,7,Passed hard gates
phase450_hard_gate_rows,7,Hard gates
phase450_next_best_action,precommit_new_low_turnover_external_or_cross_asset_source_edge,Recommended next action
