metric,value,description
phase419_pair_spread_convergence_interpretation_complete,1,Phase419 interpretation completed
phase419_selected_verdict,P419_PAIR_SPREAD_CONVERGENCE_POSITIVE_SYNTHETIC_LEAD_NOT_ACCEPTED,Selected verdict
phase419_phase418_primary_completed_round_trips,189,Primary pair round trips
phase419_phase418_primary_positive_date_fraction,0.8,Positive date fraction
phase419_phase418_primary_net_pnl_inr,15352.134856071578,Primary net P&L
phase419_phase418_primary_annualized_return_pct,77.37475967460075,Primary annualized return
phase419_positive_synthetic_lead_preserved,1,Keep as lead
phase419_strategy_acceptance_allowed,0,Blocked by L2-L5 removed control and real-anchor gap
phase419_paper_or_live_acceptance_allowed,0,No paper/live
phase419_deployable_profitability_claim_allowed,0,No deployable claim
phase419_hard_gate_pass_rows,8,Passed hard gates
phase419_hard_gate_rows,8,Hard gates
phase419_next_best_action,repair_full_depth_contribution_and_real_anchor_pair_evidence_before_any_promotion,Recommended next action
