event_id,event_time_ist,event_epoch_seconds,event_date_ist,event_type,symbol_scope,index_scope,source_url_or_file,confidence,embargo_safe_flag,event_title,expected_impact_side,source_provider,source_published_time_ist,notes,covered_symbols,pre_event_seconds,post_event_seconds,reference_symbol,reference_trade_month_partition,reference_row_group
P315_SYNTH_EVENT_001_20260714,2026-07-14T17:52:29+05:30,1784031749,2026-07-14,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 001,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-07-14T17:52:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_002_20260716,2026-07-16T17:07:29+05:30,1784201849,2026-07-16,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 002,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-07-16T17:07:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_003_20260727,2026-07-27T20:07:29+05:30,1785163049,2026-07-27,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 003,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-07-27T20:07:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_004_20260729,2026-07-29T18:37:29+05:30,1785330449,2026-07-29,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 004,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-07-29T18:37:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_005_20260730,2026-07-30T20:07:29+05:30,1785422249,2026-07-30,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 005,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-07-30T20:07:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_006_20260804,2026-08-04T17:52:29+05:30,1785846149,2026-08-04,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 006,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-08-04T17:52:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_007_20260806,2026-08-06T17:52:29+05:30,1786018949,2026-08-06,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 007,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-08-06T17:52:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_008_20260812,2026-08-12T17:07:29+05:30,1786534649,2026-08-12,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 008,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-08-12T17:07:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_009_20260817,2026-08-17T18:37:29+05:30,1786972049,2026-08-17,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 009,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-08-17T18:37:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
P315_SYNTH_EVENT_010_20260818,2026-08-18T20:07:29+05:30,1787063849,2026-08-18,synthetic_calendar_rbi_policy_like,ALL_32_SYNTHETIC_UNIVERSE,NSE_SYNTHETIC_BREADTH,outputs/phase314/phase314_generation_work_order.csv,1.0,1,Phase315 synthetic catalyst breadth timestamp 010,timing_only_no_directional_label,SyntheticL2 Phase315 dense-coverage timestamp generator,2026-08-18T20:07:29+05:30,Synthetic-calendar catalyst timestamp generated from dense parquet timestamp coverage; not a real-world RBI/news event.,32,900,1800,HDFCBANK,duckdb_row_level_date_profile,-1
