trade_date,exchange,symbol,relative_file,share,file_path_redacted
2026-07-23,NSE,ADANIPORTS,part-034500_551165-000001.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034515_250366-000033.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034529_501165-000065.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034543_499130-000097.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034557_501004-000129.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034611_504221-000161.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034626_010650-000193.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034640_252243-000225.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034654_250638-000257.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034707_999774-000289.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034721_750439-000321.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034735_751097-000353.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034749_497811-000385.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034803_499764-000417.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034817_498224-000449.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034831_499568-000481.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034845_499921-000513.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034859_247815-000545.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034913_250650-000577.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034927_246934-000609.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034941_249467-000641.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-034955_248857-000673.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035009_245979-000705.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035022_998575-000737.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035036_747345-000769.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035050_500780-000801.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035104_497484-000833.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035118_495894-000865.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035132_750324-000897.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035146_744916-000929.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035200_997776-000961.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035214_995052-000993.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035228_996481-001025.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035242_996865-001057.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035257_244216-001089.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035310_996287-001121.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035324_995253-001153.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035338_996205-001185.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035352_995484-001217.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035406_994277-001249.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035420_996646-001281.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035434_992555-001313.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035448_747980-001345.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035502_745482-001377.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-23,NSE,ADANIPORTS,part-035516_745906-001409.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-23/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
