source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,diagnostic_real_l2_available,description,text,attachment_url,seq_id,no_lookahead_rule_applied
NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,22-Jul-2026 20:31:27,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Shareholders meeting,"Bajaj Auto Limited has submitted the Exchange a copy Srutinizers report of  19th Annual General Meeting held on July 21, 2026. Further, the company has informed the Exchange regarding voting results.",https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_22072026203113_SE_Intimation_AGM_VR_Signed.pdf,106707142,1
NSE_CORPORATE_ANNOUNCEMENTS,BHARTIARTL,22-Jul-2026 16:13:11,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Action(s) taken or orders passed,Bharti Airtel Limited has informed the Exchange about Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/BHARTIARTL_22072026160914_BhartiAirtelReg30disclosure.pdf,106706585,1
NSE_CORPORATE_ANNOUNCEMENTS,BPCL,22-Jul-2026 20:46:39,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Investor Presentation,Bharat Petroleum Corporation Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/BPCL22_22072026204629_stexinvestorhandouts22726s.pdf,106707155,1
NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,22-Jul-2026 16:18:02,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Outcome of Board Meeting,"Dr. Reddy's Laboratories Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",https://nsearchives.nseindia.com/corporate/DRREDDY_22072026161515_SE_Intimation_Outcome_results_22072026_1.pdf,106706597,1
NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,22-Jul-2026 16:21:28,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Change in Management,Dr. Reddy's Laboratories Limited has informed the Exchange about change in Management,https://nsearchives.nseindia.com/corporate/DRREDDY_22072026162110_SE_intimation_Reg30_change_in_mgt_auditor_22072026_1.pdf,106706606,1
NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,22-Jul-2026 16:44:07,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,General Updates,Dr. Reddy's Laboratories Limited has informed the Exchange about allotment of Employee Stock Options,https://nsearchives.nseindia.com/corporate/DRREDDY_22072026164348_SE_intimation_ESOP_grants_final_with_annexure.pdf,106706646,1
NSE_CORPORATE_ANNOUNCEMENTS,DRREDDY,22-Jul-2026 16:48:23,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Investor Presentation,Dr. Reddy's Laboratories Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/DRREDDY_22072026164806_SEintimation_Investor_presentation_22072026.pdf,106706656,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,22-Jul-2026 18:57:42,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,HCL Technologies Limited has informed the Exchange regarding 'Release:  TIM Brasil partners with HCLTech to transform customer experience with South America s first cross-platform eSIM transfer capability '.,https://nsearchives.nseindia.com/corporate/HCLTECH_22072026185707_Release22July2026.pdf,106706995,1
NSE_CORPORATE_ANNOUNCEMENTS,HINDUNILVR,22-Jul-2026 20:03:51,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,"Intimation of Earnings Conference Call for the quarter ended 30th June, 2026",https://nsearchives.nseindia.com/corporate/HINDUNILVR_22072026200316_28072026EarningConferenceCallIntimationsigned.pdf,106707122,1
NSE_CORPORATE_ANNOUNCEMENTS,M&M,22-Jul-2026 17:48:35,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,Mahindra & Mahindra Limited has informed the Exchange regarding ''Transfer of Equity Shares by Mahindra & Mahindra Employees Stock Option Trust to the Stock Option Grantees'.'.,https://nsearchives.nseindia.com/corporate/Deepak_22072026174658_Employeeslist22072026.pdf,106706794,1
NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,22-Jul-2026 16:09:43,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Copy of Newspaper Publication,"Newspaper clippings - Postal Ballot Notice and other related informationThe newspaper clippings of the advertisement on the captioned subject published today i.e., July 22, 2026 in the newspapers viz. The Times of India (English) and Maharashtra Times (Marathi) are enclosed for information and records.",https://nsearchives.nseindia.com/corporate/PVIVINMA_22072026160927_SENPClipping.pdf,106706565,1
NSE_CORPORATE_ANNOUNCEMENTS,TCS,22-Jul-2026 16:33:09,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS study reveals Physical AI is now mainstream as manufacturers scale AI implementation'.,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_22072026163254_PR_22July26_signed.pdf,106706625,1
NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,22-Jul-2026 19:07:08,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,Copy of Newspaper Publication,UltraTech Cement Limited has informed the Exchange about Copy of Newspaper Publication regarding the 26th Annual General Meeting of the Company,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_22072026190702_SE_Intimation22072026.pdf,106707026,1
NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,22-Jul-2026 19:11:57,2026-07-22,post_close,,market_open_next_available_unseen_real_l2_day,0,General Updates,"Wipro Limited has informed the Exchange about Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_22072026191054_Reg30SEIntimation22072026.pdf,106707035,1
