event_id,symbol,dense_file_path,window_start_epoch,window_end_epoch,actual_dense_file_path,file_exists,file_min_epoch,file_max_epoch,timestamp_overlap,fallback_paths_checked,fallback_used,row_groups_read,materialized_rows,source_rows,row_groups
P315_SYNTH_EVENT_001_20260714,ADANIPORTS,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,1,1784020475,1786553457,1,0,0,2,89200,16305649,33
P315_SYNTH_EVENT_001_20260714,AXISBANK,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet,1,1784020475,1791489457,1,0,0,2,88385,16315566,33
P315_SYNTH_EVENT_001_20260714,BAJAJ-AUTO,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,1,1784020475,1786558457,1,0,0,2,91477,16305649,33
P315_SYNTH_EVENT_001_20260714,BANKBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=BANKBEES\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=BANKBEES\part-00000.parquet,1,1784020475,1791487957,1,0,0,2,89941,16313583,33
P315_SYNTH_EVENT_001_20260714,BHARTIARTL,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,1,1784020475,1786571957,1,0,0,2,90809,16321516,33
P315_SYNTH_EVENT_001_20260714,BPCL,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet,1,1784020475,1791493457,1,0,0,2,82486,16335400,33
P315_SYNTH_EVENT_001_20260714,BRITANNIA,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet,1,1784020475,1791484457,1,0,0,2,86702,16329450,33
P315_SYNTH_EVENT_001_20260714,CIPLA,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=CIPLA\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-03\symbol=CIPLA\part-00000.parquet,1,1784020264,1791506457,1,0,0,3,90296,16327466,33
P315_SYNTH_EVENT_001_20260714,DRREDDY,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,1,1784020475,1786551457,1,0,0,2,83766,16299699,33
P315_SYNTH_EVENT_001_20260714,GOLDBEES,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,1784030849,1784033549,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,1,1784020475,1786568707,1,0,0,2,90748,16307632,33
