metric,value,description
phase352_full_depth_selective_interpretation_complete,1,Phase352 interpretation completed
phase352_phase351_complete,1,Phase351 evidence present
phase352_phase351_scenario_rows,9,Phase351 scenario rows interpreted
phase352_phase351_event_rows,162,Phase351 event rows interpreted
phase352_phase351_positive_event_rows,0,Positive daily/symbol event rows
phase352_phase351_above12_rows,0,Above-12 fixed-capital annualized rows
phase352_phase351_acceptance_candidate_rows,0,Acceptance candidate rows
phase352_best_strategy_id,P351_FULL_DEPTH_SHOCK_REVERSAL,Best Phase351 strategy
phase352_best_execution_profile,passive_pessimistic_back_of_queue_cost200,Best Phase351 execution profile
phase352_best_annualized_pct,-4.1721579450629775,Best fixed-capital annualized return
phase352_best_expected_net_pnl_inr,-41721.57945062977,Best expected net PnL
phase352_worst_annualized_pct,-289.15327222623205,Worst fixed-capital annualized return
phase352_close_phase351_for_acceptance,1,Close Phase351 branch for acceptance
phase352_expand_same_branch_allowed,0,No same-branch expansion without material new thesis
phase352_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned cost model
phase352_strategy_promotion_allowed,0,No promotion
phase352_paper_or_live_acceptance_allowed,0,No paper/live
phase352_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase352_next_best_action,restore_phase350_real_date_expansion_or_precommit_material_new_thesis_no_paper_live,Recommended next milestone
