metric,value,description
phase368_current_branch_terminal_report_complete,1,Phase368 complete if all hard gates pass
phase368_selected_verdict,P368_CURRENT_PASSIVE_AWARE_AND_CATALYST_REVERSAL_BRANCH_CLOSED_FOR_ACCEPTANCE,Current branch verdict
phase368_phase359_no_lookahead_events,25,Phase359 eligible catalyst events
phase368_phase360_primary_annualized_return_pct,-47.35263653783534,Phase360 real holdout annualized
phase368_phase360_acceptance_candidate_rows,0,Phase360 acceptance candidates
phase368_phase363_best_scenario_id,P362_D120_I2p5_D0p25_R0p0_REVERSAL_CONTROL,Phase363 best clue
phase368_phase363_best_annualized_return_pct,39.144819884564285,Phase363 best annualized
phase368_phase366_primary_trade_rows,12,Phase366 selected trades
phase368_phase366_event_floor_met,0,Phase366 event floor
phase368_phase367_passive_acceptance_reopened,0,Phase367 passive acceptance reopened
phase368_strategy_promotion_allowed,0,No promotion
phase368_paper_or_live_acceptance_allowed,0,No paper/live
phase368_deployable_profitability_claim_allowed,0,No deployable claim
phase368_hard_gate_pass_rows,7,Passed hard gates
phase368_hard_gate_rows,7,Hard gates
phase368_next_best_action,add_or_verify_more_official_catalyst_real_l2_events_before_any_retest_no_paper_live,Recommended next action
