gate_id,passed,observed_value,required_value,severity
P465_PHASE464_PRECOMMIT_USED,True,1,1,hard
P465_TRAIN_ROWS_PRESENT,True,626,>0,hard
P465_HOLDOUT_ROWS_PRESENT,True,309,>0,hard
P465_BOTH_CLASSES_TRAIN,True,2,2,hard
P465_BOTH_CLASSES_HOLDOUT,True,2,2,hard
P465_FULL_DEPTH_FEATURE_USED,True,l25_imbalance,l25_imbalance,hard
P465_FORBIDDEN_FEATURES_EXCLUDED,True,,empty,hard
P465_HOLDOUT_AUC_GE_053,True,0.55775759633339,>=0.53,hard
P465_AUC_LIFT_VS_SHUFFLED_GE_002,False,0.014640977762688911,>=0.02,hard
P465_BALANCED_ACCURACY_GE_052,True,0.5555720590731624,>=0.52,hard
P465_PRIMARY_NOT_WORSE_THAN_L25_THRESHOLD,True,primary=0.55775759633339;threshold=0.4789933797317943,primary>=threshold,hard
P465_NO_STRATEGY_PNL,True,model_fit_only,no_pnl,hard
P465_NO_PAPER_LIVE_OR_CLAIM,True,promotion=0;paper=0;claim=0,all_zero,hard
