trade_month,symbols_in_corr,bar_rows,corr_pair_count,mean_pair_corr,median_pair_corr,std_pair_corr,min_pair_corr,max_pair_corr,negative_corr_fraction
2026-01,32,10,1024,0.8236061622831776,0.9106833230301115,0.20874472201403665,0.08043013149973348,0.9933185914728715,0.0
2026-02,32,10,1024,0.7916793238636746,0.8458266271348329,0.16306642316406048,-0.04773882780584793,0.9842756367616219,0.001953125
2026-03,32,10,1024,0.7037433446977555,0.7367144953653983,0.18253534604642718,0.07671142208437758,0.9762320686981878,0.0
2026-04,32,10,1024,0.6927081516233666,0.8064576906991384,0.3100233724705371,-0.36086874383342016,0.9893730223470562,0.05859375
2026-05,32,10,1024,0.8496524036257602,0.8767625776205323,0.10305713440020618,0.3434822060769971,0.9961365724528489,0.0
2026-06,32,10,1024,0.5591582749625581,0.6065889259549344,0.28079624371644096,-0.28780576728377183,0.9900569846828509,0.025390625
2026-07,32,10,1024,0.8228092881016733,0.8444403700565857,0.1125012507464156,0.40955757757567807,0.9921669181117303,0.0
2026-08,32,10,1024,0.8217697788382358,0.8669870908788669,0.15992772509248782,0.0240917832686175,0.9879350217333566,0.0
2026-09,32,10,1024,0.8003739969037776,0.9103595911199909,0.23313130058733536,0.09425058455276171,0.9969139431670253,0.0
2026-10,32,10,1024,0.7221711663176543,0.8427934288943464,0.2819718490263201,-0.40375938076176376,0.9907645279834079,0.021484375
2026-11,32,10,1024,0.5706883266854714,0.6379786445068596,0.2867576545081702,-0.27832682710967244,0.9813336724715032,0.048828125
2026-12,32,10,1024,0.5012089130485828,0.5873767128994785,0.3657777279323935,-0.7471519167184287,0.991374030097734,0.1015625
