metric,value,description
phase427_broader_full_depth_feature_family_precommit_complete,1,Phase427 precommit completed
phase427_thesis_id,P427_BROADER_FULL_DEPTH_FEATURE_FAMILY_SWEEP,Frozen thesis
phase427_family_rows,6,Frozen family rows
phase427_scenario_grid_rows,1458,Frozen scenario rows
phase427_parameter_grid_hash,15b6b16d70fd944b4a1dbac15df59f2021ab587f078b4bac555539e5f1a1d36b,Hash of frozen grid
phase427_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned Zerodha cost model
phase427_cost_multiplier,2.0,Cost200
phase427_initial_capital_inr,1000000.0,Fixed capital
phase427_order_notional_inr,100000.0,Order notional
phase427_execution_results_generated,0,Precommit only
phase427_strategy_promotion_allowed,0,No promotion
phase427_paper_or_live_acceptance_allowed,0,No paper/live
phase427_deployable_profitability_claim_allowed,0,No deployable claim
phase427_execution_allowed_next,1,Whether Phase428 may run
phase427_hard_gate_pass_rows,13,Passed hard gates
phase427_hard_gate_rows,13,Hard gates
phase427_next_best_action,run_phase428_broader_full_depth_feature_family_sweep_no_paper_live,Recommended next action
