gate_id,passed,observed_value,required_value,severity
P335_PHASE334_COMPLETE,True,1,1,hard
P335_PHASE334_EXECUTION_ALLOWED,True,1,1,hard
P335_SCENARIOS_PRODUCED,True,6720,>0,hard
P335_DESIGN_LANES_COVERED,True,4,>=4,hard
P335_COST200_SCENARIOS_PRESENT,True,3360,>0,hard
P335_PASSIVE_DIAGNOSTICS_PRESENT,True,3360,>0,hard
P335_FIXED_CAPITAL_DENOMINATOR,True,all_positive,all_positive,hard
P335_CONTROL_COLUMNS_PRESENT,True,present,present,hard
P335_NO_PROFITABILITY_CLAIM,True,profitability_claim_allowed=0,0,hard
P335_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
