metric,value,description
phase335_cost_stress_margin_redesign_training_complete,1,Phase335 training-only redesign search completed
phase335_scenario_rows,6720,Scenario rows evaluated
phase335_design_lane_rows,4,Design lanes evaluated
phase335_cost200_scenario_rows,3360,2x cost-stress scenarios
phase335_passive_aware_scenario_rows,3360,Passive-aware diagnostic scenarios
phase335_above12_annualized_scenario_rows,816,Scenarios above 12%
phase335_cost200_above12_scenario_rows,138,2x-cost scenarios above 12%
phase335_cost200_acceptance_grade_candidate_rows,32,2x-cost acceptance-grade candidates
phase335_best_scenario_id,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base,Best scenario id
phase335_best_lane_id,P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,Best lane
phase335_best_annualized_return_pct,50.05383188927679,Best annualized return
phase335_best_cost_profile,zerodha_base,Best cost profile
phase335_best_cost200_scenario_id,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_2x_all_in_cost_proxy,Best 2x-cost scenario id
phase335_best_cost200_lane_id,P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,Best 2x-cost lane
phase335_best_cost200_annualized_return_pct,29.193422416856485,Best 2x-cost annualized return
phase335_best_cost200_scheduled_event_rows,14,Best 2x-cost scheduled events
phase335_best_cost200_control_pass,1,Best 2x-cost control pass
phase335_best_acceptance_grade_cost200_scenario_id,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,Best acceptance-grade 2x-cost scenario id
phase335_best_acceptance_grade_cost200_lane_id,P334_LANE_D_HORIZON_AND_EXIT_MARGIN,Best acceptance-grade lane
phase335_best_acceptance_grade_cost200_annualized_return_pct,19.32314001122077,Best acceptance-grade annualized return
phase335_best_acceptance_grade_cost200_scheduled_event_rows,47,Best acceptance-grade scheduled events
phase335_scenario_parquet_written,1,Scenario parquet written
phase335_scenario_parquet_bytes,255201,Scenario parquet bytes
phase335_annualized_denominator,fixed_initial_capital,No unlimited capital denominator
phase335_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Zerodha cost model version
phase335_strategy_replay_allowed,0,No replay
phase335_strategy_promotion_allowed,0,No promotion
phase335_paper_or_live_acceptance_allowed,0,No paper/live
phase335_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase335_hard_gate_pass_rows,10,Passed hard gates
phase335_hard_gate_rows,10,Hard gates
phase335_next_best_action,run_phase336_cost_stress_margin_redesign_interpretation_no_replay,Recommended next action
