lane_id,family_id,signal_quantile,spread_max_quantile,depth_share_min_quantile,top_n_per_event,horizon_seconds,side_policy,execution_policy,cost_profile,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,scheduled_event_rows,symbol_rows,observed_trade_dates,trade_rows,avg_fill_probability,gross_pnl_inr,cost_inr,passive_penalty_inr,net_pnl_inr,portfolio_return_pct,annualized_return_pct,side_flip_annualized_return_pct,side_flip_net_pnl_inr,random_side_annualized_return_pct,random_side_net_pnl_inr,control_pass,above12_annualized,robust_event_floor_met,acceptance_grade_candidate,profitability_claim_allowed,scenario_id
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,1,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,2,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC2_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,4,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC4_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,4,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,1,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP4_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,4,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,2,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP4_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC2_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.5,4,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,4,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p500_TOP4_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC4_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.75,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,1,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p750_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.75,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,2,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p750_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC2_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.75,2,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,4,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p750_TOP2_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC4_zerodha_base
P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE,P331_DEPTH_ACCEL_REVERSAL,0.975,1.0,0.75,4,300,long_only,taker_entry_taker_exit,zerodha_base,100000.0,100000.0,1,14,5,14,14,1.0,3939.680075649839,1158.911637356684,0.0,2780.768438293155,2.7807684382931552,50.05383188927679,-91.77465083411742,-5098.591713006523,-175.32626989435906,-9740.348327464391,1,1,0,0,0,P335_P334_LANE_A_STRICTER_DEPTH_ACCEL_EDGE_SQ0p975_SPQ1p000_DSQ0p750_TOP4_H300_long_only_taker_entry_taker_exit_CAP100000_NOT100000_CONC1_zerodha_base
