shard_index,trade_date,trade_month,symbol,bar_events,bar_id,rows_in_bar,open_mid_price,close_mid_price,avg_spread,avg_tick_size_proxy,avg_l1_imbalance,market_shock_fraction,symbol_shock_fraction,dominant_regime_code,dominant_feed_profile,bar_return,prev_bar_return,next_bar_return,shock_bucket
1,2026-01-01,2026-01,ADANIPORTS,5000,1,5000,1828.2,1824.6,0.3999999999999971,0.3999999999999971,0.2194240913083988,0.0,0.0,D04,disconnect_scenario,-0.0019691499835905457,0.005223511299279782,0.006576783952647158,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,2,5000,1824.6,1836.6,0.3999999999998636,0.3999999999998636,0.22008469378142104,0.0,0.0,D04,disconnect_scenario,0.006576783952647158,-0.0019691499835905457,-0.0013067624959163249,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,3,5000,1836.6,1834.2,0.39999999999996105,0.39999999999996105,0.21664843679169116,0.0,0.0,D04,disconnect_scenario,-0.0013067624959163249,0.006576783952647158,-0.00032711808963048483,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,4,5000,1834.2,1833.6,0.40000000000003677,0.40000000000003677,0.21233345646616086,0.0,0.0,D04,disconnect_scenario,-0.00032711808963048483,-0.0013067624959163249,0.008998691099476375,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,5,5000,1833.6,1850.1,0.3999999999999538,0.3999999999999538,0.22627667555476597,0.0,0.0,D04,disconnect_scenario,0.008998691099476375,-0.00032711808963048483,0.0001621533971136735,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,6,5000,1850.1,1850.4,0.3999999999999538,0.3999999999999538,0.22689972925067445,0.0,0.0,D04,disconnect_scenario,0.0001621533971136735,0.008998691099476375,-0.0007565931690445282,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,7,5000,1850.4,1849.0,0.4000000000000586,0.4000000000000586,0.20652159464863093,0.0,0.0,D04,disconnect_scenario,-0.0007565931690445282,0.0001621533971136735,0.0030286641427799132,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,8,5000,1849.0,1854.6,0.40000000000002944,0.40000000000002944,0.21397988359898967,0.0,0.0,D04,disconnect_scenario,0.0030286641427799132,-0.0007565931690445282,0.003450878895718823,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,9,5000,1854.6,1861.0,0.399999999999972,0.399999999999972,0.2142027853927765,0.0,0.0,D04,disconnect_scenario,0.003450878895718823,0.0030286641427799132,-0.0006985491671144262,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,10,5000,1861.0,1859.7,0.40000000000000074,0.40000000000000074,0.2148016843971575,0.0,0.0,D04,disconnect_scenario,-0.0006985491671144262,0.003450878895718823,-0.00010754422756364956,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,11,5000,1859.7,1859.5,0.40000000000009095,0.40000000000009095,0.20848983684589353,0.0,0.0,D04,disconnect_scenario,-0.00010754422756364956,-0.0006985491671144262,0.000645334767410688,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,12,5000,1859.5,1860.7,0.40000000000009095,0.40000000000009095,0.2119127490216606,0.0,0.0,D04,disconnect_scenario,0.000645334767410688,-0.00010754422756364956,-0.0031171064653087166,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,13,5000,1860.7,1854.9,0.39999999999988506,0.39999999999988506,0.20174405892424416,0.0,0.0,D04,disconnect_scenario,-0.0031171064653087166,0.000645334767410688,0.003342498247883796,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,14,5000,1854.9,1861.1,0.3999999999999538,0.3999999999999538,0.21704277366397978,0.0,0.0,D04,disconnect_scenario,0.003342498247883796,-0.0031171064653087166,0.001343291601740848,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,15,4360,1861.1,1863.6,0.39999999999996705,0.39999999999996705,0.2141375827703834,0.0,0.0,D04,disconnect_scenario,0.001343291601740848,0.003342498247883796,0.001502468340845775,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,16,3656,1866.5,1866.4,0.399999999999987,0.399999999999987,0.21911388901821482,0.0,0.0,D04,disconnect_scenario,-5.357621216173225e-05,0.001343291601740848,-0.002625375053579182,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,17,5000,1866.4,1861.5,0.40000000000007674,0.40000000000007674,0.20921904205796774,0.0,0.0,D04,disconnect_scenario,-0.002625375053579182,-5.357621216173225e-05,-0.0006983615363953533,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,18,5000,1861.5,1860.2,0.40000000000009095,0.40000000000009095,0.20961358607185918,0.0,0.0,D04,disconnect_scenario,-0.0006983615363953533,-0.002625375053579182,-0.009192559939791511,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,19,5000,1860.2,1843.1,0.4000000000000546,0.4000000000000546,0.20704466684506648,0.0,0.0,D04,disconnect_scenario,-0.009192559939791511,-0.0006983615363953533,0.004557538928978477,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,20,5000,1843.1,1851.5,0.3999999999999469,0.3999999999999469,0.2141358522124587,0.0,0.0,D04,disconnect_scenario,0.004557538928978477,-0.009192559939791511,0.0013502565487442109,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,21,5000,1851.5,1854.0,0.40000000000009095,0.40000000000009095,0.21465884286718884,0.0,0.0,D04,disconnect_scenario,0.0013502565487442109,0.004557538928978477,0.002103559870550109,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,22,5000,1854.0,1857.9,0.400000000000004,0.400000000000004,0.21237716480985408,0.0,0.0,D04,disconnect_scenario,0.002103559870550109,0.0013502565487442109,-0.005274772592712251,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,23,5000,1857.9,1848.1,0.3999999999999538,0.3999999999999538,0.214886031883852,0.0,0.0,D04,disconnect_scenario,-0.005274772592712251,0.002103559870550109,0.0002705481305125268,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,24,5000,1848.1,1848.6,0.3999999999999538,0.3999999999999538,0.21230925164097447,0.0,0.0,D04,disconnect_scenario,0.0002705481305125268,-0.005274772592712251,0.0003245699448231054,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,25,5000,1848.6,1849.2,0.4000000000000011,0.4000000000000011,0.20536809056258618,0.0,0.0,D04,disconnect_scenario,0.0003245699448231054,0.0002705481305125268,-0.0001081548777850383,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,26,5000,1849.2,1849.0,0.40000000000000074,0.40000000000000074,0.2119583545121415,0.0,0.0,D04,disconnect_scenario,-0.0001081548777850383,0.0003245699448231054,-0.003893996755002682,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,27,5000,1849.0,1841.8,0.40000000000000074,0.40000000000000074,0.21295304329414183,0.0,0.0,D04,disconnect_scenario,-0.003893996755002682,-0.0001081548777850383,0.0020089043327180534,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,28,5000,1841.8,1845.5,0.3999999999999105,0.3999999999999105,0.21451526655505335,0.0,0.0,D04,disconnect_scenario,0.0020089043327180534,-0.003893996755002682,-0.018423191547006224,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,29,5000,1845.5,1811.5,0.40000000000000074,0.40000000000000074,0.21503539865573712,0.0,0.0,D04,disconnect_scenario,-0.018423191547006224,0.0020089043327180534,0.008225227711841088,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,30,5000,1811.5,1826.4,0.3999999999999895,0.3999999999999895,0.22430999597208584,0.0,0.0,D04,good_retail,0.008225227711841088,-0.018423191547006224,-0.00021901007446345488,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,31,5000,1826.4,1826.0,0.400000000000012,0.400000000000012,0.22231996290504344,0.0,0.0,D04,good_retail,-0.00021901007446345488,0.008225227711841088,0.0010405257393208966,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,32,5000,1826.0,1827.9,0.3999999999998956,0.3999999999998956,0.21300912648180365,0.0,0.0,D04,good_retail,0.0010405257393208966,-0.00021901007446345488,0.004048361507741127,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,33,5000,1827.9,1835.3,0.3999999999999254,0.3999999999999254,0.225813654916514,0.0,0.0,D04,good_retail,0.004048361507741127,0.0010405257393208966,-0.0009262790824388079,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,34,5000,1835.3,1833.6,0.4000000000000724,0.4000000000000724,0.20969784590324111,0.0,0.0,D04,good_retail,-0.0009262790824388079,0.004048361507741127,0.0067081151832462105,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,35,5000,1833.6,1845.9,0.3999999999999538,0.3999999999999538,0.22520387861990457,0.0,0.0,D04,good_retail,0.0067081151832462105,-0.0009262790824388079,-0.0003792188092529569,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,36,5000,1845.9,1845.2,0.399999999999976,0.399999999999976,0.2234619687805521,0.0,0.0,D04,good_retail,-0.0003792188092529569,0.0067081151832462105,0.001354866681118505,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,37,5000,1845.2,1847.7,0.40000000000000074,0.40000000000000074,0.2132443821301441,0.0,0.0,D04,good_retail,0.001354866681118505,-0.0003792188092529569,0.0037343724630620745,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,38,5000,1847.7,1854.6,0.40000000000006514,0.40000000000006514,0.2134578691111979,0.0,0.0,D04,good_retail,0.0037343724630620745,0.001354866681118505,0.001887199396096273,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,39,5000,1854.6,1858.1,0.3999999999999538,0.3999999999999538,0.21253433851152836,0.0,0.0,D04,good_retail,0.001887199396096273,0.0037343724630620745,0.0008610946665950081,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,40,5000,1858.1,1859.7,0.39999999999998326,0.39999999999998326,0.21736602680079323,0.0,0.0,D04,good_retail,0.0008610946665950081,0.001887199396096273,-0.00010754422756364956,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,41,5000,1859.7,1859.5,0.40000000000009095,0.40000000000009095,0.20627502364205894,0.0,0.0,D04,good_retail,-0.00010754422756364956,0.0008610946665950081,0.0013982253293896019,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,42,5000,1859.5,1862.1,0.40000000000005786,0.40000000000005786,0.21167496618592305,0.0,0.0,D04,good_retail,0.0013982253293896019,-0.00010754422756364956,-0.003866602223296156,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,43,5000,1862.1,1854.9,0.3999999999998636,0.3999999999998636,0.20469889718943518,0.0,0.0,D04,good_retail,-0.003866602223296156,0.0013982253293896019,0.003342498247883796,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,44,5000,1854.9,1861.1,0.3999999999999538,0.3999999999999538,0.21745591899415725,0.0,0.0,D04,good_retail,0.003342498247883796,-0.003866602223296156,0.001343291601740848,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,45,5000,1861.1,1863.6,0.3999999999999538,0.3999999999999538,0.21349271535904354,0.0,0.0,D04,good_retail,0.001343291601740848,0.003342498247883796,-0.0011268512556341648,no_shock_control
1,2026-01-01,2026-01,ADANIPORTS,5000,46,5000,1863.6,1861.5,0.3999999999999942,0.3999999999999942,0.21533798861647757,0.0,0.0,D04,good_retail,-0.0011268512556341648,0.001343291601740848,-0.0011818426000537174,no_shock_control
