metric,value,description
phase433_geometry_consistent_sweep_interpretation_complete,1,Phase433 interpretation completed
phase433_selected_verdict,P433_GEOMETRY_CONSISTENT_FULL_DEPTH_SWEEP_REJECTED_NEGATIVE_SPARSE,Selected verdict
phase433_phase432_best_completed_round_trips,10,Phase432 best active round trips
phase433_phase432_best_annualized_return_pct,-20.21273903621011,Phase432 best active annualized return
phase433_phase432_active_synthetic_scenario_rows,27,Phase432 active scenario rows
phase433_strategy_promotion_allowed,0,No promotion
phase433_paper_or_live_acceptance_allowed,0,No paper/live
phase433_deployable_profitability_claim_allowed,0,No deployable claim
phase433_same_threshold_family_tuning_allowed,0,No threshold tuning
phase433_hard_gate_pass_rows,8,Passed hard gates
phase433_hard_gate_rows,8,Hard gates
phase433_next_best_action,pause_for_strategy_decision_report_or_precommit_material_new_non_threshold_source,Recommended next action
