trade_date,exchange,symbol,candidate_start_row,entry_row,exit_row,entry_timestamp_ms,entry_price,exit_price,recent_mid_return_bps,spread_bps,l1_imbalance,l25_imbalance,volume_delta_lookback,l1_l5_bid_depth_slope,l1_l5_ask_depth_slope,l1_l5_depth_concentration,l25_order_imbalance,ofi_l1_lookback,ofi_l25_lookback,l25_replenishment_events,l25_withdrawal_events,microprice_l1_minus_mid_bps,microprice_l25_minus_mid_bps,spread_change_lookback_bps,spread_mean_lookback_bps,trade_qty_sum_lookback,trade_qty_accel_lookback,minute_of_day,forward_return_bps,abs_forward_return_bps,label_side,move_candidate,phase464_split
2026-01-01,NSE,AXISBANK,0,20,260,1784030496,1316.6,1317.5749999999998,0.0,1.519064256418392,0.34980988593155893,0.016579259008627983,300.0,113.80000000000003,161.90000000000003,0.11764705882352941,0.029411764705882353,0.0,0.0,0,0,0.2660290195256664,0.046908498613052324,0.0,1.519064256418392,315.0,15.0,933,7.405438250037286,7.405438250037286,long,1,train
2026-01-01,NSE,AXISBANK,5000,20,260,1789273672,1317.4699999999998,1317.395,0.0,1.518061132322144,0.3497142857142857,0.03966437833714721,340.0,132.00000000000003,173.9,0.11766289714593431,0.02631578947368421,0.0,0.0,0,0,0.26574754375896015,0.11268488570082491,0.0,1.5180611323221445,357.0,17.0,1021,-0.5692729246192939,0.5692729246192939,short,0,train
2026-01-01,NSE,AXISBANK,10000,20,260,1794516648,1317.365,1318.0625,0.0,1.518182128717691,0.34838709677419355,0.01929371231696813,280.0,112.30000000000003,158.4,0.11766494375190027,0.029411764705882353,0.0,0.0,0,0,0.2647992084983153,0.05427684212736849,0.0,1.5181821287176909,294.0,14.0,1108,5.294660173907694,5.294660173907694,long,1,train
2026-01-01,NSE,AXISBANK,20000,20,260,1805009200,1317.8975,1318.565,0.0,1.5175687031809793,0.34928848641655885,0.02572513812154696,280.0,113.50000000000001,156.70000000000002,0.1176291330184367,0.029411764705882353,0.0,0.0,0,0,0.2653779467999726,0.0727206553484856,0.0,1.5175687031809797,294.0,14.0,1283,5.064885546865505,5.064885546865505,long,1,train
2026-01-01,NSE,HCLTECH,0,20,260,1784040975,1218.0,1218.6,0.0,2.4630541871936114,-0.29733163913595934,-0.2983378561736771,300.0,96.50000000000001,178.70000000000002,0.11764705882352941,-0.2857142857142857,0.0,0.0,0,0,-0.3666378370251458,-1.037101102906229,0.0,2.463054187193612,315.0,15.0,934,4.926108374383491,4.926108374383491,long,1,train
2026-01-01,NSE,HCLTECH,5000,20,260,1798066541,1218.7350000000001,1218.6825,0.0,2.461568757768953,-0.29044585987261146,-0.2895273716422985,300.0,97.70000000000002,176.70000000000002,0.11762940735183795,-0.2857142857142857,0.0,0.0,0,0,-0.3579321918194203,-1.00545798633293,0.0,2.4615687577689527,315.0,15.0,1167,-0.43077453261157234,0.43077453261157234,short,0,train
2026-01-01,NSE,HCLTECH,10000,20,260,1812105807,1218.63,1219.0124999999998,0.0,2.461780852268158,-0.2906208718626156,-0.2922398589065256,280.0,93.50000000000001,171.20000000000002,0.11766536964980545,-0.2647058823529412,0.0,0.0,0,0,-0.35819562665321353,-1.0156456370877698,0.0,2.4617808522681575,294.0,14.0,1401,3.1387705866399886,3.1387705866399886,long,1,train
2026-01-01,NSE,HCLTECH,20000,20,260,1840212439,1219.0124999999998,1219.455,0.0,2.461008398190786,-0.2968553459119497,-0.2986903962390866,300.0,97.30000000000001,180.70000000000005,0.11764705882352941,-0.2857142857142857,0.0,0.0,0,0,-0.3657418022502839,-1.0376459982846409,0.0,2.4610083981907858,315.0,15.0,430,3.629987387332855,3.629987387332855,long,1,train
2026-01-01,NSE,HDFCBANK,0,20,260,1784030424,815.5999999999999,816.1175000000001,0.0,1.2260912211871353,-0.5784919653893696,-0.5781224220425673,300.0,59.70000000000001,223.0,0.11764705882352941,-0.4722222222222222,0.0,0.0,0,0,-0.3550808734634493,-1.3233085201590833,0.0,1.2260912211871355,315.0,15.0,933,6.345022069643878,6.345022069643878,long,1,train
2026-01-01,NSE,HDFCBANK,5000,20,260,1786798883,815.6675,816.155,0.0,1.2259897568558602,-0.5685019206145967,-0.5694753033669459,280.0,58.699999999999996,214.3,0.11764705882352941,-0.4722222222222222,0.0,0.0,0,0,-0.3489355461835857,-1.303530989340172,0.0,1.2259897568558602,294.0,14.0,979,5.9767000646704025,5.9767000646704025,long,1,train
2026-01-01,NSE,HDFCBANK,10000,20,260,1789567691,816.21875,816.1587999999999,0.0,1.2263869213995797,-0.5678073510773131,-0.5686971235194586,300.0,59.49999999999999,216.30000000000004,0.11766462595191877,-0.4722222222222222,0.0,0.0,0,0,-0.3486176020228236,-1.3001961270879439,0.0,1.22638692139958,315.0,15.0,1026,-0.7344844749042051,0.7344844749042051,short,0,train
2026-01-01,NSE,HDFCBANK,20000,20,260,1795105757,816.4775,816.755,0.0,1.2247734934523333,-0.5710491367861886,-0.5725177304964539,280.0,56.20000000000001,207.00000000000009,0.11766546706305743,-0.5,0.0,0.0,0,0,-0.350167953578324,-1.3091545011143562,0.0,1.224773493452333,294.0,14.0,1118,3.398746444329842,3.398746444329842,long,1,train
2026-01-01,NSE,ICICIBANK,0,20,260,1784030475,1402.3000000000002,1403.2975000000001,0.0,1.426228339157423,-0.37670384138785623,-0.37650951199338295,300.0,88.00000000000003,194.0,0.11766423357664234,-0.2857142857142857,0.0,0.0,0,0,-0.2689661384044591,-1.002418594432844,0.0,1.4262283391574229,315.0,15.0,933,7.113313841545641,7.113313841545641,long,1,train
2026-01-01,NSE,ICICIBANK,5000,20,260,1787727321,1403.1925,1403.0725,0.0,1.425321187221607,-0.354577056778679,-0.35524280853696255,320.0,97.30000000000003,204.40000000000003,0.11764705882352941,-0.3055555555555556,0.0,0.0,0,0,-0.2529862432090005,-0.9451433765837928,0.0,1.4253211872216067,336.0,16.0,995,-0.8551927123336123,0.8551927123336123,short,0,train
2026-01-01,NSE,ICICIBANK,10000,20,260,1791424067,1403.0425,1403.7175000000002,0.0,1.4254735690459706,-0.37257438551099614,-0.3719564841996201,280.0,85.00000000000003,185.30000000000004,0.11764705882352941,-0.3235294117647059,0.0,0.0,0,0,-0.2658914429318874,-0.9898301354678503,0.0,1.4254735690459703,294.0,14.0,1057,4.810973295535822,4.810973295535822,long,1,train
2026-01-01,NSE,ICICIBANK,20000,20,260,1798817809,1403.4775,1404.58,0.0,1.425031751489037,-0.374845869297164,-0.376501563271351,300.0,88.3,195.20000000000005,0.11762997386000582,-0.2857142857142857,0.0,0.0,0,0,-0.267413365711999,-1.0015796732607865,0.0,1.425031751489037,315.0,15.0,1180,7.8554875300812705,7.8554875300812705,long,1,train
2026-01-01,NSE,INFY,0,20,260,1784030475,1101.6999999999998,1102.3375,0.0,1.8153762367254742,-0.715527950310559,-0.179210875331565,300.0,158.60000000000002,122.8,0.11762984637893197,-0.17142857142857143,0.0,0.0,0,0,-0.6502840250961235,-0.6075836401629952,0.0,1.8153762367254747,315.0,15.0,933,5.786511754563611,5.786511754563611,long,1,train
2026-01-01,NSE,INFY,5000,20,260,1788626973,1102.2325,1102.3449999999998,0.0,1.8144992095591943,-0.7027677496991577,-0.17651782846129135,320.0,163.4,127.2,0.11764705882352941,-0.16216216216216217,0.0,0.0,0,0,-0.6383539387850731,-0.5979831531598655,0.0,1.814499209559194,336.0,16.0,1010,1.0206558053743393,1.0206558053743393,long,0,train
2026-01-01,NSE,INFY,10000,20,260,1793223371,1102.315,1102.75,0.0,1.8143634079192015,-0.752317880794702,-0.1882956152758133,280.0,149.79999999999998,114.10000000000001,0.11764705882352941,-0.14705882352941177,0.0,0.0,0,0,-0.6833941748661183,-0.6375137208712466,0.0,1.8143634079192015,294.0,14.0,1087,3.946240412222871,3.946240412222871,long,1,train
