scenario_id,family_id,event_id,event_time_ist,event_type,symbol,source_tick_rows,relative_second_min,relative_second_max,event_mid,event_l1_spread,pre_mean_l1_spread,event_l1_mid,pre_mean_l1_mid,event_l1_microprice,pre_mean_l1_microprice,event_l1_queue_imbalance,pre_mean_l1_queue_imbalance,event_l1_l5_qty_imbalance,pre_mean_l1_l5_qty_imbalance,event_l2_l5_qty_imbalance,pre_mean_l2_l5_qty_imbalance,event_l1_l5_order_imbalance,pre_mean_l1_l5_order_imbalance,event_l2_l5_order_imbalance,pre_mean_l2_l5_order_imbalance,event_bid_depth_slope_l1_l5,pre_mean_bid_depth_slope_l1_l5,event_ask_depth_slope_l1_l5,pre_mean_ask_depth_slope_l1_l5,event_depth_pressure,pre_mean_depth_pressure,event_l2_l5_pressure,pre_mean_l2_l5_pressure,pre_mid_std,target_return_60s_bps,target_return_300s_bps,target_return_900s_bps,target_return_1800s_bps,target_pressure_shift_300s,target_l2_l5_pressure_shift_300s,signal,abs_signal,side,signed_return_bps,fixed_notional_inr,initial_capital_inr,gross_pnl_inr,cost_inr,net_pnl_inr
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_base_CAP100000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,100000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_base_CAP250000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,250000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C1_zerodha_base_CAP500000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,500000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP100000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,100000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP100000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,GOLDBEES,86554,-900,1800,117.11,0.0300000000000011,0.0299999999999995,117.11,117.65899624895803,117.10664974619289,117.65602196496842,-0.2233502538071066,-0.1982855993075601,-0.2232507216084403,-0.1984217264267058,-0.2232374506486181,-0.1984398798179818,-0.2,-0.1794396059251749,-0.2083333333333333,-0.1849525018123295,0.039999999999992,0.0399999999999979,0.0400000000000062,0.040000000000002,-7.441690720281063,-6.614057547556942,-7.441248354953656,-6.614662660599477,0.4193286930291949,0.0,21.34745111433745,93.9287849030812,-11.100674579455072,0.9707100665121278,0.9728343764592776,-7.441248354953656,7.441248354953656,-1,-0.0,25000.0,100000.0,-0.0,26.3203,-26.3203
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP250000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,250000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP250000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,GOLDBEES,86554,-900,1800,117.11,0.0300000000000011,0.0299999999999995,117.11,117.65899624895803,117.10664974619289,117.65602196496842,-0.2233502538071066,-0.1982855993075601,-0.2232507216084403,-0.1984217264267058,-0.2232374506486181,-0.1984398798179818,-0.2,-0.1794396059251749,-0.2083333333333333,-0.1849525018123295,0.039999999999992,0.0399999999999979,0.0400000000000062,0.040000000000002,-7.441690720281063,-6.614057547556942,-7.441248354953656,-6.614662660599477,0.4193286930291949,0.0,21.34745111433745,93.9287849030812,-11.100674579455072,0.9707100665121278,0.9728343764592776,-7.441248354953656,7.441248354953656,-1,-0.0,25000.0,250000.0,-0.0,26.3203,-26.3203
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP500000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,500000.0,46.38218923933013,26.338454267161406,20.043734972168725
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C2_zerodha_base_CAP500000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,GOLDBEES,86554,-900,1800,117.11,0.0300000000000011,0.0299999999999995,117.11,117.65899624895803,117.10664974619289,117.65602196496842,-0.2233502538071066,-0.1982855993075601,-0.2232507216084403,-0.1984217264267058,-0.2232374506486181,-0.1984398798179818,-0.2,-0.1794396059251749,-0.2083333333333333,-0.1849525018123295,0.039999999999992,0.0399999999999979,0.0400000000000062,0.040000000000002,-7.441690720281063,-6.614057547556942,-7.441248354953656,-6.614662660599477,0.4193286930291949,0.0,21.34745111433745,93.9287849030812,-11.100674579455072,0.9707100665121278,0.9728343764592776,-7.441248354953656,7.441248354953656,-1,-0.0,25000.0,500000.0,-0.0,26.3203,-26.3203
P312_event_depth_pressure_continuation_H60_top_25pct_abs_signal_N25000_C4_zerodha_base_CAP100000,event_depth_pressure_continuation,P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ITBEES,84640,-900,1800,32.34,0.0200000000000031,0.0199999999999995,32.34,32.30568818376631,32.347500000000004,32.31310580150443,0.75,0.7417617738119018,0.7510365251727542,0.7419924085593435,0.7511747594540166,0.7420231656832514,0.7090909090909091,0.6840908577002365,0.7083333333333334,0.68299611270089,0.0399999999999991,0.0400000000000003,0.0399999999999991,0.0400000000000002,37.55182625863184,37.099620427968006,37.55873797269496,37.10115828416341,0.107345031456913,18.55287569573205,-49.474335188621765,18.55287569573205,-3.0921459492905257,-1.0114473952148018,-1.0163650913317497,37.55873797269496,37.55873797269496,1,18.55287569573205,25000.0,100000.0,46.38218923933013,26.338454267161406,20.043734972168725
