source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,diagnostic_real_l2_available,description,text,attachment_url,seq_id,no_lookahead_rule_applied
NSE_CORPORATE_ANNOUNCEMENTS,AXISBANK,27-Jul-2026 19:43:35,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,Axis Bank Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/AXISBANK1_27072026194328_SEAdvanceSigned.pdf,106712537,1
NSE_CORPORATE_ANNOUNCEMENTS,BAJAJ-AUTO,27-Jul-2026 16:43:48,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,Bajaj Auto Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_27072026164331_Transcript_of_Earning_Conference_Call_Q1_FY27.pdf,106711969,1
NSE_CORPORATE_ANNOUNCEMENTS,CIPLA,27-Jul-2026 17:15:27,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,Cipla Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/CIPLA_27072026171448_SEIntimationEarningscalltranscriptQ1FY27.pdf,106712042,1
NSE_CORPORATE_ANNOUNCEMENTS,CIPLA,27-Jul-2026 22:55:09,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,Cipla Limited has informed the Exchange regarding 'Cipla Receives U.S. FDA Approval for Generic Advair Diskus®'.,https://nsearchives.nseindia.com/corporate/CIPLA_27072026225403_FinalGAdvairLaunchSEIntimationSigned.pdf,106712776,1
NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,27-Jul-2026 16:55:00,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,"HCL Technologies Limited has informed the Exchange regarding 'Release    Economist Enterprise research, supported by HCLTech, confirms confidence in AI is high for the Telecom, Media, Semiconductor and Technology (TMT) industry, but business impact is still limited '.",https://nsearchives.nseindia.com/corporate/HCLTECH_27072026165440_Release27July2026.pdf,106711997,1
NSE_CORPORATE_ANNOUNCEMENTS,HDFCBANK,27-Jul-2026 15:56:07,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Updates,HDFC Bank Limited has informed the Exchange regarding conclusion of internal review pertaining to Maharashtra State Road Development Corporation arrangement,https://nsearchives.nseindia.com/corporate/HDFCBANK_27072026153754_SEintimationMSRDC.pdf,106711895,1
NSE_CORPORATE_ANNOUNCEMENTS,SBIN,27-Jul-2026 17:56:00,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Analysts/Institutional Investor Meet/Con. Call Updates,SBIN: State Bank of India has informed the Exchange about Interaction with Analysts / Institutional Investors on 07.08.2026,https://nsearchives.nseindia.com/corporate/SBIN_27072026175551_BSE_NSE_InvestorMeetModalities_27072026.pdf,106712210,1
NSE_CORPORATE_ANNOUNCEMENTS,SUNPHARMA,27-Jul-2026 16:00:19,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,General Updates,Sun Pharmaceutical Industries Limited has informed the Exchange about Update on Nidlegy,https://nsearchives.nseindia.com/corporate/SUNSEC_27072026155851_SEintimationPRforPhillogenupdateonnidlegy.pdf,106711902,1
NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,27-Jul-2026 15:45:04,2026-07-27,post_close,,market_open_next_available_unseen_real_l2_day,0,Press Release,"Wipro Limited has informed the Exchange regarding a press release dated July 27, 2026, titled ""Wipro partners with Databricks to Enable Enterprises to Modernize Data and Deploy AI at Scale"".",https://nsearchives.nseindia.com/corporate/Cslogin_27072026154444_PressRelease27072026.pdf,106711883,1
NSE_CORPORATE_ANNOUNCEMENTS,CIPLA,08-Jul-2026 13:37:12,2026-07-08,regular_session,2026-07-08,first_real_tick_after_announcement,1,Analysts/Institutional Investor Meet/Con. Call Updates,Cipla Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CIPLA_08072026133654_EarningscallJuly2026signed.pdf,106690396,1
