gate_id,passed,observed_value,required_value,severity
P432_EXECUTION_COMPLETE,True,1,1,hard
P432_PHASE431_PRECOMMIT_USED,True,run_phase432_geometry_consistent_full_depth_feature_sweep_no_paper_live,run_phase432,hard
P432_SYNTHETIC_GRID_ROWS_EVALUATED,True,486,486,hard
P432_REAL_ANCHOR_GRID_ROWS_EVALUATED,True,486,486,hard
P432_PANEL_SPECIFIC_GEOMETRY,True,synthetic_2500_real_500,present,hard
P432_EXACT_FORWARD_TICK_INDEXING,True,phase428_exact_index_engine,present,hard
P432_FULL_DEPTH_PRIMARY_FEATURES,True,phase427_l2_l5_families,present,hard
P432_L1_ONLY_CONTROL,False,0.0,>=5.0,hard
P432_SIDE_FLIP_CONTROL,True,-30.219361745951907,best>=side_flip,hard
P432_COST200_FIXED_CAPITAL,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P432_EVENT_FLOOR,False,10,>=30,hard
P432_DATE_BREADTH,False,2,>=5,hard
P432_SYMBOL_BREADTH,False,1,>=5,hard
P432_POSITIVE_DATE_FRACTION,False,0.0,>=0.6,hard
P432_ANNUALIZED_FLOOR,False,-20.21273903621011,>=12.0,hard
P432_REAL_ANCHOR_CROSS_CHECK,True,0.0,same_sign,hard
P432_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
