candidate_id,family_id,horizon_event_bars,event_quantile,bar_return_quantile,top5_abs_quantile,spread_quantile,intensity_quantile,range_vol_quantile,event_window_score_threshold,bar_abs_threshold,top5_abs_threshold,spread_max,event_intensity_min,range_vol_max,market_abs_max,training_trades,training_net_pnl_inr,training_gross_pnl_inr,training_cost_pnl_drag_inr,cost150_net_pnl_inr,cost200_net_pnl_inr,training_dates,training_symbols,training_positive_dates,training_min_date_net_pnl_inr,training_max_date_contribution_abs,training_max_symbol_contribution_abs,training_precision_cost_clear,cost_stress_pass,top5_filter_active,spread_liquidity_guard_active,range_or_market_veto_active
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_85_TQ0_8_SP0_75_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.85,0.8,0.75,0.25,0.75,15.950924943517132,0.0010463443344813639,0.42826728697294225,0.41000000000001363,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_85_TQ0_8_SP0_75_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.85,0.8,0.75,0.5,0.75,15.950924943517132,0.0010463443344813639,0.42826728697294225,0.41000000000001363,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_85_TQ0_8_SP0_9_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.85,0.8,0.9,0.25,0.75,15.950924943517132,0.0010463443344813639,0.42826728697294225,1.7,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_85_TQ0_8_SP0_9_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.85,0.8,0.9,0.5,0.75,15.950924943517132,0.0010463443344813639,0.42826728697294225,1.7,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_9_TQ0_8_SP0_75_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.9,0.8,0.75,0.25,0.75,15.950924943517132,0.0013082155939299067,0.42826728697294225,0.41000000000001363,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_9_TQ0_8_SP0_75_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.9,0.8,0.75,0.5,0.75,15.950924943517132,0.0013082155939299067,0.42826728697294225,0.41000000000001363,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_9_TQ0_8_SP0_9_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.9,0.8,0.9,0.25,0.75,15.950924943517132,0.0013082155939299067,0.42826728697294225,1.7,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_9_TQ0_8_SP0_9_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.9,0.8,0.9,0.5,0.75,15.950924943517132,0.0013082155939299067,0.42826728697294225,1.7,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_95_TQ0_8_SP0_75_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.95,0.8,0.75,0.25,0.75,15.950924943517132,0.0018251029879544634,0.42826728697294225,0.41000000000001363,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_95_TQ0_8_SP0_75_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.95,0.8,0.75,0.5,0.75,15.950924943517132,0.0018251029879544634,0.42826728697294225,0.41000000000001363,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_95_TQ0_8_SP0_9_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.95,0.8,0.9,0.25,0.75,15.950924943517132,0.0018251029879544634,0.42826728697294225,1.7,71.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_95_TQ0_8_SP0_9_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,8,0.99,0.95,0.8,0.9,0.5,0.75,15.950924943517132,0.0018251029879544634,0.42826728697294225,1.7,112.0,5.349739798293229,0.00031298904538323846,1,62.20259112587328,162.23966193782414,100.03707081195085,12.184055719897856,-37.83447968607757,1,1,1,62.20259112587328,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H10_EQ0_99_BQ0_85_TQ0_8_SP0_75_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,10,0.99,0.85,0.8,0.75,0.25,0.75,16.09766054408506,0.0010471680774848614,0.42826492162136476,0.4100000000000364,71.0,5.361027860777412,0.000311412346583273,1,20.699421792949522,120.73649260490038,100.03707081195085,-29.319113613025905,-79.33764901900133,1,1,1,20.699421792949522,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H10_EQ0_99_BQ0_85_TQ0_8_SP0_75_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,10,0.99,0.85,0.8,0.75,0.5,0.75,16.09766054408506,0.0010471680774848614,0.42826492162136476,0.4100000000000364,112.0,5.361027860777412,0.000311412346583273,1,20.699421792949522,120.73649260490038,100.03707081195085,-29.319113613025905,-79.33764901900133,1,1,1,20.699421792949522,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H10_EQ0_99_BQ0_85_TQ0_8_SP0_9_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,10,0.99,0.85,0.8,0.9,0.25,0.75,16.09766054408506,0.0010471680774848614,0.42826492162136476,1.7,71.0,5.361027860777412,0.000311412346583273,1,20.699421792949522,120.73649260490038,100.03707081195085,-29.319113613025905,-79.33764901900133,1,1,1,20.699421792949522,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H10_EQ0_99_BQ0_85_TQ0_8_SP0_9_IQ0_5_RQ0_75,P247_COMBINED_STRICT_REVERSAL,10,0.99,0.85,0.8,0.9,0.5,0.75,16.09766054408506,0.0010471680774848614,0.42826492162136476,1.7,112.0,5.361027860777412,0.000311412346583273,1,20.699421792949522,120.73649260490038,100.03707081195085,-29.319113613025905,-79.33764901900133,1,1,1,20.699421792949522,1.0,1.0,1.0,False,1,1,1
P248_COMBINED_STRICT_REVERSAL_H10_EQ0_99_BQ0_9_TQ0_8_SP0_75_IQ0_25_RQ0_75,P247_COMBINED_STRICT_REVERSAL,10,0.99,0.9,0.8,0.75,0.25,0.75,16.09766054408506,0.0013102883716689107,0.42826492162136476,0.4100000000000364,71.0,5.361027860777412,0.000311412346583273,1,20.699421792949522,120.73649260490038,100.03707081195085,-29.319113613025905,-79.33764901900133,1,1,1,20.699421792949522,1.0,1.0,1.0,False,1,1,1
