metric,value,description
phase248_l2_imbalance_regime_filtered_search_complete,1,Phase248 training-only redesign search completed
phase248_training_event_bar_rows,28793,Training event bars used
phase248_training_dates,7,Training dates used
phase248_training_symbols,32,Training symbols used
phase248_forbidden_tuning_dates,2026-07-17;2026-07-20,Dates excluded from tuning
phase248_variant_rows,1728,Combined-filter variants evaluated
phase248_l2_filtered_variant_rows,1728,Variants with required top-five imbalance filter active
phase248_net_positive_variant_rows,30,Net-positive variants at base cost
phase248_cost150_positive_variant_rows,12,Positive variants at 1.5x cost
phase248_cost200_positive_variant_rows,0,Positive variants at 2.0x cost
phase248_controlled_candidate_rows,0,Candidates evaluated with side-flip/random-side controls
phase248_survivor_candidate_rows,0,Candidates passing controls and breadth gates
phase248_best_candidate_id,P248_COMBINED_STRICT_REVERSAL_H8_EQ0_99_BQ0_85_TQ0_8_SP0_75_IQ0_25_RQ0_75,Best Phase248 survivor/candidate
phase248_best_family_id,P247_COMBINED_STRICT_REVERSAL,Best candidate family
phase248_best_training_net_pnl_inr,62.20259112587328,Best training net P&L
phase248_best_cost200_net_pnl_inr,-37.83447968607757,Best 2x-cost net P&L
phase248_best_random_beat_fraction,0.0,Best random-side beat fraction
phase248_best_trade_rows,1,Best trade rows
phase248_best_dates,1,Best dates represented
phase248_best_symbols,1,Best symbols represented
phase248_hard_gate_pass_rows,5,Hard gates passed
phase248_hard_gate_rows,6,Hard gates evaluated
phase248_future_holdout_precommit_allowed,0,Future holdout precommit allowed only if survivors exist
phase248_download_more_dates_now_allowed,0,No raw-date download in Phase248
phase248_holdout_parameter_tuning_allowed,0,No holdout-date tuning
phase248_strategy_promotion_allowed,0,No strategy promotion from Phase248
phase248_paper_or_live_acceptance_allowed,0,No paper/live acceptance from Phase248
phase248_deployable_profitability_claim_allowed,0,No deployable profitability claim from Phase248
phase248_next_best_action,close_or_broaden_phase248_l2_imbalance_regime_filtered_search_no_downloads_no_paper_live,Recommended next milestone
