candidate_id,parent_candidate_id,family_id,trade_month,trade_date,feed_profile,source_event_bar_id,symbol,regime_code,split,horizon_event_bars,side,gross_return,cost_return,net_return,gross_pnl_inr,cost_pnl_drag_inr,net_pnl_inr,shock_bar,is_market_shock_bar,is_symbol_shock_bar
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-01,2026-01-02,disconnect_scenario,3,BANKBEES,D12,train,2,-1.0,-0.0029529924801703356,0.001427711632592796,-0.004380704112763131,-295.29924801703356,142.7711632592796,-438.0704112763131,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-01,2026-01-07,disconnect_scenario,2,BANKBEES,D07,train,2,-1.0,0.04421887557217219,0.001700357546664803,0.042518518025507386,4421.887557217219,170.0357546664803,4251.851802550738,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-01,2026-01-07,disconnect_scenario,3,BANKBEES,D07,train,2,-1.0,0.013558954333441786,0.0017307422888961205,0.011828212044545665,1355.8954333441786,173.07422888961204,1182.8212044545664,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-02,2026-02-13,disconnect_scenario,2,BANKBEES,D20,train,2,-1.0,0.06170326369885859,0.0015776629644263498,0.06012560073443224,6170.326369885859,157.766296442635,6012.560073443224,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-02,2026-02-13,disconnect_scenario,3,BANKBEES,D20,train,2,-1.0,0.0049895688456190745,0.0016091485785813034,0.003380420267037771,498.95688456190743,160.91485785813035,338.0420267037771,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-02,2026-02-13,disconnect_scenario,4,BANKBEES,D20,train,2,-1.0,-0.022708681580538403,0.0016270396203009057,-0.024335721200839308,-2270.8681580538405,162.70396203009057,-2433.5721200839307,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-02,2026-02-27,disconnect_scenario,2,BANKBEES,D07,train,2,-1.0,0.034124270369219056,0.0016902803797879322,0.032433989989431124,3412.4270369219057,169.0280379787932,3243.3989989431125,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-02,2026-02-27,disconnect_scenario,3,BANKBEES,D07,train,2,-1.0,-0.006901664519090023,0.001709377795280038,-0.00861104231437006,-690.1664519090023,170.9377795280038,-861.1042314370061,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-03,2026-03-13,disconnect_scenario,3,BANKBEES,D07,train,2,-1.0,0.020328566363313927,0.0016710215665828084,0.018657544796731117,2032.8566363313928,167.10215665828085,1865.7544796731117,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-03,2026-03-13,disconnect_scenario,4,BANKBEES,D07,train,2,-1.0,-0.0071892109359965595,0.0017014118705592188,-0.008890622806555778,-718.9210935996559,170.14118705592188,-889.0622806555778,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-04,2026-04-01,disconnect_scenario,0,BANKBEES,D05,train,2,-1.0,-0.0023463778816965597,0.0013846920557880203,-0.00373106993748458,-234.63778816965598,138.46920557880205,-373.106993748458,True,1,0
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-04,2026-04-01,disconnect_scenario,4,BANKBEES,D05,train,2,-1.0,-0.01822698185526983,0.001386123717580461,-0.01961310557285029,-1822.698185526983,138.6123717580461,-1961.310557285029,True,1,0
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-04,2026-04-02,disconnect_scenario,1,BANKBEES,D07,train,2,-1.0,0.03761528326745722,0.001650263910408432,0.03596501935704879,3761.528326745722,165.02639104084318,3596.5019357048786,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-04,2026-04-02,disconnect_scenario,2,BANKBEES,D07,train,2,-1.0,-0.004885635555254897,0.001672077666999138,-0.006557713222254035,-488.5635555254897,167.2077666999138,-655.7713222254035,True,1,1
P233_MICROPRICE_REVERSAL_H2_Q0_875,P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,2026-06,2026-06-12,disconnect_scenario,4,BANKBEES,D20,train,2,-1.0,0.0051819476176285795,0.0015718204434290444,0.0036101271741995353,518.194761762858,157.18204434290445,361.0127174199535,True,1,1
