candidate_id,min_train_net_bps,min_validation_net_bps,min_extension_net_bps,date_positive_fraction,date_control_positive_fraction,symbol_positive_fraction,validation_extension_gate_pass,test_replay_allowed_next,promotion_allowed
P195_TOP5_FOLLOW_I80_S1p5_Z1_Q1_R50,6.2257651859141045,-13.01698888134278,-12.410960684628158,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I80_S1p5_Z1_Q1_R100,6.2257651859141045,-13.01698888134278,-12.410960684628158,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I80_S1p5_Z1_Q0_R50,5.9652833566795005,-13.011314760134857,-12.419774026587683,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I80_S1p5_Z1_Q0_R100,5.9652833566795005,-13.011314760134857,-12.419774026587683,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z1_Q1_R100,56.60028987717647,-13.248519104962872,-12.919464601954296,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z1_Q1_R50,56.60028987717647,-13.248519104962872,-12.919464601954296,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z1_Q0_R100,55.280888584061195,-13.230800881036286,-12.944531432793571,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z1_Q0_R50,55.280888584061195,-13.230800881036286,-12.944531432793571,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z0_Q1_R100,7.201056528960543,-13.317332382761762,-13.054163231556043,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I90_S1p5_Z0_Q0_R100,4.234141134049945,-13.388657532906642,-13.214531999788411,0.0,1.0,0.0,0,0,0
P195_TOP5_FOLLOW_I80_S2p5_Z1_Q1_R50,1.3030229534129727,45.270036059142534,-13.342572999033191,0.3333333333333333,0.5,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I80_S2p5_Z1_Q1_R100,1.3030229534129727,45.270036059142534,-13.342572999033191,0.3333333333333333,0.5,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I80_S2p5_Z1_Q0_R50,1.0480437047936801,43.64326659475569,-13.354449492203486,0.3333333333333333,0.6666666666666666,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I80_S2p5_Z1_Q0_R100,1.0480437047936801,43.64326659475569,-13.354449492203486,0.3333333333333333,0.8333333333333334,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I90_S2p5_Z1_Q1_R100,31.751526495716252,112.04544053235172,-13.853759155256162,0.3333333333333333,0.5,0.06666666666666667,0,0,0
P195_TOP5_FOLLOW_I90_S2p5_Z1_Q1_R50,31.751526495716252,112.04544053235172,-13.853759155256162,0.3333333333333333,0.6666666666666666,0.06666666666666667,0,0,0
P195_TOP5_FOLLOW_I90_S2p5_Z1_Q0_R50,30.644144513279183,105.79539908429601,-13.886556492410687,0.3333333333333333,1.0,0.06666666666666667,0,0,0
P195_TOP5_FOLLOW_I90_S2p5_Z1_Q0_R100,30.644144513279183,105.79539908429601,-13.886556492410687,0.3333333333333333,1.0,0.06666666666666667,0,0,0
P195_TOP5_FOLLOW_I90_S5p0_Z1_Q1_R100,6.541833368076309,90.10601917537215,-20.45774468467388,0.3333333333333333,0.6666666666666666,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I90_S5p0_Z1_Q1_R50,6.541833368076309,90.10601917537215,-20.45774468467388,0.3333333333333333,0.5,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I90_S5p0_Z1_Q0_R100,5.732397849215506,83.82549668909697,-20.516372404373254,0.3333333333333333,0.6666666666666666,0.0967741935483871,0,0,0
P195_TOP5_FOLLOW_I90_S5p0_Z1_Q0_R50,5.732397849215506,83.82549668909697,-20.516372404373254,0.3333333333333333,0.5,0.0967741935483871,0,0,0
