symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap
ADANIPORTS,received tick cadence,median_gap_ms,1000.0,300.0,0.3,0.2,5.0,False
ADANIPORTS,tail received tick cadence,p90_gap_ms,439477.0,500.0,0.0011377159669334232,0.2,5.0,True
ADANIPORTS,median spread scale,median_spread_bps,2.207261891623943,2.2417754861855683,1.0156363840161409,0.25,4.0,False
ADANIPORTS,tail spread scale,p90_spread_bps,3.8593258401394497,4.4260027662527355,1.1468331386325261,0.25,4.0,False
ADANIPORTS,displayed L1 depth scale,median_l1_depth,131.0,806.0,6.152671755725191,0.1,10.0,False
ADANIPORTS,displayed L5 depth scale,median_l5_depth,1088.0,6851.0,6.296875,0.1,10.0,False
ADANIPORTS,L1 imbalance scale,median_abs_l1_imbalance,0.6296296296296297,0.21285140562248997,0.33805811481218995,0.25,4.0,False
ADANIPORTS,one-tick volatility scale,one_tick_return_std,0.0004411553501896168,0.005075927447819152,11.505986373365806,0.1,10.0,True
AXISBANK,received tick cadence,median_gap_ms,750.0,300.0,0.4,0.2,5.0,False
AXISBANK,tail received tick cadence,p90_gap_ms,305452.6999999952,500.0,0.0016369146515974745,0.2,5.0,True
AXISBANK,median spread scale,median_spread_bps,1.5143484515790528,1.518718201837994,1.002885564583491,0.25,4.0,False
AXISBANK,tail spread scale,p90_spread_bps,3.025947499809846,3.716919417187035,1.2283489443953044,0.25,4.0,False
AXISBANK,displayed L1 depth scale,median_l1_depth,249.0,808.0,3.244979919678715,0.1,10.0,False
AXISBANK,displayed L5 depth scale,median_l5_depth,3048.0,6870.0,2.2539370078740157,0.1,10.0,False
AXISBANK,L1 imbalance scale,median_abs_l1_imbalance,0.5495978552278821,0.022408963585434174,0.0407733825237412,0.25,4.0,True
AXISBANK,one-tick volatility scale,one_tick_return_std,0.0004231706657462332,0.004646356688867434,10.979864780262815,0.1,10.0,True
BAJAJ-AUTO,received tick cadence,median_gap_ms,500.0,300.0,0.6,0.2,5.0,False
BAJAJ-AUTO,tail received tick cadence,p90_gap_ms,1250.0,500.0,0.4,0.2,5.0,False
BAJAJ-AUTO,median spread scale,median_spread_bps,2.466273707056009,3.3098491654451747,1.342044541113055,0.25,4.0,False
BAJAJ-AUTO,tail spread scale,p90_spread_bps,4.374433608466025,4.978096375945838,1.137997926477046,0.25,4.0,False
BAJAJ-AUTO,displayed L1 depth scale,median_l1_depth,61.0,806.0,13.21311475409836,0.1,10.0,True
BAJAJ-AUTO,displayed L5 depth scale,median_l5_depth,366.0,6852.5,18.722677595628415,0.1,10.0,True
BAJAJ-AUTO,L1 imbalance scale,median_abs_l1_imbalance,0.5789473684210527,0.0,0.0,0.25,4.0,True
BAJAJ-AUTO,one-tick volatility scale,one_tick_return_std,0.0007120099059319438,0.004688983951655362,6.585559993744736,0.1,10.0,False
BANKBEES,received tick cadence,median_gap_ms,1000.0,300.0,0.3,0.2,5.0,False
BANKBEES,tail received tick cadence,p90_gap_ms,2351.6000000000226,500.0,0.2126211940806239,0.2,5.0,False
BANKBEES,median spread scale,median_spread_bps,3.3338889814976747,3.7793515947204845,1.1336165108361513,0.25,4.0,False
BANKBEES,tail spread scale,p90_spread_bps,5.6550400307047,5.977898853949837,1.057092225959876,0.25,4.0,False
BANKBEES,displayed L1 depth scale,median_l1_depth,403.0,800.0,1.9851116625310175,0.1,10.0,False
BANKBEES,displayed L5 depth scale,median_l5_depth,5262.0,6800.0,1.2922843025465602,0.1,10.0,False
BANKBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8080307101727447,0.32792207792207795,0.4058287312520253,0.25,4.0,False
BANKBEES,one-tick volatility scale,one_tick_return_std,0.0002176645338790533,0.004112415157253356,18.8933634890581,0.1,10.0,True
BHARTIARTL,received tick cadence,median_gap_ms,750.0,300.0,0.4,0.2,5.0,False
BHARTIARTL,tail received tick cadence,p90_gap_ms,3949.100000000017,500.0,0.1266111265858038,0.2,5.0,True
BHARTIARTL,median spread scale,median_spread_bps,2.0929259104232467,1.58202816010101,0.7558930548960908,0.25,4.0,False
BHARTIARTL,tail spread scale,p90_spread_bps,3.1563664413141352,3.648874061718335,1.1560362618096862,0.25,4.0,False
BHARTIARTL,displayed L1 depth scale,median_l1_depth,415.0,806.0,1.9421686746987952,0.1,10.0,False
BHARTIARTL,displayed L5 depth scale,median_l5_depth,3715.0,6851.0,1.8441453566621804,0.1,10.0,False
BHARTIARTL,L1 imbalance scale,median_abs_l1_imbalance,0.5478260869565217,0.07977207977207977,0.14561570117125675,0.25,4.0,True
BHARTIARTL,one-tick volatility scale,one_tick_return_std,0.00043747989030047397,0.004688306587658481,10.716621933041116,0.1,10.0,True
BPCL,received tick cadence,median_gap_ms,1750.0,300.0,0.17142857142857143,0.2,5.0,True
BPCL,tail received tick cadence,p90_gap_ms,448824.0,500.0,0.001114022423043331,0.2,5.0,True
BPCL,median spread scale,median_spread_bps,1.639209900828174,1.6388069485418342,0.9997541789577185,0.25,4.0,False
BPCL,tail spread scale,p90_spread_bps,4.899959167006198,4.86302480142575,0.9924623115577891,0.25,4.0,False
BPCL,displayed L1 depth scale,median_l1_depth,2059.0,810.0,0.39339485186983975,0.1,10.0,False
BPCL,displayed L5 depth scale,median_l5_depth,19762.0,6885.0,0.3483959113450056,0.1,10.0,False
BPCL,L1 imbalance scale,median_abs_l1_imbalance,0.6534859521331946,0.052805280528052806,0.08080553278257761,0.25,4.0,True
BPCL,one-tick volatility scale,one_tick_return_std,0.0006153089784578416,0.00508402912196771,8.262562874850113,0.1,10.0,False
BRITANNIA,received tick cadence,median_gap_ms,1750.0,300.0,0.17142857142857143,0.2,5.0,True
BRITANNIA,tail received tick cadence,p90_gap_ms,450022.8,500.0,0.0011110548176670161,0.2,5.0,True
BRITANNIA,median spread scale,median_spread_bps,2.817562808170932,3.7696729808689096,1.3379197687933906,0.25,4.0,False
BRITANNIA,tail spread scale,p90_spread_bps,5.5975370836831795,5.6888214658196645,1.016307954868683,0.25,4.0,False
BRITANNIA,displayed L1 depth scale,median_l1_depth,35.0,802.0,22.914285714285715,0.1,10.0,True
BRITANNIA,displayed L5 depth scale,median_l5_depth,406.5,6816.0,16.767527675276753,0.1,10.0,True
BRITANNIA,L1 imbalance scale,median_abs_l1_imbalance,0.5420363329108576,0.0,0.0,0.25,4.0,True
BRITANNIA,one-tick volatility scale,one_tick_return_std,0.0004900395431743122,0.004030157810970242,8.224148167440179,0.1,10.0,False
CIPLA,received tick cadence,median_gap_ms,1500.0,300.0,0.2,0.2,5.0,False
CIPLA,tail received tick cadence,p90_gap_ms,447131.60000000003,500.0,0.0011182390150908592,0.2,5.0,True
CIPLA,median spread scale,median_spread_bps,2.803869339687814,2.8266553600442625,1.00812663416013,0.25,4.0,False
CIPLA,tail spread scale,p90_spread_bps,4.90069113575094,4.949095022624755,1.009876951134648,0.25,4.0,False
CIPLA,displayed L1 depth scale,median_l1_depth,136.0,802.0,5.897058823529412,0.1,10.0,False
CIPLA,displayed L5 depth scale,median_l5_depth,1594.0,6816.0,4.27603513174404,0.1,10.0,False
CIPLA,L1 imbalance scale,median_abs_l1_imbalance,0.6756756756756757,0.5685279187817259,0.8414213197969544,0.25,4.0,False
CIPLA,one-tick volatility scale,one_tick_return_std,0.0004395412175018055,0.004040001672512656,9.191405746825236,0.1,10.0,False
DRREDDY,received tick cadence,median_gap_ms,1749.0,300.0,0.17152658662092624,0.2,5.0,True
DRREDDY,tail received tick cadence,p90_gap_ms,446827.0,500.0,0.0011190013137075423,0.2,5.0,True
DRREDDY,median spread scale,median_spread_bps,3.2464897329751126,2.4445893089957185,0.752994621903663,0.25,4.0,False
DRREDDY,tail spread scale,p90_spread_bps,4.86933939295495,4.856333468230749,0.9973290165924726,0.25,4.0,False
DRREDDY,displayed L1 depth scale,median_l1_depth,271.5,802.0,2.9539594843462247,0.1,10.0,False
DRREDDY,displayed L5 depth scale,median_l5_depth,2642.0,6816.0,2.579863739591219,0.1,10.0,False
DRREDDY,L1 imbalance scale,median_abs_l1_imbalance,0.6188312886265104,0.20725388601036268,0.33491177614881196,0.25,4.0,False
DRREDDY,one-tick volatility scale,one_tick_return_std,0.0005422428372631224,0.00388435695260092,7.163500715300445,0.1,10.0,False
