metric,value,description
phase355_market_context_clue_validation_precommit_complete,1,Phase355 precommit completed
phase355_phase354_complete,1,Phase354 evidence present
phase355_phase354_above12_rows,4,Phase354 above-12 rows
phase355_phase354_acceptance_candidate_rows,0,Phase354 acceptance rows
phase355_frozen_scenario_id,P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,Frozen clue
phase355_frozen_trade_rows,14,Frozen clue trade rows
phase355_frozen_annualized_return_pct,24.505496732765117,Frozen clue annualized return
phase355_frozen_net_pnl_inr,1701.7706064420215,Frozen clue net PnL
phase355_event_floor_required,30,Required event floor
phase355_validation_execution_allowed_next,1,Phase356 execution allowed
phase355_strategy_promotion_allowed,0,No promotion
phase355_paper_or_live_acceptance_allowed,0,No paper/live
phase355_deployable_profitability_claim_allowed,0,No deployable claim
phase355_next_best_action,run_phase356_market_context_clue_validation_execution_no_paper_live,Recommended next milestone
