scenario_id,scope,proxy_symbol,lookback_seconds,rule_id,work_order_id,symbol,diagnostic_trade_date,description,side,entry_mid,exit_mid,quantity,proxy_pre_return_bps,proxy_event_return_bps,entry_l2_l5_qty_imbalance,entry_top5_qty_imbalance,gross_pnl_inr,cost200_inr,net_pnl_inr
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,long,3977.3,3970.5,25,0.0,-3.450530292025133,-0.2705882352941176,-0.4911392405063291,-170.00000000000455,165.23180736999998,-335.2318073700045
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,long,1269.25,1273.35,78,0.0,6.034451230665372,-0.5253333333333333,-0.4926151172893136,319.7999999999929,165.17876884720002,154.6212311527929
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,long,1269.25,1273.35,78,0.0,6.034451230665372,-0.5253333333333333,-0.4926151172893136,319.7999999999929,165.17876884720002,154.6212311527929
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-10_KOTAKBANK_106692598,KOTAKBANK,2026-07-10,General Updates,long,377.875,380.15,264,0.0,4.735193414437955,-0.50625,-0.5037364130434783,600.599999999994,165.3602739808,435.239726019194
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-10_KOTAKBANK_106692658,KOTAKBANK,2026-07-10,General Updates,long,377.875,380.15,264,0.0,4.735193414437955,-0.50625,-0.5037364130434783,600.599999999994,165.3602739808,435.239726019194
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-13_SBIN_106694291,SBIN,2026-07-13,General Updates,long,1023.55,1028.1999999999998,97,0.0,-7.685410529013614,-0.838962605548854,-0.6822679860925381,451.0499999999868,165.24605469879998,285.8039453011868
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-14_BHARTIARTL_106696754,BHARTIARTL,2026-07-14,Press Release,long,1933.95,1935.5,51,0.912975203593014,0.3651567435314362,0.1657235246564268,-0.292239138507241,79.04999999999768,165.08139519280002,-86.03139519280234
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695829,HCLTECH,2026-07-14,Outcome of Board Meeting,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-14_HCLTECH_106695847,HCLTECH,2026-07-14,Press Release,long,1199.8,1199.15,83,0.0,11.855688906725614,-0.95661025575773,-0.9576811235537958,-53.94999999998868,165.2729619436,-219.22296194358867
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,long,2197.8,2201.8500000000004,45,0.0,-2.194947961442484,-0.5651483050847458,-0.555785658814393,182.25000000000816,165.146096038,17.10390396200819
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-15_AXISBANK_106697208,AXISBANK,2026-07-15,General Updates,long,1326.85,1342.25,75,0.0,31.746031746031637,-0.9246729815065404,-0.717651678774789,1155.0000000000068,165.35406973,989.6459302700068
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-15_INFY_106697740,INFY,2026-07-15,Updates,long,1079.1999999999998,1085.15,92,0.0,31.016237912788736,-0.543870438704387,-0.5466829218734126,547.4000000000251,165.26017361919995,382.1398263808252
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,short,10303.5,10314.5,9,-0.3644846187489392,10.023692363767545,0.5023923444976076,0.5045871559633027,-99.0,159.846424344,-258.846424344
P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,capacity_selected_events,NIFTYBEES,900,market_neutral_top5_fade,P341_2026-07-16_HDFCBANK_106698807,HDFCBANK,2026-07-16,Appointment,short,814.975,813.9,122,0.0,0.0,0.1781818181818182,0.9198250728862972,131.15000000000555,165.23936302200002,-34.08936302199447
