scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase286_variant_id,lifecycle_family,grid_id
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,2026-07-14,NSE,ITC,1,4,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,scheduled,,100000.0,25000.0,9.592920082938718,16.53624,0.0,-6.943319917061281,-17.358299792653202,-17.358299792653202,75000.0,1,25000.0,0.6553656277518067,0.6984931571020595,0.5063564802086847,14902.447569085656,16277.195074779242,602497.2539453018,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,2,2026-07-14,NSE,ITC,1,4,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,8.449812042252066,16.53624,0.0,-8.086427957747933,0.0,-17.358299792653202,75000.0,1,25000.0,0.6365620302037222,0.5894643857664471,0.5218623652695229,72321.33007425393,27558.553548323944,1125871.2771966625,5.362681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,5,2026-07-14,NSE,ITC,1,4,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,4.250793069216987,16.53624,0.0,-12.285446930783014,0.0,-17.358299792653202,75000.0,1,25000.0,0.5962861143876007,0.690417643802652,0.5210010935091456,14481.750871369812,15751.269539932844,627695.1646212861,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,6,2026-07-14,NSE,ITC,1,4,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,4.960000019517281,16.53624,0.0,-11.576239980482718,0.0,-17.358299792653202,75000.0,1,25000.0,0.6305745709932599,0.5793892296017892,0.5295503534331901,65124.7743159088,25888.098211604745,1098051.3948788375,5.862681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,7,2026-07-14,NSE,ITC,1,4,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,4.37418514660601,16.53624,0.0,-12.16205485339399,0.0,-17.358299792653202,75000.0,1,25000.0,0.5706208761191757,0.583030705879522,0.520036449150813,72947.33319842974,25948.775832375995,1135590.1707728752,5.862681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,8,2026-07-14,NSE,ITC,2,5,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,9.308442090133616,16.53624,0.0,-7.227797909866384,0.0,-17.358299792653202,75000.0,1,25000.0,0.5606969897091901,0.5919752901627374,0.5900844676880309,73310.40073934395,23754.251873192075,1227647.989517454,5.362681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,9,2026-07-14,NSE,ITC,2,5,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,8.926515081680723,16.53624,0.0,-7.6097249183192766,0.0,-17.358299792653202,75000.0,1,25000.0,0.5409318981234742,0.5725894042496514,0.5621915439735979,64344.03017900136,27780.204831566927,1149921.1846397512,5.362681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,13,2026-07-14,NSE,ITC,2,5,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,9.946848572420684,16.53624,0.0,-6.589391427579315,0.0,-17.358299792653202,75000.0,1,25000.0,0.6580002706632484,0.725122001261532,0.5063926879282246,15186.165659475317,17673.171490905224,660946.4840723436,4.915813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,14,2026-07-14,NSE,ITC,2,5,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,5.705582880984464,16.53624,0.0,-10.830657119015536,0.0,-17.358299792653202,75000.0,1,25000.0,0.5922869186726589,0.5767284370681308,0.595665787501978,63119.12593085605,27778.453514263347,1229254.7466982726,5.862681235554827,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
P271_P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,15,2026-07-14,NSE,ITC,2,5,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,1,P285_SIDE_FLIP_REVERSAL_TEST,1,3,100000.0,25000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,75000.0,0.0,5.553828891116336,16.53624,0.0,-10.982411108883664,0.0,-17.358299792653202,75000.0,1,25000.0,0.6400371898355942,0.6670440883548889,0.5003005506871449,13072.503144600174,15888.982485588776,588381.3030936421,5.415813662187011,P286_P285_SIDE_FLIP_REVERSAL_TEST_P285_GRID_ORIG_E0_H3,side_flip_reversal_test,P285_GRID_ORIG_E0_H3
