metric,value,description
phase274_interpretation_complete,1,Phase274 focused capital follow-through interpretation completed
phase274_selected_next_route,P274_FOCUSED_CAPITAL_MULTIDAY_SYNTHETIC_FOLLOWTHROUGH_SEARCH,Selected next route
phase274_phase273_scenario_rows,3600,Phase273 scenarios interpreted
phase274_phase273_cost100_above12_scenario_rows,332,Phase273 cost100 above-12 rows
phase274_phase273_cost200_above12_scenario_rows,121,Phase273 cost200 above-12 rows
phase274_ranked_scope_profile_rows,15,Ranked scope/profile rows
phase274_cost200_survivor_scope_profile_rows,3,Scope/profile rows with 2x-cost above-12 diagnostics
phase274_median_positive_scope_profile_rows,2,Scope/profile rows with median above 12%
phase274_worst_case_positive_scope_profile_rows,0,Scope/profile rows with worst case above 12%
phase274_best_scope_profile,TOP2_PRIORITY_SUBSET:cost200,Best ranked scope/profile
phase274_best_scenario_id,P271_P273_TOP2_PRIORITY_SUBSET_DETERMINISTIC_SHUFFLE_CAP100000_NOT100000_CONC1_COST200,Best scenario ID
phase274_best_order_policy,deterministic_shuffle,Best order policy
phase274_best_max_annualized_pct,102.40387422782716,Best max one-date annualized diagnostic
phase274_best_median_annualized_pct,-24.751087908787973,Best median one-date annualized diagnostic
phase274_portfolio_claim_allowed,0,Robust portfolio claim remains closed
phase274_strategy_replay_allowed,0,No strategy replay unlocked
phase274_strategy_promotion_allowed,0,No strategy promotion unlocked
phase274_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase274_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase274_hard_gate_pass_rows,7,Hard gates passed
phase274_hard_gate_rows,7,Hard gates evaluated
phase274_next_best_action,run_phase275_focused_capital_multiday_synthetic_followthrough_search_no_paper_live,Recommended next milestone
