contract_id,allowed,feature_name,quantile,threshold,fraction_abs_return_ge_1_25x_cost,rule,next_action
P85_ELIGIBLE_FILTER_SEED_01,True,event_intensity,0.99,197.3,0.9473684210526315,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_02,True,event_intensity,0.975,190.1,0.9346637506834335,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_03,True,abs_bar_return,0.99,276.16159960665465,0.9228118538938663,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_04,True,event_intensity,0.95,182.6,0.9182831200990508,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_05,True,event_intensity,0.9,164.3,0.9173434273916036,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_06,True,event_intensity,0.8,148.3,0.8833653318705431,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_07,True,abs_bar_return,0.975,213.41842443330262,0.8686312310658221,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_08,True,event_intensity,0.7,139.5,0.8651362654533756,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_09,True,abs_bar_return,0.95,167.74193548387052,0.863448275862069,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
P85_ELIGIBLE_FILTER_SEED_10,True,abs_bar_return,0.9,126.99911277545884,0.8514967581735412,May be used only as a pre-filter seed; direction and execution logic still require disjoint validation.,combine_with_regime_context_and_validate_direction_out_of_sample
