trade_month,symbol,bars,median_cost_hurdle_bps,p75_cost_hurdle_bps,p90_cost_hurdle_bps,median_spread_cross_bps,median_abs_next_return_bps,p90_abs_next_return_bps,p95_abs_next_return_bps,p99_abs_next_return_bps,fraction_abs_return_ge_1_0x_cost,fraction_abs_return_ge_1_25x_cost,fraction_abs_return_ge_1_5x_cost,fraction_abs_return_ge_2_0x_cost,cost_budget_status
2026-01,ADANIPORTS,363,12.104975569767898,13.723794247013206,15.485164500419815,2.224570379845266,36.12315216183215,127.00751170204067,276.854143611589,417.09213532112716,0.7851239669421488,0.7355371900826446,0.6473829201101928,0.6033057851239669,tail_edge_available
2026-01,AXISBANK,361,11.044641475185657,12.179019719548243,14.51524643678161,1.5176809834571043,37.083735073796255,132.51155624037003,171.56665324204567,360.7422391109154,0.9002770083102493,0.8365650969529086,0.7867036011080333,0.7174515235457064,tail_edge_available
2026-01,BAJAJ-AUTO,357,13.180317274242572,15.336504177492337,16.027121161440185,2.9414648494950484,39.92395437262264,129.927436752304,214.44598639784346,392.6096997690531,0.7927170868347339,0.7450980392156863,0.7254901960784313,0.6470588235294118,tail_edge_available
2026-01,BANKBEES,359,14.286514648829545,16.51889507750809,17.77604697573836,3.678929765886364,32.275866682276444,102.34406304260757,233.43108504398913,347.33863672015525,0.7214484679665738,0.6852367688022284,0.6545961002785515,0.5376044568245125,tail_edge_available
2026-01,BHARTIARTL,362,11.153807294470873,11.943017428156459,14.291528732246007,1.5904581963139153,35.161374967198626,115.71582346609266,207.9230858334302,469.3710863054712,0.8342541436464088,0.7955801104972375,0.7513812154696132,0.6602209944751382,tail_edge_available
2026-01,BPCL,364,11.221305068329281,11.24992013236239,16.189087085954135,1.6354567122195207,38.3714195292717,132.55483667350188,198.25268817204255,468.8965996721974,0.8351648351648352,0.760989010989011,0.739010989010989,0.6648351648351648,tail_edge_available
2026-01,BRITANNIA,358,14.38399420441782,15.81748909314361,17.22684688490583,3.7439161362785476,30.254325423088034,100.14975664545122,187.7099387472836,347.36833964126436,0.7569832402234636,0.6983240223463687,0.664804469273743,0.547486033519553,tail_edge_available
2026-01,CIPLA,361,12.973039756114414,14.09861040511727,16.282612235024686,2.80327983740961,35.94080338266359,107.86579813686359,156.6900137194005,280.86419753086454,0.850415512465374,0.8088642659279779,0.7506925207756233,0.6177285318559557,tail_edge_available
2026-01,DRREDDY,361,12.428442108344978,13.651727357968698,16.119259426611404,2.440214738896653,35.694005029609514,103.82255781028692,152.62767098424223,326.6456640689741,0.7811634349030471,0.7229916897506925,0.6509695290858726,0.5789473684210527,tail_edge_available
2026-01,GOLDBEES,361,10.0566690937208,10.074740209059634,12.636425682111382,0.8590327291472002,28.135390911416813,93.59312515953344,204.96323529411774,446.27375426919866,0.8254847645429363,0.7700831024930748,0.7008310249307479,0.6066481994459834,tail_edge_available
2026-01,HCLTECH,358,12.461488351936687,13.750275640487612,16.233345024529893,2.462245567957791,46.68413675025962,138.66097801115694,202.7484001473098,352.6361164225046,0.8631284916201117,0.8268156424581006,0.8072625698324022,0.6927374301675978,tail_edge_available
2026-01,HDFCBANK,357,10.602757964775368,11.543499301837917,13.392896574655616,1.2230919765169124,37.43020187764512,132.51972386587818,183.11075045656312,399.8282488589958,0.8431372549019608,0.8235294117647058,0.7843137254901961,0.7058823529411765,tail_edge_available
2026-01,HINDUNILVR,359,11.59964430391662,12.352692002102948,15.18111700726806,1.8876828692777465,33.427495291902254,113.01044634378088,206.45916556955498,391.59089815750116,0.8050139275766016,0.7743732590529248,0.713091922005571,0.637883008356546,tail_edge_available
2026-01,ICICIBANK,357,10.906547542946752,11.983554083601529,14.179922064690638,1.425618361964502,39.68826670515124,132.94944361675866,160.2834844399252,371.9269785581215,0.8795518207282913,0.8067226890756303,0.803921568627451,0.7058823529411765,tail_edge_available
2026-01,INFY,357,11.496881142441332,12.939034820651294,15.683111702009958,1.8191740949608877,43.73974849644302,137.27111336650003,186.41180923542498,376.54320490896276,0.8235294117647058,0.8011204481792717,0.7619047619047619,0.7170868347338936,tail_edge_available
2026-01,ITBEES,362,13.452692142411259,13.522478161648548,18.14868979579067,3.12304809494084,31.25976867771163,105.78108658027239,162.09063843863558,447.0717390021829,0.8232044198895028,0.7154696132596685,0.6823204419889503,0.5580110497237569,tail_edge_available
2026-01,ITC,356,11.449085147453083,11.474968921582539,16.876228108107803,1.7873100983020556,30.075272208892613,101.6586409844844,208.0928533968851,422.70218335300814,0.7303370786516854,0.6825842696629213,0.6460674157303371,0.5786516853932584,tail_edge_available
2026-01,JUNIORBEES,360,14.347189872032278,15.527660608745133,17.834797568269575,3.719379914688186,28.438586912605814,98.49844513757378,193.87509799284453,431.80793406193345,0.7444444444444445,0.6583333333333333,0.6111111111111112,0.49444444444444446,tail_edge_available
2026-01,KOTAKBANK,359,12.726948186856916,14.69229061611352,14.894839584613448,2.6392187912379437,37.169786273728576,126.30722917350255,178.6763224545052,377.8841113912511,0.7855153203342619,0.7437325905292479,0.724233983286908,0.6323119777158774,tail_edge_available
2026-01,LT,358,10.695001278421499,11.081655560635687,14.180281919831243,1.2845875189476659,39.788813222126905,116.92680545983315,171.38098615394844,305.1007309644952,0.8016759776536313,0.7430167597765364,0.7122905027932961,0.659217877094972,tail_edge_available
2026-01,M&M,360,10.675303848691671,11.169272553225548,14.042988732076717,1.2714558991277813,34.54783916061466,122.34962526423642,152.30853013986479,311.80715215403416,0.8388888888888889,0.8111111111111111,0.7472222222222222,0.6888888888888889,tail_edge_available
2026-01,MARUTI,361,13.153764324245303,14.264236077971567,15.351398472679394,2.9237628828302022,38.107115637774356,120.02892263195952,151.80127832655432,375.3078996139319,0.8337950138504155,0.7811634349030471,0.7451523545706371,0.6648199445983379,tail_edge_available
2026-01,NESTLEIND,358,12.956894085451228,14.150251324004305,16.224983871453972,2.7925160569674863,30.147310722851152,101.03989969762029,144.77549307595484,273.79770180167685,0.7821229050279329,0.7122905027932961,0.6731843575418994,0.5782122905027933,tail_edge_available
2026-01,NIFTYBEES,357,10.959580608496061,11.510350347348865,14.239379232395962,1.460973738997374,26.14189238254294,85.5811938034856,155.0622096623948,306.3667018693942,0.8011204481792717,0.7563025210084033,0.7142857142857143,0.5882352941176471,tail_edge_available
2026-01,ONGC,357,11.82934448979557,12.444290247528937,14.867475761410205,2.04081632653038,37.24548915742365,124.42430252094817,159.54569864790147,392.0538456938242,0.8375350140056023,0.7871148459383753,0.7394957983193278,0.6330532212885154,tail_edge_available
2026-01,RELIANCE,362,11.076700223163018,12.210066812686673,13.426765356913291,1.5390534821086783,42.822323657020206,135.8443964186473,163.55855033234693,388.8143808071091,0.7983425414364641,0.7817679558011049,0.7292817679558011,0.6712707182320442,tail_edge_available
2026-01,SBIN,358,11.658293410403967,13.098062454818336,14.606854580530745,1.9267822736026445,36.633567916708465,116.11080610107862,196.39621235149383,405.88984056788826,0.8463687150837989,0.7960893854748603,0.7849162011173184,0.6508379888268156,tail_edge_available
2026-01,SUNPHARMA,358,11.882899637735516,12.756692499301392,15.073720953700134,2.0765197584903436,32.45563524053807,93.40489214573199,144.54109205499492,278.4882068769534,0.7737430167597765,0.7402234636871509,0.6899441340782123,0.6061452513966481,tail_edge_available
2026-01,TCS,357,11.53169606743157,12.223704224106154,14.313406506469816,1.84238404495438,40.411462160176995,129.39975543690463,184.80903336804872,355.43302063929644,0.7955182072829131,0.7703081232492998,0.7619047619047619,0.6834733893557423,tail_edge_available
2026-01,TECHM,359,13.81284993879061,14.848655598174396,16.881381149047275,3.3631532925270737,46.0859832773719,141.57010536866687,217.37590638694158,386.0218375455109,0.8551532033426184,0.8161559888579387,0.7632311977715878,0.6796657381615598,tail_edge_available
2026-01,ULTRACEMCO,359,12.663212183848351,13.970582498916153,16.609207297438576,2.596728122565567,46.86686339177237,119.3157780254421,178.4496547814278,322.80363377894764,0.7771587743732591,0.7381615598885793,0.6880222841225627,0.6350974930362117,tail_edge_available
2026-01,WIPRO,358,12.141939163293374,12.991806433519116,14.732673914837044,2.2492127755289166,42.267333825393166,133.31693850773118,151.04444894193514,330.27212774819,0.8379888268156425,0.8296089385474861,0.7877094972067039,0.7178770949720671,tail_edge_available
2026-02,ADANIPORTS,394,12.892625059392874,14.704347951153323,16.4678861552501,2.7496700395952485,40.5848883500759,162.46865118307642,181.3703537841471,332.4878694309663,0.8553299492385786,0.8197969543147208,0.7868020304568528,0.682741116751269,tail_edge_available
2026-02,AXISBANK,389,11.058196335877863,12.264080223741718,14.475361432442597,1.5267175572519085,43.15797306347014,150.95323126556409,209.51687961118077,407.0582936259649,0.8534704370179949,0.8226221079691517,0.7994858611825193,0.7197943444730077,tail_edge_available
2026-02,BAJAJ-AUTO,390,13.908878873929009,17.956697890867968,19.78538037458685,3.427172582619339,42.269012006040384,208.9223249796346,244.65812087068554,395.7910055274008,0.7794871794871795,0.7384615384615385,0.7102564102564103,0.6307692307692307,tail_edge_available
2026-02,BANKBEES,391,14.778036361997522,15.41467657242167,22.06575656672754,4.006610907998349,32.44970296040983,142.59888151114342,196.28099173553792,323.68568915150064,0.7237851662404092,0.659846547314578,0.6086956521739131,0.4961636828644501,tail_edge_available
2026-02,BHARTIARTL,392,11.150206707955808,14.171856297668674,14.509589816273337,1.5880578053038723,44.27375046674342,160.96140884006624,195.77182874708842,405.2988487620268,0.8673469387755102,0.8418367346938775,0.8061224489795918,0.7397959183673469,tail_edge_available
2026-02,BPCL,394,11.239696866040534,11.298484372469348,16.225859476301245,1.6477179106936892,44.70198675496806,175.41552628577946,214.65705181955565,367.0816042728515,0.868020304568528,0.8299492385786802,0.7868020304568528,0.7081218274111675,tail_edge_available
2026-02,BRITANNIA,388,15.797832250445214,15.930075691367456,21.978805977101477,4.686474833630143,34.9948444712328,169.41867598388924,196.18149584251802,273.17723205787183,0.7757731958762887,0.7345360824742269,0.6726804123711341,0.5231958762886598,tail_edge_available
2026-02,CIPLA,386,14.01654557516574,14.121056978088646,18.510840644691463,3.4989503834438267,30.44151208022816,143.7133362245302,188.71275439461823,305.48451264563846,0.7797927461139896,0.7176165803108808,0.655440414507772,0.5544041450777202,tail_edge_available
2026-02,DRREDDY,392,12.453321867169226,15.96006502157638,17.70733334922498,2.456801244779484,31.403494645302345,149.40717433505,198.4807645185005,342.9101366633345,0.7372448979591837,0.7117346938775511,0.6556122448979592,0.5816326530612245,tail_edge_available
2026-02,GOLDBEES,391,10.057555227370807,10.078278092410287,12.651112492881328,0.8596234849138717,30.006858710562856,109.91841992271434,156.7837435403341,218.01787828030825,0.8439897698209718,0.7928388746803069,0.731457800511509,0.6572890025575447,tail_edge_available
2026-02,HCLTECH,387,12.489896527996313,13.827148000760364,16.207612142870644,2.481184351997542,42.75261037572919,167.24094461719295,210.55340275044253,314.67068373922433,0.8320413436692506,0.7984496124031008,0.7390180878552972,0.6692506459948321,tail_edge_available
2026-02,HDFCBANK,391,10.612117787203074,11.606699448684791,13.362863613306377,1.2293318581353831,44.97012258978694,147.06768730034403,198.76437910226753,323.0314995252175,0.8388746803069054,0.8337595907928389,0.8260869565217391,0.731457800511509,tail_edge_available
2026-02,HINDUNILVR,392,12.29744877052368,12.37701231065345,15.356378259724112,2.352885847015786,34.08718585785009,122.63322250864374,176.53047059368225,279.5131344536044,0.7831632653061225,0.7346938775510204,0.6913265306122449,0.5816326530612245,tail_edge_available
2026-02,ICICIBANK,389,10.922673289284933,12.070629907529472,14.153342948230057,1.4363688595232889,45.64581698880299,147.7166541842174,219.68414339603277,286.23146056901004,0.8560411311053985,0.7917737789203085,0.7686375321336761,0.7095115681233933,tail_edge_available
2026-02,INFY,394,11.516631223087806,12.972847602814248,15.64948526286815,1.8323408153918714,43.01477463998449,143.85217225861277,216.94491563253538,296.3447695615606,0.8730964467005076,0.8401015228426396,0.8020304568527918,0.733502538071066,tail_edge_available
2026-02,ITBEES,391,13.467368120301192,13.54366918815716,18.2258753593945,3.1328320802007945,34.29996881820996,138.5894672004939,169.5437731196048,326.6583229036299,0.7621483375959079,0.6777493606138107,0.6265984654731458,0.578005115089514,tail_edge_available
2026-02,ITC,396,11.46450684163252,12.788291512001848,16.85655883171836,1.797591227755013,32.2985824511024,137.0819672754542,184.04907975460128,294.530154277699,0.8156565656565656,0.7777777777777778,0.7222222222222222,0.6111111111111112,tail_edge_available
2026-02,JUNIORBEES,391,14.929154026877818,15.624593073948578,19.641906407767035,4.107356017918545,30.85144833996134,129.1383866120932,178.06033281831836,239.52132845858458,0.7084398976982097,0.6854219948849105,0.6470588235294118,0.4859335038363171,tail_edge_available
2026-02,KOTAKBANK,394,12.736374037685472,14.72525412441879,16.74896596967256,2.6455026917903157,41.267867214790364,164.1693811074929,218.90016017084957,271.1379900761508,0.8274111675126904,0.7766497461928934,0.7131979695431472,0.6472081218274112,tail_edge_available
2026-02,LT,390,11.064682824451424,11.127166945033848,14.139554877603457,1.531041882967617,35.85929145687283,141.70498228687654,183.24111913406173,270.40886905554237,0.8512820512820513,0.823076923076923,0.7692307692307693,0.6948717948717948,tail_edge_available
2026-02,M&M,392,11.15528659239926,11.220623188254145,14.039163907864978,1.5914443949328407,36.791295871198,142.23075793037142,200.42697695605295,313.5934917187944,0.8520408163265306,0.8341836734693877,0.7602040816326531,0.7091836734693877,tail_edge_available
2026-02,MARUTI,389,14.267460079190496,14.385676737323045,16.611208271021116,3.6662267194603313,38.604305864884395,142.16347358899688,206.5113544499153,268.6661177989179,0.7763496143958869,0.7146529562982005,0.6812339331619537,0.5809768637532133,tail_edge_available
2026-02,NESTLEIND,398,14.0125085043004,14.113807811831789,17.16031525840944,3.4962590028669327,37.079062274486546,118.77441623413577,148.4601574368183,354.93851236310064,0.7713567839195979,0.7160804020100503,0.678391959798995,0.6256281407035176,tail_edge_available
2026-02,NIFTYBEES,390,11.483740247664567,13.454310842159515,14.282420419086833,1.8104134984430449,29.160895239486173,122.04984927578822,163.77046821289568,202.37347402157394,0.7384615384615385,0.6897435897435897,0.6666666666666666,0.5871794871794872,tail_edge_available
2026-02,ONGC,391,12.406100516593199,12.51328249843948,14.907106657936012,2.425320344395466,40.88206144697848,152.99198025909953,197.60485382941783,281.71241709868576,0.8465473145780051,0.8184143222506394,0.7544757033248082,0.6879795396419437,tail_edge_available
2026-02,RELIANCE,390,11.095686155682145,12.33494849919818,13.434451431059813,1.551710770454764,42.56307073208454,137.56935471612053,194.43590058809073,320.91730481057675,0.8615384615384616,0.7923076923076923,0.7410256410256411,0.7076923076923077,tail_edge_available
2026-02,SBIN,390,11.678622068454052,13.236617921220779,14.580947462921257,1.9403347123027017,40.01561585008639,145.9784371720274,205.87857438156092,311.3924993012288,0.8487179487179487,0.8153846153846154,0.7871794871794872,0.7256410256410256,tail_edge_available
2026-02,SUNPHARMA,390,12.659170845486825,12.747322037351442,15.028162249110972,2.594033896991217,36.57332323406759,127.10550790534292,172.5965021032889,240.7253022092537,0.7794871794871795,0.7461538461538462,0.676923076923077,0.6230769230769231,tail_edge_available
2026-02,TCS,390,12.215761812999908,12.307358355905809,14.321027693715052,2.298427875333272,43.914390052235404,159.93208536403432,226.0028342033795,285.7788556682143,0.8846153846153846,0.7974358974358975,0.7666666666666667,0.7076923076923077,tail_edge_available
2026-02,TECHM,390,14.77032086702826,14.89181871402327,18.014695342465988,4.001467244685507,46.87369663039176,155.42007186580722,192.65593526042946,330.21448502793123,0.8512820512820513,0.8153846153846154,0.782051282051282,0.6051282051282051,tail_edge_available
2026-02,ULTRACEMCO,390,12.678783074650212,14.099557711036077,16.59182596173266,2.6071087164334754,40.55919917155704,129.31034482758673,176.83772538141574,265.3693903512928,0.823076923076923,0.7923076923076923,0.7487179487179487,0.6435897435897436,tail_edge_available
2026-02,WIPRO,389,12.963689478630089,13.09238199261968,14.849083687959594,2.7970463190867263,42.73747791896931,151.1337559859629,210.84998619581822,320.51870500918903,0.8483290488431876,0.8097686375321337,0.7763496143958869,0.7069408740359897,tail_edge_available
2026-03,ADANIPORTS,395,12.78935210551713,13.022714962559565,15.383334994487507,2.680821403678087,46.90641054277522,115.72921775814083,146.4227127684808,399.8534594618827,0.8075949367088607,0.7645569620253164,0.739240506329114,0.6810126582278481,tail_edge_available
2026-03,AXISBANK,392,11.044987030965391,11.074393062730364,14.435597792295308,1.5179113539769278,45.076018030407724,111.44389118710808,146.58683933453304,446.90200132929385,0.8469387755102041,0.8010204081632653,0.7602040816326531,0.6836734693877551,tail_edge_available
2026-03,BAJAJ-AUTO,387,13.812074460296873,13.959715183085624,16.050026888683917,3.362636306864582,41.89603936278985,117.63453697617089,180.48295575094838,369.7102564445567,0.7829457364341085,0.7596899224806202,0.7338501291989664,0.6718346253229974,tail_edge_available
2026-03,BANKBEES,390,14.534862047594109,14.98712860710791,17.31484208070838,3.8444946983960726,32.850751935553646,81.88348490839603,112.71171850550732,277.7179391424717,0.7487179487179487,0.717948717948718,0.658974358974359,0.5743589743589743,tail_edge_available
2026-03,BHARTIARTL,389,11.138037842848114,11.896378602711158,14.27964170489738,1.5799452285654094,47.755491881565916,106.533162948222,131.5174238148749,427.45204586209,0.8251928020565553,0.7712082262210797,0.7197943444730077,0.6580976863753213,tail_edge_available
2026-03,BPCL,390,11.227136393442343,11.260228323641517,16.105475291048982,1.6393442622948955,49.22874958976031,108.76418663303689,157.98807028856942,367.7966101694918,0.8923076923076924,0.8282051282051283,0.8025641025641026,0.7205128205128205,tail_edge_available
2026-03,BRITANNIA,393,15.578871907010534,15.775501108100531,17.263342537167524,4.540501271340356,36.09106052193223,98.36843061781079,127.22990073295429,340.7643669728856,0.7404580152671756,0.6666666666666666,0.6183206106870229,0.5419847328244275,tail_edge_available
2026-03,CIPLA,395,13.024344728665431,14.05241507503699,16.141922774543055,2.837483152443621,34.729605216528014,78.69628804234364,106.10079575596787,322.43288921382253,0.7822784810126582,0.7443037974683544,0.7164556962025317,0.6227848101265823,tail_edge_available
