feature_name,quantile,threshold,selected_bars,selected_fraction,mean_abs_next_return_bps,median_abs_next_return_bps,median_cost_hurdle_bps,fraction_abs_return_ge_1x_cost,fraction_abs_return_ge_1_25x_cost,fraction_abs_return_ge_1_5x_cost,candidate_budget_status
event_intensity,0.99,197.3,1463,0.010091395068115192,172.07968318952632,162.90726817042466,15.585682039814563,0.9583048530416951,0.9473684210526315,0.9357484620642516,eligible_filter_seed
event_intensity,0.975,190.1,3658,0.025231936540782894,156.96367683799582,140.50206069688986,15.817452272783143,0.9436850738108256,0.9346637506834335,0.9218151995626025,eligible_filter_seed
abs_bar_return,0.99,276.16159960665465,1451,0.010008622176237282,137.18256426682802,126.36847044103838,15.485164500419815,0.9359062715368711,0.9228118538938663,0.90144727773949,eligible_filter_seed
event_intensity,0.95,182.6,7269,0.05013967925504397,146.79054032793422,125.01554919766234,15.952028045977245,0.9301141835190535,0.9182831200990508,0.9027376530471867,eligible_filter_seed
event_intensity,0.9,164.3,14530,0.10022417658216934,146.66104166490038,124.32715667127114,15.771956953630438,0.931452167928424,0.9173434273916036,0.9019958706125258,eligible_filter_seed
event_intensity,0.8,148.3,29168,0.20119330919123987,110.49023122070892,85.47008547008517,14.468363225011167,0.9042443773998903,0.8833653318705431,0.8619377399890291,eligible_filter_seed
abs_bar_return,0.975,213.41842443330262,3631,0.025045697534057595,119.9690139237906,98.61558884885157,14.824321550387598,0.8898375103277334,0.8686312310658221,0.8416414210961167,eligible_filter_seed
event_intensity,0.7,139.5,43518,0.30017589239524056,94.53456175207526,71.23357788773265,14.179131408215104,0.8898157084424836,0.8651362654533756,0.840020221517533,eligible_filter_seed
abs_bar_return,0.95,167.74193548387052,7250,0.050008622176237284,109.22445071079093,86.17350890782083,14.548785051750714,0.886896551724138,0.863448275862069,0.8337931034482758,eligible_filter_seed
abs_bar_return,0.9,126.99911277545884,14498,0.10000344887049491,96.42091582230466,71.21277514026802,14.17488927513216,0.87667264450269,0.8514967581735412,0.8208028693612912,eligible_filter_seed
event_intensity,0.5,126.3,72491,0.5000241420934644,77.93737401875701,57.958414837354645,13.397749629629866,0.8696941689313156,0.8400215199128168,0.8096867197307251,eligible_filter_seed
abs_bar_return,0.8,86.60249192844877,28995,0.2,84.94596353820737,60.52295616814085,13.655705532746822,0.8677013278151405,0.8359717192619417,0.805863079841352,eligible_filter_seed
abs_bar_return,0.7,65.52718815665591,43493,0.3000034488704949,77.15234724141797,54.80242284395587,13.2224629844098,0.8587588807394293,0.8262479019612351,0.7940818062676752,eligible_filter_seed
abs_bar_return,0.5,38.10082063305798,72489,0.5000103466114847,68.7360175742103,48.98838975162856,12.949188123536388,0.8466525955662239,0.8103850239346659,0.7755935383299535,eligible_filter_seed
abs_l1_imbalance,0.99,0.7410850559598775,1451,0.010008622176237282,50.449142944480556,39.4058805698716,13.435201518357736,0.822880771881461,0.7698139214334941,0.7319090282563749,eligible_filter_seed
abs_microprice_dev_bps,0.975,1.4470054349986303,3627,0.025018106570098293,81.77565531409897,53.627760252366045,18.070445581394818,0.8136200716845878,0.76895505927764,0.7328370554177006,eligible_filter_seed
abs_microprice_dev_bps,0.99,2.2157763764837903,1450,0.010001724435247456,93.16643562018703,59.69211435752353,18.231842397476477,0.8262068965517242,0.7662068965517241,0.7324137931034482,eligible_filter_seed
