forbidden_output,emitted_in_phase212,allowed_in_phase212,rationale
model_fit,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
model_prediction,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
strategy_replay,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
test_replay_execution,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
test_result,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
promotion,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
paper_live_acceptance,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
order_arrival,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
fill_model,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
pnl_replay,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
profitability_claim,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
threshold_widening,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
row_level_prediction_export,0,0,"Phase212 closes/reprecommits research direction only; it emits no fit, replay, prediction, P&L, promotion, paper/live, or threshold-widening artifact."
