metric,value,description
phase337_cost_stress_holdout_validation_precommit_complete,1,Phase337 precommit completed
phase337_candidate_rows_frozen,32,Frozen candidate rows
phase337_best_frozen_candidate,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,Best frozen candidate
phase337_best_frozen_annualized_return_pct,19.32314001122077,Best training annualized return carried into holdout precommit
phase337_best_frozen_scheduled_events,47,Best frozen candidate scheduled events
phase337_candidate_lanes_frozen,P334_LANE_B_TURNOVER_COMPRESSION;P334_LANE_C_SPREAD_AND_BOOK_QUALITY_MARGIN;P334_LANE_D_HORIZON_AND_EXIT_MARGIN,Frozen candidate lanes
phase337_attached_passive_aware_charter_reconciled,1,Attached passive-aware charter reconciled
phase337_passive_fill_model_required,1,Passive fill probability required
phase337_adverse_selection_penalty_required,1,Passive adverse-selection penalty required
phase337_forced_flatten_cost_required,1,Forced flatten cost required
phase337_maker_rebate_allowed,0,No maker rebate
phase337_cost_profile_required,zerodha_2x_all_in_cost_proxy,Required cost profile
phase337_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned cost model
phase337_annualized_threshold_pct,12.0,Required annualized threshold
phase337_robust_event_floor,30,Required scheduled-event floor
phase337_full_depth_required,1,Full top-five depth required
phase337_levels_2_to_5_required,1,Levels 2-5 materiality required
phase337_l1_only_allowed,0,No L1-only variants
phase337_net_edge_live_mask_allowed,0,No lookahead masks
phase337_strategy_replay_allowed,0,No replay
phase337_strategy_promotion_allowed,0,No promotion
phase337_paper_or_live_acceptance_allowed,0,No paper/live
phase337_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase337_phase338_execution_allowed_next,1,Phase338 execution allowed next
phase337_contract_rows,30,Holdout contract rows
phase337_phase338_work_order_rows,8,Phase338 work-order rows
phase337_hard_gate_pass_rows,12,Passed hard gates
phase337_hard_gate_rows,12,Hard gates
phase337_next_best_action,run_phase338_cost_stress_holdout_validation_execution_no_replay,Recommended next action
