metric,value,description
phase273_followthrough_search_complete,1,Phase273 focused capital-aware follow-through search completed
phase273_selected_route,P273_FOCUSED_CAPITAL_AWARE_CANDIDATE_FOLLOWTHROUGH_SEARCH,Selected route
phase273_priority_candidate_rows,2,Priority Phase272 candidates used
phase273_priority_candidates,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,Priority candidate IDs
phase273_scope_rows,3,Candidate/subset scopes
phase273_order_policy_rows,5,Order policies evaluated
phase273_scenario_rows,3600,Follow-through scenarios evaluated
phase273_cost100_above12_scenario_rows,332,Cost100 above-12 one-date diagnostic rows
phase273_cost200_above12_scenario_rows,121,Cost200 above-12 one-date diagnostic rows
phase273_cost200_positive_scope_profile_rows,3,Scope/profile rows with any 2x-cost above-12 diagnostics
phase273_best_scenario_id,P271_P273_TOP2_PRIORITY_SUBSET_TIME_REVERSE_RANK_CAP100000_NOT125000_CONC1_COST100,Best follow-through scenario
phase273_best_scope_id,TOP2_PRIORITY_SUBSET,Best follow-through scope
phase273_best_scope_candidate_id,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,Best follow-through candidate scope
phase273_best_order_policy,time_reverse_rank,Best order policy
phase273_best_cost_profile,cost100,Best cost profile
phase273_best_realized_net_pnl_inr,756.4893251437448,Best realized net P&L
phase273_best_mechanical_one_date_annualized_portfolio_return_pct,190.6353099362237,Best one-date annualized diagnostic
phase273_best_scheduled_event_rows,6,Best scheduled event rows
phase273_best_notional_turnover_x_initial_capital,6.0,Best notional turnover / capital
phase273_portfolio_claim_allowed,0,Robust portfolio claim remains closed
phase273_strategy_replay_allowed,0,No strategy replay unlocked
phase273_strategy_promotion_allowed,0,No strategy promotion unlocked
phase273_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase273_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase273_hard_gate_pass_rows,8,Hard gates passed
phase273_hard_gate_rows,8,Hard gates evaluated
phase273_next_best_action,run_phase274_focused_capital_followthrough_interpretation_no_paper_live,Recommended next milestone
