strategy_id,strategy_name,evidence_scope,current_decision,synthetic_experiment_allowed,synthetic_strategy_acceptance_ready,paper_or_live_acceptance_ready,synthetic_replay_available,synthetic_replay_source,synthetic_trade_rows,execution_profiles,positive_after_cost_profiles,realistic_positive_profiles,best_mean_net_return,experiment_status,next_action
S01,Momentum/breakout filtered by MLOFI,runnable_proxy_event_replay_salvage_feature_edge,reject_current_signal_form_redesign_required,True,False,False,True,phase25_event_order_replay,4377,3,0,0,-0.0004848580471773,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S02,Pure multi-level OFI directional model,runnable_proxy_event_replay_salvage_feature_edge,reject_current_signal_form_redesign_required,True,False,False,True,phase25_event_order_replay,27321,3,0,0,-0.0003359158195518,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S03,Liquidity-vacuum breakout,partial_proxy_label_replay,reject_current_proxy_label_execution_form,True,False,False,True,phase29_partial_proxy_replay,22469,3,0,0,-7.908035077265789e-05,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S04,Trade-flow plus depth confirmation,partial_proxy_label_replay,reject_current_proxy_label_execution_form,True,False,False,True,phase29_partial_proxy_replay,112654,3,0,0,-8.448318988038741e-05,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S05,Microprice entry/exit filter,runnable_proxy_event_replay_salvage_feature_edge,reject_current_signal_form_redesign_required,True,False,False,True,phase25_event_order_replay,8475,3,0,0,-0.0009746550000831,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S06,Absorption and exhaustion reversal,partial_proxy_label_replay,reject_current_proxy_label_execution_form,True,False,False,True,phase29_partial_proxy_replay,208728,3,0,0,-0.0001090379657019,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S07,Mean reversion after imbalance,runnable_proxy_event_replay_salvage_feature_edge,reject_current_signal_form_redesign_required,True,False,False,True,phase25_event_order_replay,6355,3,0,0,-0.0008731827160589,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S08,Cross-ticker/index lead-lag OFI,partial_proxy_label_replay,reject_current_proxy_label_execution_form,True,False,False,True,phase29_partial_proxy_replay,398772,3,0,0,-0.0001214003467601,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S09,Pure queue-imbalance scalping,runnable_proxy_event_replay_salvage_feature_edge,reject_current_signal_form_redesign_required,True,False,False,True,phase25_event_order_replay,8475,3,0,0,-0.0009819207901266,synthetic_experiment_allowed_redesign_required,Continue synthetic-only redesign/diagnostics; do not promote until realistic after-cost replay turns positive.
S10,Passive market making,non_alpha_control_or_risk_filter,non_alpha_control_do_not_promote,True,False,False,False,none,0,0,0,0,0.0,control_or_risk_plumbing_allowed,Use only as execution/risk control plumbing; exclude from alpha promotion.
S11,Spoof-like wall filter,non_alpha_control_or_risk_filter,non_alpha_control_do_not_promote,True,False,False,False,none,0,0,0,0,0.0,control_or_risk_plumbing_allowed,Use only as execution/risk control plumbing; exclude from alpha promotion.
