candidate_id,family_id,signal_source,direction,feature_filter,horizon_event_bars,threshold_quantile,event_window_score_threshold,abs_bar_return_bps_threshold,abs_l5_imbalance_threshold,abs_microprice_dev_threshold,train_months,test_months
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H3_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H3_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H3_Q0_99,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H6_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H6_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H6_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H6_Q0_99,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H12_Q0_9,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H12_Q0_95,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H12_Q0_975,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_CONTINUATION_H12_Q0_99,P231_EVENT_CONTINUATION,bar_return,continuation,event_window_score_and_abs_bar_return,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H3_Q0_9,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H3_Q0_95,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H3_Q0_975,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H3_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H6_Q0_9,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H6_Q0_95,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H6_Q0_975,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H6_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H12_Q0_9,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H12_Q0_95,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H12_Q0_975,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_EVENT_REVERSAL_H12_Q0_99,P231_EVENT_REVERSAL,bar_return,reversal,event_window_score_and_abs_bar_return,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_95,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H3_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_95,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H6_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_9,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_95,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_975,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_CONTINUATION_H12_Q0_99,P231_L5_IMBALANCE_CONTINUATION,avg_l5_imbalance,continuation,event_window_score_and_abs_l5_imbalance,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H3_Q0_9,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H3_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H3_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H3_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H6_Q0_9,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H6_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H6_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H6_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H12_Q0_9,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H12_Q0_95,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H12_Q0_975,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_L5_IMBALANCE_REVERSAL_H12_Q0_99,P231_L5_IMBALANCE_REVERSAL,avg_l5_imbalance,reversal,event_window_score_and_abs_l5_imbalance,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H3_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H3_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H3_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H3_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H6_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H6_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H6_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H6_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H12_Q0_9,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H12_Q0_95,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H12_Q0_975,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_CONTINUATION_H12_Q0_99,P231_MICROPRICE_CONTINUATION,avg_microprice_dev,continuation,event_window_score_and_abs_microprice_dev,12,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H3_Q0_9,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,3,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H3_Q0_95,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,3,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H3_Q0_975,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,3,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H3_Q0_99,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,3,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H6_Q0_9,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H6_Q0_95,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H6_Q0_975,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.975,89.97659767554299,215.81341333591465,0.7398076536917628,0.00015291091108960716,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H6_Q0_99,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,6,0.99,115.81745366280154,278.87648325239047,0.7411123125345784,0.00022700450492660042,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H12_Q0_9,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.9,54.31623670900108,124.33434678150938,0.5738900220534322,0.00010256952769442333,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
P231_MICROPRICE_REVERSAL_H12_Q0_95,P231_MICROPRICE_REVERSAL,avg_microprice_dev,reversal,event_window_score_and_abs_microprice_dev,12,0.95,72.36521885994138,166.60820764644035,0.6975712553247029,0.00012928376049734116,2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,2026-07|2026-08|2026-09|2026-10|2026-11|2026-12
