candidate_id,family_id,trade_month,trade_date,feed_profile,source_event_bar_id,symbol,split,horizon_event_bars,side,gross_return,cost_return,net_return,gross_pnl_inr,cost_pnl_drag_inr,net_pnl_inr
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-01,disconnect_scenario,0,ADANIPORTS,train,3,1.0,0.011760862463247479,0.0010446057493193697,0.01071625671392811,1176.086246324748,104.46057493193696,1071.625671392811
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-02,disconnect_scenario,2,ADANIPORTS,train,3,1.0,-0.020642201834862206,0.0012636839965050242,-0.021905885831367232,-2064.220183486221,126.36839965050241,-2190.588583136723
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-02,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,-0.004898140932873218,0.0012720975393521222,-0.00617023847222534,-489.81409328732184,127.20975393521222,-617.0238472225341
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-07,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,0.047115833722559564,0.001352267394675372,0.04576356632788419,4711.583372255956,135.2267394675372,4576.356632788419
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-07,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,0.04913726192608525,0.0013641575131649788,0.04777310441292027,4913.726192608525,136.41575131649788,4777.3104412920275
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-15,disconnect_scenario,0,ADANIPORTS,train,3,1.0,0.01436198611852646,0.0010403731318739868,0.013321612986652473,1436.198611852646,104.03731318739868,1332.1612986652474
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-01,2026-01-22,disconnect_scenario,0,ADANIPORTS,train,3,1.0,-0.019529516200621377,0.0011042199005770084,-0.020633736101198386,-1952.9516200621376,110.42199005770084,-2063.3736101198388
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-04,disconnect_scenario,0,ADANIPORTS,train,3,1.0,-0.007689371216665797,0.0010449501905437219,-0.00873432140720952,-768.9371216665796,104.4950190543722,-873.4321407209519
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-04,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,-0.033508723345333724,0.0010483572783162684,-0.03455708062364999,-3350.8723345333724,104.83572783162684,-3455.708062364999
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-13,disconnect_scenario,0,ADANIPORTS,train,3,1.0,-0.017804957246455144,0.0013138776997510555,-0.019118834946206198,-1780.4957246455144,131.38776997510556,-1911.8834946206198
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-13,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,0.002699873271254649,0.0013227070906385648,0.0013771661806160844,269.9873271254649,132.2707090638565,137.71661806160844
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-19,disconnect_scenario,0,ADANIPORTS,train,3,-1.0,-0.022727272727272707,0.0012225605300768881,-0.023949833257349597,-2272.7272727272707,122.2560530076888,-2394.9833257349596
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-19,disconnect_scenario,3,ADANIPORTS,train,3,1.0,0.03609729132117212,0.0012137661182973893,0.03488352520287473,3609.729132117212,121.37661182973892,3488.352520287473
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-24,disconnect_scenario,2,ADANIPORTS,train,3,1.0,-0.013899446193940679,0.0014240538286458776,-0.015323500022586556,-1389.9446193940678,142.40538286458775,-1532.3500022586556
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-02,2026-02-27,disconnect_scenario,0,ADANIPORTS,train,3,-1.0,0.006595264937993228,0.0013341400721533514,0.005261124865839877,659.5264937993228,133.41400721533515,526.1124865839877
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-04,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,0.006183987303672089,0.0011004397567996498,0.00508354754687244,618.3987303672089,110.04397567996497,508.35475468724394
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-13,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,0.07129871605499372,0.0013381175334621193,0.0699605985215316,7129.871605499372,133.81175334621193,6996.059852153159
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-03,2026-03-30,disconnect_scenario,2,ADANIPORTS,train,3,1.0,-0.01197996079285557,0.001262446937922009,-0.01324240773077758,-1197.996079285557,126.24469379220089,-1324.240773077758
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-01,disconnect_scenario,2,ADANIPORTS,train,3,1.0,0.028251912889935005,0.001254871286211128,0.026997041603723876,2825.1912889935006,125.4871286211128,2699.7041603723874
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-01,disconnect_scenario,3,ADANIPORTS,train,3,1.0,0.006545530711629999,0.0012457259655443264,0.005299804746085672,654.5530711629999,124.57259655443264,529.9804746085672
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,0,ADANIPORTS,train,3,-1.0,0.04567901234567906,0.0013318625050504796,0.04434714984062858,4567.901234567906,133.18625050504795,4434.714984062858
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,1,ADANIPORTS,train,3,1.0,-0.05366736103497427,0.001320178955377675,-0.05498753999035195,-5366.736103497427,132.0178955377675,-5498.753999035195
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,0.017189195362914633,0.0013407746520472585,0.015848420710867374,1718.9195362914634,134.07746520472585,1584.8420710867374
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-02,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,-0.020933788074797288,0.0013560369794190287,-0.022289825054216318,-2093.378807479729,135.60369794190285,-2228.9825054216317
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-04,2026-04-20,disconnect_scenario,1,ADANIPORTS,train,3,1.0,0.014429008206833682,0.0010413697428525452,0.013387638463981137,1442.9008206833682,104.13697428525452,1338.7638463981136
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-05,disconnect_scenario,0,ADANIPORTS,train,3,1.0,-0.0017957229145126874,0.001098891229471622,-0.0028946141439843095,-179.57229145126874,109.8891229471622,-289.461414398431
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-20,disconnect_scenario,1,ADANIPORTS,train,3,-1.0,-0.0016265634640191262,0.0011072539765550507,-0.002733817440574177,-162.65634640191263,110.72539765550506,-273.3817440574177
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-20,disconnect_scenario,3,ADANIPORTS,train,3,1.0,-0.012588116817724093,0.001106547929282757,-0.013694664747006851,-1258.8116817724094,110.6547929282757,-1369.466474700685
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-22,disconnect_scenario,2,ADANIPORTS,train,3,1.0,0.014999732147640277,0.0012553757756468755,0.0137443563719934,1499.9732147640277,125.53757756468755,1374.4356371993401
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-27,disconnect_scenario,0,ADANIPORTS,train,3,1.0,0.008961663992919311,0.0011034065676826905,0.00785825742523662,896.166399291931,110.34065676826904,785.825742523662
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-05,2026-05-27,disconnect_scenario,3,ADANIPORTS,train,3,1.0,-0.008224135095125873,0.0011009498365041942,-0.009325084931630067,-822.4135095125873,110.09498365041942,-932.5084931630067
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-02,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,0.0045488570276962514,0.0011147143435250762,0.0034341426841711753,454.88570276962514,111.47143435250761,343.4142684171175
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-11,disconnect_scenario,0,ADANIPORTS,train,3,1.0,0.02255720637674874,0.0010437082151610578,0.021513498161587683,2255.720637674874,104.37082151610578,2151.349816158768
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-11,disconnect_scenario,2,ADANIPORTS,train,3,1.0,-0.02338718192376732,0.0010379829428782358,-0.024425164866645557,-2338.718192376732,103.79829428782358,-2442.5164866645555
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-12,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,-0.014079020589871982,0.001327646724540914,-0.015406667314412896,-1407.9020589871982,132.7646724540914,-1540.6667314412896
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-12,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,-0.019532789192231892,0.001333426128905176,-0.02086621532113707,-1953.2789192231892,133.3426128905176,-2086.621532113707
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-18,disconnect_scenario,3,ADANIPORTS,train,3,1.0,0.0003702332469457392,0.0012499357107949318,-0.0008797024638491926,37.02332469457392,124.99357107949318,-87.97024638491925
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-25,disconnect_scenario,3,ADANIPORTS,train,3,-1.0,0.0015952472633258274,0.0012668802105726513,0.00032836705275317616,159.52472633258276,126.68802105726513,32.83670527531761
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-30,disconnect_scenario,0,ADANIPORTS,train,3,-1.0,0.04006715165081132,0.0013304493810856056,0.03873670226972571,4006.7151650811315,133.04493810856056,3873.670226972571
P231_EVENT_CONTINUATION_H3_Q0_9,P231_EVENT_CONTINUATION,2026-06,2026-06-30,disconnect_scenario,2,ADANIPORTS,train,3,-1.0,0.03739894142965161,0.0013502808536032106,0.0360486605760484,3739.894142965161,135.02808536032106,3604.86605760484
