scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase275_scope_id,phase275_scope_candidate_id,phase275_scope_profile_id,order_policy,synthetic_seed,synthetic_regime,synthetic_date_rows,synthetic_multiday_diagnostic_allowed,synthetic_multiday_above12_diagnostic
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC1_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,160,2,158,6,152,0,2,2,7,2,8,46.91094975161313,0.04691094975161313,1.4776949171758138,0,0,150000.0,1.5,0.740625,-3.2346787051818726,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC2_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,160,4,156,9,147,0,2,2,7,4,8,-231.54329607545202,-0.23154329607545204,-7.293613826376739,0,0,200000.0,2.0,0.96875,-231.54329607545202,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT75000_CONC3_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,3,cost200,2.0,0.0,160,6,154,13,141,0,2,2,7,5,8,-87.81330079792747,-0.08781330079792747,-2.7661189751347153,0,0,199999.99999999994,1.9999999999999993,0.9520833333333334,-150.76241516152498,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC1_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,160,2,158,6,152,0,2,2,7,2,8,62.547933002150835,0.06254793300215084,1.9702598895677512,0,0,200000.0,2.0,0.9875,-4.312904940242497,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC2_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,160,4,156,9,147,0,2,2,7,4,8,-231.54329607545202,-0.23154329607545204,-7.293613826376739,0,0,200000.0,2.0,0.96875,-231.54329607545202,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP100000_NOT100000_CONC3_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,3,cost200,2.0,0.0,160,6,154,13,141,0,2,2,7,5,8,-87.81330079792747,-0.08781330079792747,-2.7661189751347153,0,0,199999.99999999994,1.9999999999999993,0.9520833333333334,-150.76241516152498,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC1_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost200,2.0,0.0,160,2,158,6,152,0,2,2,7,2,8,46.91094975161313,0.018764379900645254,0.5910779668703255,0,0,150000.0,0.6,0.29625,-3.2346787051818726,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC2_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,2,cost200,2.0,0.0,160,4,156,9,147,0,2,2,7,4,8,-347.314944113178,-0.1389259776452712,-4.376168295826043,0,0,300000.0,1.2,0.58125,-347.314944113178,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT75000_CONC3_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,3,cost200,2.0,0.0,160,6,154,13,141,0,2,2,7,5,8,-197.57992679533686,-0.07903197071813475,-2.4895070776212447,0,0,450000.0,1.8,0.8568749999999999,-339.21543411343123,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
P271_P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101_CAP250000_NOT100000_CONC1_COST200,P275_TOP2_PRIORITY_SUBSET_TIME_RANK_BASE_BOOTSTRAP_SEED101,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,100000.0,1,cost200,2.0,0.0,160,2,158,6,152,0,2,2,7,2,8,62.547933002150835,0.025019173200860334,0.7881039558271006,0,0,200000.0,0.8,0.395,-4.312904940242497,0,0,0,0,0,TOP2_PRIORITY_SUBSET,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,TOP2_PRIORITY_SUBSET:cost200,time_rank,101,base_bootstrap,8,1,0
