metric,value,description
phase275_multiday_synthetic_followthrough_search_complete,1,Phase275 multiday synthetic follow-through search completed
phase275_selected_route,P275_FOCUSED_CAPITAL_MULTIDAY_SYNTHETIC_FOLLOWTHROUGH_SEARCH,Selected route
phase275_scenario_rows,4800,Synthetic multiday scenarios evaluated
phase275_scope_profile_rows,5,Route scope/profile rows evaluated
phase275_order_policy_rows,5,Order policies evaluated
phase275_synthetic_seed_rows,4,Synthetic seeds evaluated
phase275_synthetic_regime_rows,4,Synthetic regimes evaluated
phase275_synthetic_date_rows,8,Synthetic dates per scenario
phase275_cost100_above12_scenario_rows,2,Cost100 above-12 synthetic multiday diagnostic rows
phase275_cost200_above12_scenario_rows,0,Cost200 above-12 synthetic multiday diagnostic rows
phase275_cost200_median_above12_scope_profile_rows,0,Cost200 scope/profile rows with median synthetic annualized return above 12%
phase275_cost200_worst_case_above12_scope_profile_rows,0,Cost200 scope/profile rows with worst synthetic annualized return above 12%
phase275_best_scenario_id,P271_P275_TOP2_PRIORITY_SUBSET_REVERSE_RANK_TIME_BASE_BOOTSTRAP_SEED202_CAP100000_NOT100000_CONC1_COST100,Best synthetic multiday scenario
phase275_best_scope_profile,TOP2_PRIORITY_SUBSET:cost100,Best synthetic multiday scope/profile
phase275_best_order_policy,reverse_rank_time,Best order policy
phase275_best_synthetic_regime,base_bootstrap,Best synthetic regime
phase275_best_synthetic_seed,202,Best synthetic seed
phase275_best_cost_profile,cost100,Best cost profile
phase275_best_realized_net_pnl_inr,479.07939620082897,Best realized net P&L
phase275_best_synthetic_multiday_annualized_portfolio_return_pct,15.091000980326113,Best synthetic multiday annualized diagnostic
phase275_best_scheduled_event_rows,2,Best scheduled event rows
phase275_synthetic_multiday_diagnostic_allowed,1,Synthetic multiday diagnostic is allowed
phase275_portfolio_claim_allowed,0,Robust real portfolio claim remains closed
phase275_strategy_replay_allowed,0,No strategy replay unlocked
phase275_strategy_promotion_allowed,0,No strategy promotion unlocked
phase275_paper_or_live_acceptance_allowed,0,No paper/live acceptance
phase275_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase275_hard_gate_pass_rows,9,Hard gates passed
phase275_hard_gate_rows,9,Hard gates evaluated
phase275_next_best_action,run_phase276_multiday_synthetic_followthrough_interpretation_no_paper_live,Recommended next milestone
