metric,value,description
phase417_pair_spread_convergence_precommit_complete,1,Phase417 precommit completed
phase417_thesis_id,P417_FULL_DEPTH_PAIR_SPREAD_CONVERGENCE_MARKET_NEUTRAL,Frozen thesis
phase417_material_new_non_directional,1,Market-neutral pair-spread convergence
phase417_contract_rows,23,Contract rows
phase417_pair_catalog_rows,4,Frozen pairs
phase417_parameter_freeze_rows,15,Frozen parameter rows
phase417_parameter_freeze_hash,40e174686fa3b84c9f5b1da791b67c93900edeb742d45871686192d02b07df58,Hash of frozen parameter table
phase417_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned Zerodha cost model
phase417_cost_multiplier,2.0,Cost200
phase417_initial_capital_inr,1000000.0,Fixed capital
phase417_pair_notional_inr,100000.0,Gross pair notional
phase417_execution_results_generated,0,Precommit only
phase417_strategy_promotion_allowed,0,No promotion
phase417_paper_or_live_acceptance_allowed,0,No paper/live
phase417_deployable_profitability_claim_allowed,0,No deployable claim
phase417_execution_allowed_next,1,Whether Phase418 may run
phase417_hard_gate_pass_rows,16,Passed hard gates
phase417_hard_gate_rows,16,Hard gates
phase417_next_best_action,run_phase418_pair_spread_convergence_execution_no_paper_live,Recommended next action
