queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,predictive_requirement,requirement_priority,action_class,dependency_type,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,predictive_hardening_status,blocking_gap,required_next_evidence,predictive_evidence_summary,directional_eval_rows,directional_accuracy_excess_vs_no_skill,directional_accuracy_excess_vs_majority,brier_skill_score_proxy,baseline_pass_proxy,cell_beat_fraction,untouched_test_cells_beating_local_majority,holdout_all_cell_pass_proxy,untouched_test_pass_proxy,feature_stability_proxy_available,stable_feature_count_proxy,predictive_promotion_candidate_proxy,falsification_status,acceptance_ready_now,evidence_source
23,P3,S01,runnable_proxy,priority,strategy_support_ready,1,strategy_feature_support_closure,strategy_feature_product_or_module_support,strategy is runnable in the current feature product,support_level=runnable_proxy,runnable_proxy_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Runnable proxy support is necessary but not sufficient for predictive acceptance.,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,baseline_outperformance,2,baseline_lift_validation,calibrated_or_proxy_predictions_with_baselines,"beats no-skill, local majority and Brier proxy baselines with enough rows",rows=161956; baseline_pass_proxy=False; accuracy_excess_vs_majority=-0.07620838782466871; brier_skill=-0.019806998499550827,baseline_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current baseline comparison is proxy-only and does not clear all required baseline checks.,Run calibrated predictive validation and require positive accuracy/Brier skill versus no-skill and local-majority baselines.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,holdout_cell_stability,3,holdout_cell_validation,quarter_feed_segment_holdout_cells,beats local-majority baseline in every quarter/feed/segment holdout cell,0/45 cells beating local majority; all_cell_pass=False,holdout_stability_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current proxy holdout cells do not consistently beat local-majority baselines.,Run predeclared holdout-cell validation over multi-seed synthetic and untouched holdout-generator outputs.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,untouched_test_stability,4,untouched_test_validation,untouched_test_segments,all untouched-test cells beat local-majority baseline,0/15 untouched cells beating local majority; untouched_pass=False,untouched_test_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Untouched-test stability is incomplete or failing in current proxy evidence.,Reserve untouched cells and require all to beat local-majority baselines without feature or threshold reuse.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,feature_stability,5,model_feature_stability_validation,multi_seed_model_importance_or_attribution,stable predictive feature importance across seed samples,feature_proxy_available=True; stable_feature_count=3; feature_pass=True,feature_stability_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,"Feature stability is a seed-sampled association proxy, not calibrated model importance stability.",Train calibrated predictive models across registered seeds and require stable feature importance / attribution.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,multi_seed_walk_forward_validation,6,multi_seed_walk_forward_execution,registered_seeds_and_walk_forward_folds,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,missing_required_acceptance_evidence,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,calibrated_model_output,7,calibrated_model_training,trained_frozen_calibrated_probability_models,calibrated probability or score model with acceptance-grade calibration diagnostics,ternary pseudo-probability proxy only,missing_calibrated_model_output,False,False,missing_required_acceptance_evidence,"Current Brier/calibration rows are deterministic ternary-signal pseudo-probabilities, not calibrated model outputs.","Train and freeze calibrated probability models, then evaluate Brier, calibration curve and baseline lift out of sample.",baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,real_multi_day_holdout,8,real_multiday_predictive_holdout,multi_day_real_data_holdout,predictive edge survives multi-day real market holdout,not available in current one-day/proxy evidence,missing_real_multi_day_predictive_holdout,False,False,missing_required_acceptance_evidence,Current predictive evidence has no multi-day real holdout validation.,Collect/run multiple real market days and compare predictive stability against synthetic and holdout-generator results.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
23,P3,S01,runnable_proxy,priority,promotion_falsification_clear,9,promotion_falsification_clearance,joined_baseline_holdout_feature_and_real_holdout_evidence,"not falsified by baseline, holdout, untouched-test, feature-stability or support checks",predictive_promotion_candidate_proxy=False; status=falsified_for_predictive_promotion_under_current_proxy_evidence,promotion_falsification_proxy_available_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Current predictive promotion-falsification ledger marks no strategy as acceptance-ready.,"Clear the full predictive promotion-falsification checklist after calibrated, multi-seed and real/holdout validation.",baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,161956.0,-0.0650176591172911,-0.0762083878246687,-0.0198069984995508,False,0.0,0,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
24,P3,S02,runnable_proxy,priority,strategy_support_ready,1,strategy_feature_support_closure,strategy_feature_product_or_module_support,strategy is runnable in the current feature product,support_level=runnable_proxy,runnable_proxy_not_acceptance,True,False,proxy_evidence_needs_acceptance_upgrade,Runnable proxy support is necessary but not sufficient for predictive acceptance.,Implement missing required features/modules or explicitly classify the strategy as research-only before predictive promotion.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.089; stable_feature_count=3; promotion_candidate=False,877100.0,-0.0142446699350131,-0.0254353986423906,-0.0740314560532337,False,0.0888888888888888,4,False,False,True,3,False,falsified_for_predictive_promotion_under_current_proxy_evidence,False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
