metric,value,description
phase269_interpretation_complete,1,Phase269 two-lane training interpretation completed
phase269_phase268_variant_rows,1200,Phase268 variants interpreted
phase269_phase268_full_depth_variant_rows,1200,Full-depth variants interpreted
phase269_phase268_l2_l5_variant_rows,1200,Levels 2-5 variants interpreted
phase269_phase268_l1_only_variant_rows,0,L1-only variants interpreted
phase269_phase268_exploratory_candidate_rows,22,Exploratory candidates
phase269_phase268_annualized_profitable_research_lead_rows,17,Fixed-notional annualized 1x research leads
phase269_phase268_cost200_annualized_profitable_research_lead_rows,0,Fixed-notional annualized 2x research leads
phase269_phase268_acceptance_grade_candidate_rows,0,Acceptance-grade candidates
phase269_annualization_notional_inr,100000.0,Fixed notional denominator
phase269_annualization_formula,net_pnl_inr / 100000 * 252,Annualization formula
phase269_annualization_is_portfolio_return,0,Annualization is portfolio return flag
phase269_best_research_lead_candidate_id,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,Top fixed-notional annualized research lead
phase269_best_research_lead_family_id,P268_BID_ABSORPTION_BREADTH_REPAIR,Top lead family
phase269_best_research_lead_cost100_annualized_return_pct,197.07298375832715,Top lead 1x annualized proxy
phase269_best_research_lead_cost200_annualized_return_pct,9.552022158327205,Top lead 2x annualized proxy
phase269_best_research_lead_events,9,Top lead event rows
phase269_best_research_lead_symbols,4,Top lead symbols
phase269_best_research_lead_shuffle_margin_inr,0.0,Top lead shuffled-label margin
phase269_preserve_research_leads,1,Preserve research leads
phase269_do_not_claim_portfolio_annual_return,1,Do not claim portfolio annual return
phase269_do_not_promote_or_replay_phase268,1,Do not promote/replay Phase268
phase269_selected_next_route,P269_FIXED_CAPITAL_CONCURRENCY_AND_CAPACITY_RETURN_PRECOMMIT,Selected next route
phase269_next_route_contract_rows,7,Next route contract rows
phase269_hard_gate_pass_rows,8,Hard gates passed
phase269_hard_gate_rows,8,Hard gates evaluated
phase269_download_more_dates_now_allowed,0,No new download in Phase269
phase269_replay_execution_allowed_now,0,No replay execution in Phase269
phase269_strategy_promotion_allowed,0,No strategy promotion from Phase269
phase269_paper_or_live_acceptance_allowed,0,No paper/live acceptance from Phase269
phase269_deployable_profitability_claim_allowed,0,No deployable profitability claim from Phase269
phase269_next_best_action,run_phase270_fixed_capital_concurrency_and_capacity_return_precommit_no_paper_live,Recommended next milestone
