metric,value,description
phase421_pair_spread_realism_retest_precommit_complete,1,Phase421 precommit completed
phase421_thesis_id,P421_PAIR_SPREAD_REALISM_RETEST_FULL_DEPTH_UNIQUE_GATE,Frozen repair retest
phase421_contract_rows,15,Contract rows
phase421_parameter_freeze_rows,11,Frozen parameter rows
phase421_parameter_freeze_hash,8930d855e637875b84b73b1412ffa72c3bbb571b712ff17680c92ebb51fe4f57,Parameter freeze hash
phase421_min_forward_hold_ms,250.0,New timing rule
phase421_min_forward_ticks_after_entry,3,New timing rule
phase421_min_l2_l5_edge_delta_vs_removed_pct,5.0,New full-depth unique gate
phase421_execution_results_generated,0,Precommit only
phase421_strategy_promotion_allowed,0,No promotion
phase421_paper_or_live_acceptance_allowed,0,No paper/live
phase421_deployable_profitability_claim_allowed,0,No deployable claim
phase421_execution_allowed_next,1,Whether Phase422 may run
phase421_hard_gate_pass_rows,12,Passed hard gates
phase421_hard_gate_rows,12,Hard gates
phase421_next_best_action,run_phase422_pair_spread_realism_retest_execution_no_paper_live,Recommended next action
