metric,value,description
phase423_pair_spread_realism_retest_interpretation_complete,1,Phase423 interpretation completed
phase423_selected_verdict,P423_PAIR_SPREAD_POSITIVE_LEAD_FALSIFIED_BY_REALISM_RETEST,Selected verdict
phase423_phase422_primary_completed_round_trips,0,Phase422 synthetic primary round trips
phase423_phase422_primary_annualized_return_pct,0.0,Phase422 synthetic primary annualized return
phase423_phase422_hard_gate_pass_rows,10,Phase422 hard gates passed
phase423_phase422_hard_gate_rows,17,Phase422 hard gates
phase423_pair_spread_positive_lead_preserved,0,Lead is falsified for this route
phase423_same_family_tuning_allowed,0,No same-family tuning
phase423_strategy_promotion_allowed,0,No promotion
phase423_paper_or_live_acceptance_allowed,0,No paper/live
phase423_deployable_profitability_claim_allowed,0,No deployable claim
phase423_hard_gate_pass_rows,9,Passed hard gates
phase423_hard_gate_rows,9,Hard gates
phase423_next_best_action,stop_pair_spread_convergence_route_or_precommit_material_new_full_depth_source,Recommended next action
