trade_date,trade_month,symbol,time_bucket_seconds,global_time_bucket_id,rows_in_bucket,first_timestamp_seconds,last_timestamp_seconds,open_mid_price,close_mid_price,avg_spread,avg_l1_imbalance,bucket_end_seconds,staleness_seconds,fresh_cell,bar_return
2026-01-01,2026-01,ADANIPORTS,5000,356807,39098,1784035000.0,1784039999.0,1866.4,1848.1,0.3999999999997525,0.210791100868673,1784040000.0,1.0,True,-0.0098049721388771
2026-01-01,2026-01,ADANIPORTS,5000,356805,66172,1784025000.0,1784029999.0,1812.4,1862.0,0.40000000000036645,0.21638058132669508,1784030000.0,1.0,True,0.02736702714632533
2026-01-01,2026-01,ADANIPORTS,5000,356804,45278,1784020550.0,1784024999.0,1818.7,1841.7,0.3999999999998794,0.2200483246366606,1784025000.0,1.0,True,0.01264639577720339
2026-01-01,2026-01,ADANIPORTS,5000,356808,34196,1784040000.0,1784044483.0,1853.3,1842.4,0.3999999999997097,0.212242610639881,1784045000.0,517.0,True,-0.005881400744617626
2026-01-01,2026-01,ADANIPORTS,5000,356806,63272,1784030000.0,1784034999.0,1861.0,1860.2,0.4000000000003477,0.21177955765802176,1784035000.0,1.0,True,-0.0004298764105319375
2026-01-01,2026-01,AXISBANK,5000,356808,31180,1784040000.0,1784044983.0,1359.1,1347.5,0.19999999999989276,0.01976340620567435,1784045000.0,17.0,True,-0.008535059966154002
2026-01-01,2026-01,AXISBANK,5000,356806,62204,1784030000.0,1784034999.0,1355.1,1358.1,0.20000000000015708,0.02314419628761389,1784035000.0,1.0,True,0.002213858755811371
2026-01-01,2026-01,AXISBANK,5000,356804,47162,1784020500.0,1784024999.0,1316.6,1337.8000000000002,0.19999999999998552,0.025723785228764465,1784025000.0,1.0,True,0.016102081118031464
2026-01-01,2026-01,AXISBANK,5000,356805,62888,1784025000.0,1784029999.0,1336.1999999999998,1357.3000000000002,0.20000000000017226,0.025385421978197386,1784030000.0,1.0,True,0.015791049244125333
2026-01-01,2026-01,AXISBANK,5000,356807,46566,1784035000.0,1784039999.0,1363.5,1350.0,0.1999999999999607,0.019211130692442215,1784040000.0,1.0,True,-0.00990099009900991
2026-01-01,2026-01,BAJAJ-AUTO,5000,356805,67506,1784025000.0,1784029999.0,10376.5,10532.5,3.0,0.10320516503370457,1784030000.0,1.0,True,0.015033970992145651
2026-01-01,2026-01,BAJAJ-AUTO,5000,356808,23744,1784040000.0,1784044483.0,10550.0,10469.0,3.0,0.09968734623177884,1784045000.0,517.0,True,-0.007677725118483414
2026-01-01,2026-01,BAJAJ-AUTO,5000,356809,3968,1784045000.0,1784049983.0,10557.5,10476.5,3.0,0.11084349044756352,1784050000.0,17.0,True,-0.007672270897466249
2026-01-01,2026-01,BAJAJ-AUTO,5000,356804,42144,1784020500.0,1784024999.0,10259.5,10378.5,3.0,0.10218793876778995,1784025000.0,1.0,True,0.011599005799502793
2026-01-01,2026-01,BAJAJ-AUTO,5000,356807,46082,1784035000.0,1784039999.0,10584.0,10476.5,3.0,0.09823460214138072,1784040000.0,1.0,True,-0.010156840513983356
2026-01-01,2026-01,BAJAJ-AUTO,5000,356806,60604,1784030000.0,1784034999.0,10489.5,10554.5,3.0,0.10371979513374577,1784035000.0,1.0,True,0.006196672863339581
2026-01-01,2026-01,BANKBEES,5000,356805,61920,1784025000.0,1784029999.0,605.1,611.06,0.20999999999969807,0.3298255734191002,1784030000.0,1.0,True,0.009849611634440425
2026-01-01,2026-01,BANKBEES,5000,356807,42682,1784035000.0,1784039999.0,609.7,606.72,0.20999999999995425,0.32748799843481363,1784040000.0,1.0,True,-0.004887649663769089
2026-01-01,2026-01,BANKBEES,5000,356809,1984,1784045000.0,1784046983.0,605.35,605.35,0.21000000000003638,0.3280839895013153,1784050000.0,3017.0,False,0.0
2026-01-01,2026-01,BANKBEES,5000,356806,65056,1784030000.0,1784034999.0,610.25,609.84,0.20999999999966887,0.3277116744036239,1784035000.0,1.0,True,-0.0006718557968045102
2026-01-01,2026-01,BANKBEES,5000,356804,45162,1784020500.0,1784024999.0,598.99,604.77,0.2099999999999052,0.3291833854690363,1784025000.0,1.0,True,0.009649576787592373
2026-01-01,2026-01,BANKBEES,5000,356808,27244,1784040000.0,1784044983.0,609.4200000000001,604.89,0.21000000000003044,0.32598882447973165,1784045000.0,17.0,True,-0.007433297233435221
2026-01-01,2026-01,BHARTIARTL,5000,356804,46662,1784020500.0,1784024999.0,1901.5,1924.6999999999998,0.29999999999978105,0.08291619496795122,1784025000.0,1.0,True,0.012200894031028087
2026-01-01,2026-01,BHARTIARTL,5000,356806,64322,1784030000.0,1784034999.0,1945.1999999999998,1950.4,0.2999999999996344,0.08116244384624087,1784035000.0,1.0,True,0.0026732469668930836
2026-01-01,2026-01,BHARTIARTL,5000,356808,22276,1784040000.0,1784044999.0,1949.3000000000002,1935.9,0.3000000000001374,0.07703288430846504,1784045000.0,1.0,True,-0.006874262555789268
